gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
WDR20,513.9693716,-0.206325799,0.099297773,-2.077849198,0.037723251,0.127347774
L3MBTL2-AS1,5.13176843,-1.293454667,1.608589104,-0.804092645,0.421343472,0.647659731
NCALD,6.313711286,3.657690072,1.004928494,3.63975158,0.000272901,0.002222772
EGFL8,6.961317051,-1.309323786,1.005854446,-1.301703036,0.193017921,0.403476338
ZHX1,818.5448088,0.48689127,0.18501239,2.63166846,0.008496673,0.039538322
SLC2A14,28.24085805,-0.450962463,0.626253896,-0.720095261,0.471466345,0.689724656
CNNM1,799.8872233,-0.349593958,0.21765029,-1.606218666,0.108225873,0.274342609
SHH,17.41947423,4.314286144,1.295918945,3.329132706,0.000871169,0.005973419
CCDC126,142.1984734,-0.006410466,0.216134046,-0.029659678,0.97633847,0.991298049
HSD11B1L,41.70317922,0.451067616,0.316935253,1.423216923,0.154673281,0.348410372
NAA35,1506.861341,-0.263449799,0.082184417,-3.205593088,0.001347844,0.008664964
SNRPA1,854.8188283,0.480470238,0.191732855,2.505935864,0.012212777,0.052878283
ZNF843,9.277539667,-1.226829854,0.649358801,-1.889294259,0.05885241,0.177048053
GLCE,407.902675,0.151337861,0.196437844,0.770410927,0.441056174,0.66551255
ALG2,878.3127431,-0.0732997,0.147227806,-0.497865871,0.618578584,0.797651016
EFNB1,379.2386308,0.559571909,0.297003284,1.884059669,0.059556905,0.178476225
PHC2,790.0371253,0.259651664,0.230408624,1.126918166,0.259777082,0.485406996
VIPAS39,448.5426831,-0.156284359,0.169919991,-0.919752632,0.357702042,0.59093311
QSOX1,3984.216702,0.162958239,0.255520749,0.637749533,0.523636736,0.730720493
SNORA12,340.3160286,-0.199740434,0.259566336,-0.769515943,0.441587084,0.665955967
OXSR1,2118.210981,-0.249707392,0.09116697,-2.739011634,0.006162419,0.030512842
OLMALINC,37.14507984,0.793563733,0.413522367,1.919034604,0.054979955,0.16848959
ADGRB2,90.22326333,-0.438327619,0.237546737,-1.845226861,0.065004545,0.189976127
C19orf54,64.04803173,-0.099976011,0.294368282,-0.339629021,0.73413592,0.87303507
DIO3,7.405707985,-5.8920335,1.386255273,-4.250323599,2.13E-05,0.000232891
SRP72,3494.848404,0.208691014,0.144006141,1.449181353,0.147286944,0.338135613
RAB11A,2266.38914,-0.182703033,0.095290671,-1.917323394,0.05519686,0.16899442
CDC23,1209.387161,0.079392783,0.128321366,0.618702761,0.536112191,0.739993412
GAB2,119.6920176,0.125432266,0.20912451,0.599797057,0.548641495,0.749202496
DAP,312.1881623,-0.122677697,0.218145645,-0.562366015,0.573866669,0.765835141
ABCG1,26.63185039,-0.689914932,0.749313979,-0.920728761,0.357192056,0.590659564
COL4A2,5.476592609,-2.780903835,1.468252236,-1.894023226,0.058221927,0.175611126
HOXC5,18.87919144,-1.13068664,0.579319411,-1.951749967,0.050967897,0.159690388
TLX1NB,9.531338239,-0.034149098,0.594898356,-0.057403248,0.954223976,0.980459793
GNPDA1,1228.521196,1.340946869,0.349668184,3.834912443,0.000125609,0.001132538
ACOT8,232.2965512,0.688833686,0.13294992,5.181151569,2.21E-07,3.60E-06
AKT3,502.2889593,-11.50498894,1.15534549,-9.958050678,2.33E-23,2.21E-21
DHX58,79.77967303,0.041674524,0.337667274,0.123418902,0.90177539,0.955280421
WAC,2083.29636,-0.147597499,0.07652581,-1.92872834,0.053764596,0.165749085
LATS1,1038.329148,-0.198438839,0.1494051,-1.328193203,0.184114289,0.391269469
NTRK2,22.32365007,-3.526154239,1.418785737,-2.485332455,0.01294305,0.055300904
TRA2A,1681.733556,-0.051157973,0.122682891,-0.416993542,0.676683131,0.835509939
PTTG1,1121.040886,0.195039071,0.188079383,1.037003989,0.299733998,0.530674479
KCNIP2-AS1,12.72038548,-0.267796683,0.530354502,-0.504939022,0.613601666,0.794067088
GFER,497.9743202,-0.081991629,0.169972392,-0.482382037,0.629534579,0.80478695
GEM,148.4232528,-0.116293608,0.496607065,-0.234176306,0.814848109,0.914329894
GGT1,385.357871,0.328758018,0.21156165,1.553958474,0.120194322,0.294658247
INIP,862.4034636,-0.000115255,0.132687199,-0.000868624,0.999306938,1
CMTR2,2404.376773,0.068663574,0.119531092,0.574441122,0.565669332,0.761503421
PARP1,4099.902322,0.175283975,0.115187479,1.521727671,0.128077331,0.308438746
FSCN1,1268.330347,2.430309344,0.216470959,11.22695327,3.01E-29,4.40E-27
KIF26B,4.582650939,-0.933941982,1.211856355,-0.770670532,0.440902243,0.665348366
HERC6,383.5971256,-0.137851301,0.260384603,-0.52941418,0.596518164,0.781944848
FAM118A,775.4978801,0.162250484,0.147306735,1.101446476,0.270702388,0.497409214
ARGLU1,961.860859,-0.152067223,0.127464979,-1.193011798,0.232864753,0.453793893
TRMT61B,235.8226704,0.136816809,0.249765243,0.547781616,0.583841863,0.774445572
PCDHGA12,18.96710938,-0.276951928,0.435480652,-0.635968386,0.524797028,0.731470678
SSNA1,633.3030915,0.513437237,0.151512787,3.388738652,0.000702149,0.004956775
OIP5,314.1257908,0.070453559,0.1886792,0.373403953,0.708847818,0.856466115
EXOC3,630.3350941,0.081224401,0.096977616,0.837558241,0.402278854,0.632962671
STXBP3,787.6011242,-0.201903845,0.175840704,-1.148220177,0.250877682,0.474767377
TMC6,188.4458115,0.695443705,0.213071453,3.26389902,0.001098903,0.007292762
PC,70.1827526,0.474893113,0.329797682,1.439952851,0.149880739,0.341539705
OXSM,329.0817284,0.403641737,0.245471445,1.644353123,0.100103282,0.260271685
CCDC174,417.365856,-0.380428394,0.109571046,-3.471979227,0.000516636,0.003823386
PAK1IP1,567.0318092,0.216242222,0.163585519,1.32189098,0.186204457,0.393564075
ORMDL1,1240.86932,-0.626602068,0.113754127,-5.508389755,3.62E-08,6.74E-07
BRD1,1046.983728,-0.162796895,0.079525168,-2.047111627,0.040647126,0.134658889
VCPKMT,352.5087782,-0.182687167,0.150408766,-1.21460452,0.224516964,0.443715149
RPARP-AS1,293.8932969,0.244689561,0.150701012,1.623675627,0.104445056,0.267975059
FAM217B,530.2672545,-0.023667368,0.231246358,-0.102346987,0.918481261,0.964615556
OLFM2,53.3414801,-2.635738265,0.386369708,-6.821803591,8.99E-12,2.75E-10
SMG7,886.4745456,-0.363765689,0.315902003,-1.151514346,0.249520697,0.473231944
SFT2D3,273.7422628,-0.394535638,0.208616289,-1.891202459,0.058597323,0.176368547
LMNB2,4238.452674,-0.26946038,0.139028867,-1.938161379,0.052603537,0.163420204
TXNDC17,2241.833606,0.333992688,0.183210872,1.822996004,0.068303996,0.196970218
RTN4IP1,224.2500097,0.33587574,0.133684358,2.512453555,0.011989489,0.052171331
INA,2982.004031,0.274013229,0.192295793,1.424956959,0.154169643,0.347702644
PLCD4,265.4479401,-0.318117897,0.212080976,-1.499983182,0.133618759,0.317114176
GSTK1,682.4645634,0.075177069,0.117294838,0.640923934,0.521572105,0.72882551
CCDC117,1068.265194,0.056115204,0.09515294,0.589736945,0.555367022,0.754293788
BCAS3,1373.072956,1.889778084,0.137806137,13.71330862,8.45E-43,2.54E-40
NFXL1,830.2730292,0.560360176,0.133905918,4.184730465,2.86E-05,0.000302112
SARAF,3005.222041,-0.352959836,0.107654283,-3.278641836,0.001043079,0.006989689
PLB1,4.637439276,-0.637834451,1.043219311,-0.611409743,0.540928354,0.743410813
CFAP57,13.73410029,-0.585739274,0.601929067,-0.973103487,0.330501871,0.562459294
SLC26A6,840.2059678,0.237789758,0.193430402,1.229329806,0.218948176,0.435943343
TARBP2,441.0083563,0.073388231,0.192861631,0.380522711,0.703557441,0.852818802
HNRNPK,13494.42206,0.001105634,0.11211848,0.009861298,0.99213195,0.997588708
TJP2,549.6734032,1.199378613,0.221550124,5.413576818,6.18E-08,1.10E-06
DCAF5,1403.397752,0.015032682,0.141368159,0.106337117,0.915314884,0.963188587
FUT11,1921.202645,0.030785375,0.204463432,0.150566656,0.880317566,0.945591404
ROPN1L,50.79721331,-1.715396189,0.573265783,-2.992322652,0.002768635,0.015824328
BTBD7,1846.177378,-0.026721623,0.11963475,-0.223360042,0.823255301,0.918261264
PPP4R3A,2242.676688,-0.159622548,0.122246499,-1.305743302,0.191639867,0.401510315
ARRDC3,3404.452035,-0.963039102,0.201374913,-4.78231915,1.73E-06,2.37E-05
EFL1,659.3934817,-0.27259757,0.161609346,-1.6867686,0.091647855,0.244049537
TOMM70,1779.156832,0.225917445,0.094761321,2.38406814,0.017122432,0.069298262
L2HGDH,611.9240394,0.1230606,0.172469792,0.713519734,0.475524206,0.693756301
CNTD2,4.365903142,0.214927841,1.442815499,0.148964189,0.88158189,0.946399591
TADA2A,892.6534766,0.117503418,0.13737559,0.855344231,0.392360608,0.6240143
PORCN,89.43732051,0.325818721,0.204645001,1.592116688,0.111358488,0.27950456
ZNF500,320.814834,-0.00671118,0.172924398,-0.038809906,0.969041947,0.988063881
POLA1,934.8172632,0.126574028,0.138685941,0.912666616,0.361417907,0.594256519
SNX6,2349.952462,-0.679365186,0.108618676,-6.254589089,3.99E-10,9.78E-09
UBA6,4523.399561,-0.020291525,0.294106598,-0.068993778,0.944994572,0.976435708
TLCD5,356.6670112,-0.854584332,0.142253364,-6.00748067,1.88E-09,4.25E-08
PALM2AKAP2,442.8538133,-0.951977743,0.124182068,-7.665983949,1.77E-14,7.50E-13
CEP83,611.4004531,-0.236301552,0.137381579,-1.720038118,0.085425513,0.231864792
LBHD1,80.53150512,0.118060281,0.306624989,0.385031505,0.700214074,0.850388653
CCNO,160.6292022,0.648101059,0.181896793,3.563015309,0.000366619,0.002856518
ZNF574,493.7838685,-0.207415787,0.207454383,-0.999813957,0.31740055,0.548527128
CHST15,159.63081,-1.708960318,0.325438026,-5.25126194,1.51E-07,2.52E-06
MIR4482,5.422643818,-1.528433973,0.69060764,-2.213172699,0.026885742,0.097996324
ATP6V0A2,365.3543523,1.413035953,0.209805373,6.734984582,1.64E-11,4.89E-10
DUSP10,30.21790707,-1.977337129,0.559773958,-3.532384993,0.000411829,0.003155193
CFAP58-DT,5.009069443,2.590658759,0.853468481,3.03544749,0.00240179,0.014021873
HNRNPR,4634.158231,-0.175935646,0.091772254,-1.917089729,0.055226533,0.16899442
PLEKHO1,717.449186,-0.099257304,0.231276431,-0.429171722,0.66779826,0.830124298
UBE2E3,848.0568983,-0.50511334,0.120817788,-4.180786184,2.91E-05,0.000306029
DIS3L2,477.6726887,-0.592252086,0.128369141,-4.613664004,3.96E-06,5.08E-05
TAGLN,1993.815632,-1.138594135,0.485021308,-2.34751364,0.018899181,0.074970383
HESX1,18.81446125,-0.315825752,0.34997321,-0.902428367,0.366829358,0.600270452
NOS3,261.6379668,0.903277971,0.2316369,3.899542651,9.64E-05,0.000892431
RNF130,903.2719042,-0.038301388,0.241340703,-0.158702563,0.873903219,0.942514002
ZNF606,331.6207121,-0.450991552,0.185409052,-2.432413883,0.014998558,0.062216518
ADD3-AS1,25.54428195,3.012400511,0.967973887,3.112067951,0.001857817,0.011365713
FKTN,1074.97348,-0.026045947,0.09301155,-0.280029168,0.779455127,0.8965784
PSPN,6.805586397,1.106402239,1.10555668,1.000764827,0.316940518,0.54807616
PRKAR2A,2982.32429,0.38322655,0.119601988,3.204182112,0.001354468,0.008695335
BRPF1,619.0229625,0.008969733,0.204036062,0.043961507,0.964935087,0.986006667
CEP162,263.423654,-0.421746637,0.228711885,-1.844008396,0.065181917,0.190326126
ITGA5,1056.228827,-0.001959405,0.172031518,-0.011389805,0.990912447,0.99666835
FMO4,48.90221304,0.951571665,0.319790195,2.975612385,0.002924042,0.016574922
PDCD4-AS1,39.71804893,-0.236129826,0.333448809,-0.708144158,0.47885574,0.696034769
STAC3,25.24588253,-0.357502731,0.342389717,-1.044139802,0.296420713,0.526991427
HDAC4,306.1825666,-0.287764507,0.176951559,-1.626233244,0.103900047,0.266991439
SPATA13,633.1835298,0.694528872,0.119790635,5.797856153,6.72E-09,1.41E-07
RPL13AP6,5.120978933,-0.329948856,0.766460894,-0.430483614,0.666843884,0.82962471
TMTC3,1416.501081,-0.492023166,0.097491739,-5.046819025,4.49E-07,6.96E-06
PTPN12,445.9611854,-0.746636716,0.325423577,-2.294353481,0.021770203,0.083453287
MTFR1,596.0733923,-0.001655242,0.137109215,-0.012072432,0.990367827,0.996400034
DKKL1,50.76450906,0.040710733,0.304113364,0.133866964,0.893507774,0.95177614
SMAP1,1159.815265,0.043747041,0.215008355,0.203466703,0.838770269,0.926303902
SACS,5016.362912,0.258129881,0.177747522,1.452227735,0.146438293,0.336892913
ZNF570,483.9128514,-0.185816146,0.138644603,-1.340233528,0.180169434,0.386147492
PFKFB3,2835.278025,0.04506177,0.171579391,0.262629272,0.792836336,0.903903645
E4F1,709.0258002,-0.221883806,0.141800976,-1.564755135,0.117640335,0.290504269
VTI1A,517.8206085,-0.023350954,0.121974749,-0.191440887,0.848180189,0.93060381
SLC4A3,435.325582,-0.683085299,0.200460316,-3.40758367,0.000655408,0.004682539
POLR2J4,223.1047155,0.115086968,0.153568557,0.749417529,0.453605589,0.676598981
PMS2P2,168.9909197,0.39958864,0.205779933,1.941825103,0.052158277,0.162495363
SNHG8,818.3267914,-0.082279187,0.192745021,-0.426881002,0.669466004,0.830844202
LOC103344931,32.9633547,-0.485254547,0.324529283,-1.495256585,0.134847491,0.319159028
ZNF384,754.133784,-0.238695494,0.14193491,-1.681725052,0.092622168,0.245930392
ZBTB8A,633.9005239,-0.05447319,0.126904356,-0.429246025,0.667744192,0.830119558
TEX15,3491.448612,0.248470299,0.146997783,1.690299642,0.090970644,0.242754942
SUGP2,2428.416313,0.223965045,0.077441297,2.892062184,0.003827222,0.020639259
ZFYVE1,292.1287727,0.152254616,0.157252216,0.968219207,0.332934904,0.564738011
SNORA87,14.00200615,-0.014436265,0.446602611,-0.032324631,0.974213167,0.990447632
BVES,64.22586474,-0.66615736,0.350809638,-1.898914077,0.057575774,0.174342188
ATG12,1605.528748,-0.267691283,0.080923396,-3.307959087,0.000939785,0.00638822
LGR5,6.491885701,1.240528277,0.978485825,1.267804035,0.204867941,0.417637034
IGSF9B,16.68475284,-2.008874284,0.551051284,-3.64553054,0.000266841,0.002180938
PKDCC,77.81209974,-1.597526995,0.270177256,-5.912884813,3.36E-09,7.36E-08
HIRA,616.1554927,0.451599725,0.146144384,3.090092915,0.002000939,0.01210678
ZNF251,1016.590234,-0.01998097,0.172628463,-0.115745514,0.907854233,0.957980707
OGFOD2,417.5397398,0.066480672,0.193615442,0.343364515,0.731324252,0.871117324
TMEM208,631.2548201,0.432959689,0.1949625,2.220733163,0.02636904,0.09655593
ISG15,787.2199478,0.25314523,0.213194354,1.187391814,0.235073107,0.456547629
AKAP12,102.2347788,-3.404832861,0.59245025,-5.747035907,9.08E-09,1.84E-07
MARS1,2852.276774,-0.464634852,0.47542968,-0.977294585,0.328423333,0.559979213
SFT2D1,822.1933466,0.476450243,0.112360267,4.240380141,2.23E-05,0.00024249
MYRF,30.38950853,-1.51018185,0.42651745,-3.540726996,0.000399026,0.003068489
ARHGAP32,278.0172594,-0.024167738,0.228421693,-0.105803165,0.915738525,0.96338889
AFAP1L2,39.10066049,0.117761786,0.640304011,0.183915427,0.854079802,0.93300313
CCDC7,167.4356765,-0.171106207,0.21112961,-0.810432069,0.417691893,0.644626244
STRA6,674.3692892,3.230310004,0.440207891,7.338146521,2.17E-13,7.98E-12
PIWIL2,2.814562805,0.202657205,1.278846702,0.158468724,0.874087464,0.942624321
TMEM171,45.69913706,-0.415681813,0.360999432,-1.151474979,0.249536883,0.473231944
TRMT10B,123.7221526,-0.05431867,0.177764065,-0.305566089,0.759935043,0.885920463
RPS3,13923.60626,-0.033400201,0.139560146,-0.239324778,0.810853754,0.912998112
SRP68,851.7527671,-0.120001505,0.236486704,-0.507434469,0.611850005,0.792794037
RNASEH1,1537.419929,0.102840612,0.160725418,0.63985282,0.522268289,0.729356408
PHF19,1286.153783,0.069177945,0.118952709,0.58155838,0.560864184,0.757820416
TRIM23,347.2988933,-0.320895412,0.146791623,-2.186060794,0.028811158,0.103187924
RUNX1T1,168.1271751,-2.331460061,0.217868948,-10.70120404,1.00E-26,1.23E-24
LRRC75A,95.83435322,-0.533942863,0.18391131,-2.90326279,0.003692966,0.020105608
TNRC6A,2529.894531,-0.045704819,0.261969629,-0.174466098,0.861499172,0.936082428
SCLT1,516.3592941,0.512343048,0.134077387,3.821248748,0.000132778,0.001188738
DAPK1,18.35569513,-7.050758846,1.241026582,-5.681392285,1.34E-08,2.63E-07
CBSL,138.269114,-0.164595613,0.300792045,-0.547207336,0.584236297,0.774515688
ACAP3,854.3381006,0.840734059,0.220317997,3.816002639,0.000135631,0.001210348
C1QTNF2,5.801069632,1.118544654,0.763749936,1.464543041,0.143045632,0.331811227
B3GNT4,322.5274006,0.172006431,0.290288943,0.592535247,0.553492226,0.753095929
S1PR5,74.97670862,-1.112399325,0.279761515,-3.976241421,7.00E-05,0.000670421
MAP11,266.7472873,0.044414925,0.162040845,0.274097097,0.784010005,0.89919992
MRGBP,1810.791545,0.166478159,0.114569976,1.453069691,0.146204405,0.336679823
ERBB2,1166.341589,-0.299940055,0.112134192,-2.67483138,0.007476684,0.035734917
BTBD8,159.8329932,-0.347735045,0.328209315,-1.059491699,0.289375908,0.518967015
CNPY3,481.9986982,0.044446453,0.111624482,0.398178359,0.690498717,0.84503367
ACAP2,1795.147828,-0.402820666,0.132021956,-3.051164213,0.002279559,0.013433375
KCNH3,458.7552586,0.263397598,0.201194647,1.309168021,0.190477442,0.39968323
PCCA,130.4202092,0.009441323,0.189212883,0.049897889,0.96020376,0.983059919
CTU1,75.57602373,0.466538489,0.265666814,1.756103751,0.079070695,0.219690981
EFCAB11,206.9754323,-0.33159036,0.181747453,-1.824456707,0.068083056,0.196470285
PCDHGB6,22.77787333,0.105517436,0.398443923,0.264823807,0.791145196,0.903119306
PCDHGA7,29.09698417,-1.116935635,0.420967265,-2.653260073,0.007971842,0.037644051
DOCK8,40.31422924,-1.52314162,0.526757679,-2.891541368,0.003833571,0.020666752
ERF,1658.481981,-0.20366459,0.149421347,-1.363022047,0.172875562,0.375434991
PLCG2,369.6403922,0.189632946,0.204228665,0.928532466,0.353131435,0.586823445
NDUFA4,4076.014505,0.360943443,0.155154616,2.326346797,0.020000057,0.078136459
TRMU,710.9524817,0.454188923,0.116477233,3.899379409,9.64E-05,0.000892431
HSD11B2,34.35352013,0.262483008,0.481685534,0.544926077,0.585804361,0.775810546
OPA1,2829.323712,0.195676403,0.130726084,1.496842847,0.134434154,0.318500195
NXPE3,735.3557701,0.045205242,0.102721872,0.440074162,0.659883395,0.82538646
SNORA19,14.40005026,-0.298714065,0.424661635,-0.703416651,0.481796132,0.698025002
MNAT1,741.3081994,0.131764709,0.161406204,0.816354675,0.414297312,0.64196651
SFXN4,289.3101691,0.588471939,0.146581871,4.014629737,5.95E-05,0.000579533
MTIF3,435.4390737,0.132343202,0.133481667,0.991471004,0.321455644,0.553162239
ZCCHC18,20.3659585,-0.802684105,0.470548513,-1.705847711,0.088036437,0.236799523
GPR107,1257.642101,-0.316131736,0.092827685,-3.405575984,0.000660246,0.004713029
ZSCAN26,344.7104573,-0.47120868,0.136668252,-3.447828397,0.000565113,0.004126674
SNAPIN,1049.640391,0.105765522,0.127059129,0.832411832,0.405176526,0.635367432
MED24,872.9487274,-0.02415957,0.121652452,-0.198595009,0.842579558,0.928281808
INPP5F,474.5292477,0.239130436,0.126585217,1.889086585,0.058880228,0.177048053
SCN5A,72.43696787,-1.529866394,0.337783539,-4.52913247,5.92E-06,7.32E-05
OBSL1,682.0618169,3.240474283,0.254828722,12.71628352,4.80E-37,1.03E-34
WDR11-AS1,4.717174685,0.074181475,0.891072189,0.083249681,0.93365301,0.971548406
PLXNC1,7.73500912,1.689152747,0.787582602,2.144730905,0.031974368,0.112301216
KIF1A,702.1018078,-3.397932542,0.352466556,-9.640439583,5.40E-22,4.50E-20
COQ10A,197.2617861,0.247384395,0.215565443,1.147606922,0.251130871,0.475054939
CCNC,1499.794878,0.498002757,0.114953463,4.332211869,1.48E-05,0.000167585
SYNE2,1044.095856,-0.436533217,0.163605453,-2.668207011,0.007625726,0.036268856
MAP2K2,1802.076142,-0.476486279,0.208502805,-2.285275147,0.022296699,0.08488059
ELP5,810.2613699,0.244592718,0.136950277,1.785996522,0.074099821,0.209478153
ATE1-AS1,9.288268698,-0.683475061,0.620304697,-1.101837636,0.270532265,0.497290447
ROGDI,515.190728,0.22615119,0.178247139,1.268750742,0.204529979,0.417089653
CCDC32,215.2843513,0.130214011,0.230488291,0.564948487,0.572108803,0.764907488
IMMP2L,402.8629512,-0.031941705,0.214456415,-0.148942642,0.881598893,0.946399591
CYB561D2,277.8791154,0.651591194,0.172406729,3.779383769,0.000157217,0.001376211
ZSCAN25,478.8274095,-0.197634319,0.12345283,-1.600889334,0.109401432,0.276187202
MRPL52,664.9254129,-0.059555077,0.152967365,-0.389331917,0.697030629,0.848455448
SH3YL1,408.7526398,-0.049189767,0.163702186,-0.30048326,0.763808563,0.88802594
MICAL2,151.9818879,-0.026507604,0.165305538,-0.160355211,0.87260127,0.941977391
PEAR1,3.468334115,1.693692538,1.05519271,1.605102577,0.108471232,0.274677536
HS6ST2,362.0110396,-1.888807191,0.177058072,-10.66772707,1.44E-26,1.71E-24
RGMA,76.50546106,1.117570314,0.363163302,3.077321708,0.002088697,0.012532185
TTC25,101.2731048,-0.122205872,0.424174623,-0.288102742,0.773268094,0.892789402
SLC23A2,701.4047046,0.110943429,0.129801451,0.854716401,0.392708169,0.62438671
PPP1R21,554.0844991,-0.279597641,0.19400771,-1.44116768,0.149537317,0.341026839
SLC45A4,186.2424573,-0.195847973,0.217685539,-0.899682973,0.368288987,0.601363927
RPL27,5698.679118,0.198895408,0.162191326,1.226301141,0.220085372,0.437258861
ZNF567,501.7240818,-0.352105701,0.117429236,-2.998450072,0.002713566,0.015541847
VPS33A,723.7946627,0.20857145,0.090425027,2.306567745,0.021078929,0.081369889
SETX,5088.938183,0.377770891,0.17081055,2.211636754,0.026991774,0.098262776
TUG1,2859.203261,-0.441606045,0.139074294,-3.175324733,0.001496689,0.009450424
TSC1,1122.564501,-0.351661013,0.129880943,-2.707564362,0.006777893,0.032996532
FAM78A,126.0047103,0.815357075,0.173636918,4.695758728,2.66E-06,3.51E-05
MRPL11,1456.280187,0.090938682,0.112455893,0.808660886,0.418710232,0.645531362
GET4,591.1100861,0.11643406,0.24646855,0.472409403,0.636634594,0.808979939
EMC9,419.3913122,0.051774179,0.154039257,0.33611029,0.736787699,0.874643756
SLFNL1,6.18470146,-0.889238112,1.419781254,-0.626320505,0.531104739,0.736342797
DHPS,596.7952309,-0.09470899,0.127946772,-0.740221804,0.45916542,0.680784839
CAPS,35.92088707,-0.45156163,0.427207617,-1.05700744,0.290508192,0.520457084
PTPN6,577.4052164,0.119696587,0.16525439,0.724317135,0.46887106,0.687938548
MED10,347.3419402,-0.07383594,0.20318699,-0.363389112,0.716314234,0.860953105
ZFAND2B,381.5752655,-0.336522272,0.164017363,-2.051747852,0.040194174,0.133586994
RNF213,3202.907615,-0.663409269,0.218392218,-3.037696465,0.002383939,0.013934152
NFAT5,3647.876666,-0.67552554,0.290637101,-2.324292178,0.02010984,0.078454023
STARD13,146.7453814,-0.17170218,0.208283816,-0.824366399,0.409731401,0.638726244
GADD45GIP1,1248.061769,-0.050992966,0.125992307,-0.404730789,0.685675408,0.841767847
OBSCN,646.4557959,-1.010427003,0.348424669,-2.899986979,0.003731782,0.020243537
BCL2L10,3.680158756,1.48723685,1.813520117,0.820082908,0.412168845,0.640591361
NUP107,1679.693605,-0.256259232,0.12427747,-2.061992675,0.039208433,0.131128751
MPPE1,288.8933696,0.268099194,0.164317792,1.631589562,0.102765979,0.264818789
MIR4296,8.365449346,-0.498846514,0.707244203,-0.705338427,0.480599652,0.697158606
EDRF1-DT,52.40554104,0.0546989,0.38945883,0.140448477,0.888305658,0.949007151
EDRF1,1220.939649,0.160784997,0.115238162,1.395240903,0.162943206,0.360853298
FLNB,2941.39541,-0.087538107,0.118254529,-0.740251623,0.459147329,0.680784839
APOBEC3A_B,214.6678049,-0.194085592,0.313662777,-0.618771517,0.536066889,0.739993412
PDIA6,7684.307146,0.498283279,0.181461775,2.745940725,0.006033766,0.029965651
SLC16A7,177.6954744,5.522985681,0.446212109,12.37748946,3.46E-35,6.57E-33
UPF3A,396.786709,-0.180845451,0.132515423,-1.364712473,0.172343438,0.374624149
AP3S1,1415.290921,0.419914725,0.183736465,2.285418541,0.022288298,0.084868166
SMPD1,436.0463842,1.509525417,0.187757541,8.039759209,9.00E-16,4.24E-14
ZKSCAN5,710.0708523,0.01496795,0.173576815,0.086232429,0.931281652,0.97053062
EHD3,397.4145964,0.157211316,0.198455167,0.792175474,0.428258367,0.653336357
ARNT,1988.461322,0.084850499,0.104029035,0.815642469,0.414704652,0.642236213
FANK1,243.334662,0.56132061,0.466062067,1.204390251,0.228438778,0.448297257
SEPTIN1,6.877645628,0.57414903,0.681162002,0.842896444,0.399286362,0.630314324
GLDC,1055.419261,-0.035503434,0.182846447,-0.194170762,0.846042176,0.929819034
LRRFIP2,716.0260753,-0.207047269,0.098770352,-2.096249164,0.036060094,0.122964622
NDUFC2,733.2116839,0.587079944,0.166474428,3.526547297,0.000421016,0.003216624
SEC11A,2289.401382,0.114408176,0.101582221,1.126261805,0.26005472,0.485772346
WDR76,1312.492615,-0.111683272,0.186219882,-0.599738712,0.548680384,0.749202496
SLC46A1,545.1326892,-0.141827793,0.334122575,-0.424478332,0.671217004,0.831932354
PTPA,3908.88973,0.462422175,0.081065075,5.704332903,1.17E-08,2.32E-07
MDP1,38.76811365,0.239693946,0.305215864,0.785325974,0.432262471,0.656984863
RNFT2,164.4682622,-0.349128113,0.189611279,-1.841283471,0.065580029,0.191116957
EIF4G3,999.0260112,-0.1526774,0.193797908,-0.787817584,0.430803414,0.655853529
ZNF507,940.2949557,-0.047520735,0.153342503,-0.309899301,0.756637534,0.883861266
ERCC8,265.1885065,0.017858684,0.154029377,0.115943365,0.907697427,0.957980071
MPZL1,2071.182117,-5.55E-05,0.20803478,-0.000266724,0.999787185,1
MYO1D,775.9098499,0.784137411,0.181455618,4.321373015,1.55E-05,0.000175192
TCF3,1678.090823,-0.220633401,0.123271865,-1.789811493,0.073484221,0.208129692
TRPT1,461.6383827,0.341078158,0.309710371,1.101281035,0.270774363,0.497409214
FAM76A,206.7928985,-0.14539015,0.143759192,-1.01134507,0.311851302,0.542741524
C10orf143,23.91498301,0.252357066,0.363186162,0.694842184,0.487154209,0.701068217
RGL2,2881.105718,0.242032416,0.318282472,0.760432752,0.446995952,0.670749139
GP6,17.27892189,0.544562218,0.805412115,0.676128665,0.498958959,0.710234536
COPS4,924.6128449,0.024368181,0.10920054,0.22315074,0.823418189,0.918380935
ATF5,175.631168,-0.803074351,0.220989598,-3.633991636,0.00027907,0.002260754
DCLK1,3.755689048,-1.960464237,1.384086297,-1.416432083,0.156649036,0.351375445
KLHL26,243.0579668,-0.359667575,0.249221169,-1.443166232,0.148973649,0.340117034
RIBC1,106.5787522,-0.203660603,0.338257643,-0.602087215,0.547116084,0.748284912
GTDC1,483.1504722,-0.415865946,0.194629613,-2.136704383,0.032622043,0.114008785
STK32C,281.4400504,-0.068684345,0.171775311,-0.39984992,0.68926706,0.844232041
CTNNB1,9130.471718,-0.435351835,0.099185248,-4.389280102,1.14E-05,0.000132384
C14orf93,100.0154419,0.483763807,0.260074936,1.860093916,0.06287224,0.185583213
TKT,4325.343054,0.477531269,0.160904641,2.967790524,0.002999487,0.016882786
MRPL23,859.5073431,0.117643825,0.145862422,0.806539635,0.419931764,0.646479026
