"adhesome_gene","XIST","tissue"
"ITGA3",-0.110674956226166,"Endometrium"
"ITGA4",0.277791569315191,"Endometrium"
"ITGA5",-0.137673713408064,"Endometrium"
"ITGA6",0.152894424969964,"Endometrium"
"ITGA7",0.152343265384346,"Endometrium"
"ITGAX",0.330499574806724,"Endometrium"
"ITGAV",0.157170212209066,"Endometrium"
"ITGAL",0.254397346404543,"Endometrium"
"ITGAM",0.221400708435943,"Endometrium"
"ITGAD",0.121469203624812,"Endometrium"
"ITGAE",-0.0551203483257766,"Endometrium"
"PTPN12",0.232472922980691,"Endometrium"
"PTPN11",0.188081637815534,"Endometrium"
"PTPN14",0.0940903401844651,"Endometrium"
"SH3KBP1",-0.0196708340969767,"Endometrium"
"SORBS1",0.250623004831472,"Endometrium"
"SORBS3",-0.0200122140172528,"Endometrium"
"SORBS2",0.401211877154122,"Endometrium"
"ADAM10",0.225838083200011,"Endometrium"
"ADAM12",0.198382417395946,"Endometrium"
"NDEL1",0.0746747316966447,"Endometrium"
"ABI2",0.199399596536231,"Endometrium"
"ABI3",0.0186273233074496,"Endometrium"
"ABI1",0.21055310842394,"Endometrium"
"SRCIN1",0.0991107435028419,"Endometrium"
"RASA1",0.181430230080232,"Endometrium"
"ACTN4",-0.171284247776191,"Endometrium"
"EZR",-0.131158676527169,"Endometrium"
"SIPA1L3",0.0639175690872938,"Endometrium"
"PPFIA1",0.199980469121245,"Endometrium"
"RAPGEF1",0.0892959438859543,"Endometrium"
"RAPGEF2",0.293293031748674,"Endometrium"
"TUBA1B",-0.243229865219838,"Endometrium"
"CALR",-0.216489973740391,"Endometrium"
"PFN1",-0.406789148594457,"Endometrium"
"SSX2IP",0.129894174292137,"Endometrium"
"CYTH2",0.205660562915807,"Endometrium"
"CDH20",0.0821183527995527,"Endometrium"
"CDH24",-0.0464316294660309,"Endometrium"
"FAT1",0.272808752855535,"Endometrium"
"SOS1",0.282493822193967,"Endometrium"
"CBLL1",0.218230349706045,"Endometrium"
"KRIT1",0.292975332068991,"Endometrium"
"SCRIB",-0.1321605607801,"Endometrium"
"LYN",0.138750223610901,"Endometrium"
"VAV1",-0.036482788010764,"Endometrium"
"VAV3",0.119691355798344,"Endometrium"
"VAV2",0.108088570196229,"Endometrium"
"FERMT2",0.0239246598508424,"Endometrium"
"FERMT3",0.0823769713562692,"Endometrium"
"FERMT1",0.090887653522732,"Endometrium"
"CRKL",0.0630808784198163,"Endometrium"
"NRP1",0.327386680522308,"Endometrium"
"NRP2",0.082911489907423,"Endometrium"
"AGAP2",0.115517259670487,"Endometrium"
"ROCK1",0.175551127403365,"Endometrium"
"PLD1",0.043784273897805,"Endometrium"
"DOCK1",0.3350978097385,"Endometrium"
"ITGB1",0.180180546844969,"Endometrium"
"ITGB3",0.0603299664143577,"Endometrium"
"ITGB2",0.0904625939299879,"Endometrium"
"ITGB5",-0.0428869373723955,"Endometrium"
"ITGB4",-0.0289854197609934,"Endometrium"
"ITGB7",0.0155169133615433,"Endometrium"
"ITGB6",0.0712489862498744,"Endometrium"
"ITGB8",0.180143972916571,"Endometrium"
"ITGA10",0.474113208913875,"Endometrium"
"ITGA11",0.0643888242130834,"Endometrium"
"LRP1",0.188017969110576,"Endometrium"
"SIRPA",0.0812547373361508,"Endometrium"
"TGFB1I1",-0.059649004776831,"Endometrium"
"SHARPIN",-0.182508289121461,"Endometrium"
"CAPZA1",0.159448372701616,"Endometrium"
"LIN7A",0.165692259661643,"Endometrium"
"PVR",-0.181322370617331,"Endometrium"
"MAPK1",0.146626765054804,"Endometrium"
"MAPK8",0.311334614540868,"Endometrium"
"NEDD9",0.135711802475571,"Endometrium"
"DIAPH1",-0.00503484756945276,"Endometrium"
"PARD3",-0.103236760015859,"Endometrium"
"CDH11",0.37337115451396,"Endometrium"
"CDH10",0.0330196964477614,"Endometrium"
"CDH12",0.0101103949963498,"Endometrium"
"CDH15",-0.0900368956158216,"Endometrium"
"CDH19",-0.19687066711122,"Endometrium"
"CDH18",0.0528427716825344,"Endometrium"
"ABL1",0.193806253439021,"Endometrium"
"VEZT",0.31018400684471,"Endometrium"
"ADAM9",0.0750265328148919,"Endometrium"
"PRKD1",0.215406565592546,"Endometrium"
"LAYN",0.125995258185431,"Endometrium"
"HEG1",0.298299246470208,"Endometrium"
"FHL2",0.0493584880468768,"Endometrium"
"FLNA",-0.0838838077054287,"Endometrium"
"CTNNA1",0.0776662910044112,"Endometrium"
"CTNNA2",0.295352991257866,"Endometrium"
"CTNNA3",0.123327085589265,"Endometrium"
"SYNM",0.00275393920747159,"Endometrium"
"GAB1",0.227780506438685,"Endometrium"
"ASAP2",0.0920294756433125,"Endometrium"
"ASAP3",0.170997163798894,"Endometrium"
"ARHGAP21",0.281444237317892,"Endometrium"
"ARHGAP26",0.260268417860641,"Endometrium"
"ARHGAP24",0.18867183013098,"Endometrium"
"PKD1",0.171743928563741,"Endometrium"
"PRKACA",-0.00492650542062469,"Endometrium"
"GNA12",0.0308972047811446,"Endometrium"
"RAP1A",0.245873283407359,"Endometrium"
"INSR",0.270998086975957,"Endometrium"
"SPTBN1",0.189846353882108,"Endometrium"
"ACTN1",0.0317977571493004,"Endometrium"
"TRIP6",-0.176310756847295,"Endometrium"
"CAV1",0.137977636719603,"Endometrium"
"SVIL",0.104814980117384,"Endometrium"
"MET",0.0862194688456791,"Endometrium"
"CASS4",0.245607703339083,"Endometrium"
"CDH8",-0.0425876669359,"Endometrium"
"HSPB1",-0.0817944145106643,"Endometrium"
"AJAP1",0.0972547999906611,"Endometrium"
"PRNP",0.193942378646551,"Endometrium"
"PEAK1",0.372322363227001,"Endometrium"
"LPXN",0.260054840836827,"Endometrium"
"LIMS2",0.026824245984375,"Endometrium"
"LIMS1",0.421596650561909,"Endometrium"
"ARHGEF2",-0.0218460759412535,"Endometrium"
"CDH2",0.119149269397413,"Endometrium"
"ACTB",-0.368018985718346,"Endometrium"
"STARD13",0.39119172808103,"Endometrium"
"JUP",-0.334557557067224,"Endometrium"
"CTNND2",0.113239149410983,"Endometrium"
"CTNND1",0.241743775523168,"Endometrium"
"TESK1",-0.0752660872771713,"Endometrium"
"TRPM7",0.388924480926179,"Endometrium"
"LIMK1",-0.0620355687563183,"Endometrium"
"FER",0.253191618471233,"Endometrium"
"MAPK8IP3",0.452356897840294,"Endometrium"
"DLG1",0.171784897963503,"Endometrium"
"SPTLC1",0.186204533961763,"Endometrium"
"KCNH2",0.0626164141786135,"Endometrium"
"CIB2",-0.179131161080138,"Endometrium"
"CIB1",-0.0832864388436666,"Endometrium"
"PTPN2",0.12371065677773,"Endometrium"
"PTPN1",0.0794278310554228,"Endometrium"
"PTPN6",-0.148512146742451,"Endometrium"
"OSTF1",0.043584402395628,"Endometrium"
"DLG5",0.201935326168601,"Endometrium"
"INPP5D",0.153628946965905,"Endometrium"
"PXN",-0.013914862862488,"Endometrium"
"THY1",-0.0858501955559616,"Endometrium"
"MMP14",0.106769754862861,"Endometrium"
"HRAS",-0.26033578831543,"Endometrium"
"FLNB",0.050496424209729,"Endometrium"
"CDH22",-0.0263755898535811,"Endometrium"
"LPP",0.223314633306861,"Endometrium"
"PSEN1",0.139534028575991,"Endometrium"
"NUMB",0.477487485597457,"Endometrium"
"HAX1",-0.191315862282727,"Endometrium"
"GIT1",-0.206140618916444,"Endometrium"
"GIT2",0.265679303041846,"Endometrium"
"DEF6",-0.0784524382954679,"Endometrium"
"RHOU",0.302403498127033,"Endometrium"
"RHOA",-0.123298302991006,"Endometrium"
"CTTN",0.147410746338961,"Endometrium"
"ENG",0.0534171075701951,"Endometrium"
"TLN1",0.0875262090805753,"Endometrium"
"SDC1",-0.120850247712421,"Endometrium"
"SDC4",-0.203206070531468,"Endometrium"
"EXOC3",-0.0408176992815873,"Endometrium"
"ANK3",0.339060330215466,"Endometrium"
"SSH1",0.17052195896872,"Endometrium"
"RAVER1",0.02285715030434,"Endometrium"
"CBL",0.149562034491477,"Endometrium"
"NCK2",0.0495397999210817,"Endometrium"
"MPP7",0.149465677878816,"Endometrium"
"CORO2A",0.0593309520205424,"Endometrium"
"CSNK2A1",0.0210215651769008,"Endometrium"
"ITGB1BP1",-0.122065484737129,"Endometrium"
"RAC1",-0.105922993990439,"Endometrium"
"VCL",0.0498854326484733,"Endometrium"
"ILKAP",-0.147237359262086,"Endometrium"
"DBN1",-0.174776471325247,"Endometrium"
"ZFYVE21",0.252793587057824,"Endometrium"
"PTK2",0.205717243640864,"Endometrium"
"ITGB3BP",0.141452608641264,"Endometrium"
"FBLIM1",0.0504977870462454,"Endometrium"
"RNF5",-0.154262316580085,"Endometrium"
"ACTR3",-0.0423935486535798,"Endometrium"
"NUDT16L1",-0.179797463250188,"Endometrium"
"NISCH",0.350927182618526,"Endometrium"
"CRK",-0.0949517978084125,"Endometrium"
"CSNK1E",0.117134699896478,"Endometrium"
"SRC",0.0145157461548179,"Endometrium"
"TNS1",0.282017126846996,"Endometrium"
"TJP2",0.0322079043312194,"Endometrium"
"TJP1",0.293793785791325,"Endometrium"
"SLC3A2",-0.112879376331046,"Endometrium"
"FSCN1",0.0452948460352171,"Endometrium"
"CD151",-0.127703159162266,"Endometrium"
"IRS1",0.338872458745441,"Endometrium"
"TRPV4",-0.131056395888503,"Endometrium"
"SDCBP",0.349050391996039,"Endometrium"
"ARHGEF12",0.271195045888184,"Endometrium"
"MYOM1",0.176056867648003,"Endometrium"
"CORO1B",-0.0225717014999018,"Endometrium"
"WASF2",0.0583262919338748,"Endometrium"
"CTNNB1",0.130714290406467,"Endometrium"
"FABP3",0.045008954483621,"Endometrium"
"MACF1",0.165936556321134,"Endometrium"
"MSN",0.118510950585061,"Endometrium"
"CDC42",0.118469940121728,"Endometrium"
"TRIO",0.25099807388823,"Endometrium"
"SLC16A3",-0.133526028257274,"Endometrium"
"ARHGAP32",0.264192693913603,"Endometrium"
"ARHGAP35",-0.0175596953848575,"Endometrium"
"TES",0.137277804072052,"Endometrium"
"MARCKS",0.15604585701625,"Endometrium"
"LMO7",0.114714321082774,"Endometrium"
"NME1",-0.361345247013046,"Endometrium"
"EPB41",0.239429288550405,"Endometrium"
"TIAM1",0.133220572241315,"Endometrium"
"PDZD2",0.133183745722373,"Endometrium"
"NF2",-0.137374349111934,"Endometrium"
"LASP1",-0.0294662498670654,"Endometrium"
"TRPC4",0.222930240610702,"Endometrium"
"DYNC1H1",-0.0226618547875409,"Endometrium"
"LIMA1",0.23888931571998,"Endometrium"
"CASP3",0.127292986143173,"Endometrium"
"CASP8",0.248183979152115,"Endometrium"
"AKT1",0.113276539140412,"Endometrium"
"PKP4",0.26316011108384,"Endometrium"
"ELMO1",0.352728288980984,"Endometrium"
"SMPX",-0.0423649818089809,"Endometrium"
"ANKRD28",0.211099056227624,"Endometrium"
"PLCG1",0.281785358245265,"Endometrium"
"INPPL1",0.211994690064902,"Endometrium"
"EGFR",0.255000477493237,"Endometrium"
"ARHGEF6",0.356110951597771,"Endometrium"
"ARHGEF7",0.27142863145894,"Endometrium"
"CDH9",0.0360682689598934,"Endometrium"
"CDH1",0.172934005281973,"Endometrium"
"CDH3",0.0279774707058985,"Endometrium"
"CDH5",0.244532163395538,"Endometrium"
"CDH4",0.345233593961373,"Endometrium"
"CDH7",-0.188156199660605,"Endometrium"
"CDH6",0.0618554165420534,"Endometrium"
"RACGAP1",-0.166664067270598,"Endometrium"
"KEAP1",-0.286211678404459,"Endometrium"
"NEXN",0.105210890744181,"Endometrium"
"ENAH",0.0865373917122385,"Endometrium"
"ECT2",-0.0311278237992259,"Endometrium"
"PLEC",0.0167009508900873,"Endometrium"
"MYO7A",0.153694668652834,"Endometrium"
"CSRP1",-0.167807622139838,"Endometrium"
"BCAR1",-0.00971427710650067,"Endometrium"
"BCAR3",0.0593161105692859,"Endometrium"
"DNM2",0.0881842170262531,"Endometrium"
"CFL1",-0.365879825577256,"Endometrium"
"PLAUR",-0.131985452725915,"Endometrium"
"AKAP5",0.145740247474704,"Endometrium"
"SHC1",0.0213197126315241,"Endometrium"
"PTEN",0.277943262628867,"Endometrium"
"KTN1",0.115136978830144,"Endometrium"
"PTPRU",0.175375137706429,"Endometrium"
"PTPRT",-0.00547474610701727,"Endometrium"
"PTPRF",0.122135837305057,"Endometrium"
"PTPRA",0.0769856087696317,"Endometrium"
"PTPRO",0.277268421357989,"Endometrium"
"PTPRM",0.364767768790563,"Endometrium"
"PTPRK",0.0643020157805615,"Endometrium"
"PTPRJ",-0.0150125438014086,"Endometrium"
"PTPRH",-0.000206424586147155,"Endometrium"
"VIM",0.202700953653173,"Endometrium"
"RDX",0.150653672569515,"Endometrium"
"WASL",0.216764693107945,"Endometrium"
"PIK3CA",0.122019681465244,"Endometrium"
"ARF1",-0.0703139032729251,"Endometrium"
"ARF6",0.0219017818425998,"Endometrium"
"CLIP1",0.284919332930605,"Endometrium"
"CD47",0.0406585057050735,"Endometrium"
"PAK1",0.216447330992475,"Endometrium"
"FYN",0.119677654305285,"Endometrium"
"ARHGAP5",0.240210345368865,"Endometrium"
"GRB2",-0.163287927004478,"Endometrium"
"GRB7",-0.135046811511715,"Endometrium"
"ACP1",0.0648382388598922,"Endometrium"
"PRKCA",0.1221465903396,"Endometrium"
"PRKCD",0.216326962592908,"Endometrium"
