lncRNA,gene,corr,p_value,mean_bicor
Malat1,Cdh15,-0.214093478,0.00518929,0.050059217
Airn,Cdh15,0.191016817,0.012855792,0.262778973
Hotair,Cdh15,0.174844224,0.022987138,0.054523211
H19,Cdh15,0.185937276,0.015503863,0.124316343
Neat1,Cdh15,-0.331259876,1.09E-05,-0.130568054
Hottip,Cdh15,-0.06496356,0.401387781,-0.018087346
Gas5,Cdh15,0.506107423,2.23E-12,0.275243132
Meg3,Cdh15,0.063371125,0.413052589,0.178532165
Pvt1,Cdh15,0.298535975,8.07E-05,0.130783522
Kcnq1ot1,Cdh15,0.127676709,0.098075518,0.336887388
Xist,Cd151,0.172941808,0.024542553,0.324577899
Malat1,Cd151,-0.026552192,0.731841391,0.050059217
Airn,Cd151,0.595038585,1.45E-17,0.262778973
Hotair,Cd151,0.156924947,0.041597451,0.054523211
H19,Cd151,0.282801429,0.000194948,0.124316343
Neat1,Cd151,-0.116332282,0.132012151,-0.130568054
Hottip,Cd151,0.11016803,0.15389745,-0.018087346
Gas5,Cd151,0.287772917,0.000148327,0.275243132
Meg3,Cd151,-0.144388909,0.061075072,0.178532165
Pvt1,Cd151,-0.301000903,6.99E-05,0.130783522
Kcnq1ot1,Cd151,0.118504422,0.124897783,0.336887388
Xist,Actb,0.298515869,8.07E-05,0.324577899
Malat1,Actb,-0.385811617,2.22E-07,0.050059217
Airn,Actb,0.370466311,7.13E-07,0.262778973
Hotair,Actb,0.076050993,0.325730793,0.054523211
H19,Actb,0.523128334,2.95E-13,0.124316343
Neat1,Actb,-0.515632876,7.29E-13,-0.130568054
Hottip,Actb,0.016181368,0.834596382,-0.018087346
Gas5,Actb,0.790595536,2.08E-37,0.275243132
Meg3,Actb,0.197473741,0.010067597,0.178532165
Pvt1,Actb,0.032912652,0.670979491,0.130783522
Kcnq1ot1,Actb,0.346897935,3.83E-06,0.336887388
Xist,Kcnh2,0.18271444,0.017420503,0.324577899
Malat1,Kcnh2,0.359138593,1.63E-06,0.050059217
Airn,Kcnh2,0.179613715,0.01945559,0.262778973
Hotair,Kcnh2,0.082825991,0.284355045,0.054523211
H19,Kcnh2,-0.04609296,0.551791519,0.124316343
Neat1,Kcnh2,0.071406514,0.356229494,-0.130568054
Hottip,Kcnh2,-0.07827941,0.311713567,-0.018087346
Gas5,Kcnh2,-0.032133387,0.678331621,0.275243132
Meg3,Kcnh2,0.293513025,0.000107501,0.178532165
Pvt1,Kcnh2,0.166529476,0.030468236,0.130783522
Kcnq1ot1,Kcnh2,0.415405404,1.95E-08,0.336887388
Xist,Smpx,0.035717463,0.644778477,0.324577899
Malat1,Smpx,-0.151880796,0.048695552,0.050059217
Airn,Smpx,0.632885976,2.68E-20,0.262778973
Hotair,Smpx,0.222908647,0.003579187,0.054523211
H19,Smpx,0.447171192,1.10E-09,0.124316343
Neat1,Smpx,-0.197735947,0.009966627,-0.130568054
Hottip,Smpx,0.07478515,0.333871332,-0.018087346
Gas5,Smpx,0.527187414,1.79E-13,0.275243132
Meg3,Smpx,-0.001038053,0.98931302,0.178532165
Pvt1,Smpx,-0.125611382,0.103677535,0.130783522
Kcnq1ot1,Smpx,0.147665075,0.055375865,0.336887388
Xist,Capn1,0.140028702,0.069398014,0.324577899
Malat1,Capn1,0.357516172,1.83E-06,0.050059217
Airn,Capn1,0.353189263,2.48E-06,0.262778973
Hotair,Capn1,0.185735467,0.015618242,0.054523211
H19,Capn1,-0.05765518,0.456529126,0.124316343
Neat1,Capn1,0.393828656,1.17E-07,-0.130568054
Hottip,Capn1,0.145684277,0.058766608,-0.018087346
Gas5,Capn1,-0.049118346,0.5259618,0.275243132
Meg3,Capn1,0.086569543,0.263074428,0.178532165
Pvt1,Capn1,0.083298114,0.281609365,0.130783522
Kcnq1ot1,Capn1,0.194211227,0.011401513,0.336887388
Xist,Capn2,0.533259081,8.38E-14,0.324577899
Malat1,Capn2,0.192424005,0.012196236,0.050059217
Airn,Capn2,0.458659154,3.58E-10,0.262778973
Hotair,Capn2,0.210918018,0.005912043,0.054523211
H19,Capn2,0.182234749,0.017722701,0.124316343
Neat1,Capn2,-0.086738016,0.262143055,-0.130568054
Hottip,Capn2,-0.015358712,0.842893991,-0.018087346
Gas5,Capn2,0.348288651,3.48E-06,0.275243132
Meg3,Capn2,0.142323844,0.064908719,0.178532165
Pvt1,Capn2,0.197883324,0.009910268,0.130783522
Kcnq1ot1,Capn2,0.486493165,2.00E-11,0.336887388
Xist,Ptpro,0.111389309,0.149357474,0.324577899
Malat1,Ptpro,0.314146448,3.19E-05,0.050059217
Airn,Ptpro,-0.021891857,0.77754802,0.262778973
Hotair,Ptpro,0.198254556,0.00976955,0.054523211
H19,Ptpro,-0.261918195,0.000581892,0.124316343
Neat1,Ptpro,0.002132731,0.978045179,-0.130568054
Hottip,Ptpro,0.07343789,0.342677022,-0.018087346
Gas5,Ptpro,-0.164754878,0.032308942,0.275243132
Meg3,Ptpro,0.24054178,0.001631475,0.178532165
Pvt1,Ptpro,0.331583747,1.06E-05,0.130783522
Kcnq1ot1,Ptpro,0.239919352,0.001679003,0.336887388
Xist,Itgb7,-0.04638183,0.549298831,0.324577899
Malat1,Itgb7,0.136828854,0.076075335,0.050059217
Airn,Itgb7,-0.021083013,0.785564144,0.262778973
Hotair,Itgb7,-0.009053417,0.90700007,0.054523211
H19,Itgb7,-0.183962774,0.01665497,0.124316343
Neat1,Itgb7,0.38526242,2.31E-07,-0.130568054
Hottip,Itgb7,-0.008595196,0.911687477,-0.018087346
Gas5,Itgb7,-0.100035693,0.195644402,0.275243132
Meg3,Itgb7,-0.05693208,0.462205102,0.178532165
Pvt1,Itgb7,-0.019767985,0.79864473,0.130783522
Kcnq1ot1,Itgb7,-0.1268519,0.100283297,0.336887388
Xist,Rac1,0.261481901,0.00059479,0.324577899
Malat1,Rac1,-0.245776882,0.001277718,0.050059217
Airn,Rac1,0.308052026,4.61E-05,0.262778973
Hotair,Rac1,0.149850989,0.051823223,0.054523211
H19,Rac1,0.347028527,3.79E-06,0.124316343
Neat1,Rac1,-0.494251551,8.54E-12,-0.130568054
Hottip,Rac1,0.065394577,0.398264554,-0.018087346
Gas5,Rac1,0.603969487,3.54E-18,0.275243132
Meg3,Rac1,0.189118567,0.013794954,0.178532165
Pvt1,Rac1,0.169484173,0.027601513,0.130783522
Kcnq1ot1,Rac1,0.321182068,2.07E-05,0.336887388
Xist,Nudt16l1,0.242116597,0.001516652,0.324577899
Malat1,Nudt16l1,-0.098505162,0.202605205,0.050059217
Airn,Nudt16l1,0.337390762,7.27E-06,0.262778973
Hotair,Nudt16l1,0.104122284,0.177913079,0.054523211
H19,Nudt16l1,0.351472235,2.79E-06,0.124316343
Neat1,Nudt16l1,-0.301987629,6.60E-05,-0.130568054
Hottip,Nudt16l1,-0.116106619,0.132768751,-0.018087346
Gas5,Nudt16l1,0.610492927,1.23E-18,0.275243132
Meg3,Nudt16l1,0.278234503,0.000249475,0.178532165
Pvt1,Nudt16l1,0.169225773,0.027842666,0.130783522
Kcnq1ot1,Nudt16l1,0.287080588,0.000154128,0.336887388
Xist,Coro1b,0.481429112,3.45E-11,0.324577899
Malat1,Coro1b,-0.009305613,0.904421569,0.050059217
Airn,Coro1b,0.528432114,1.53E-13,0.262778973
Hotair,Coro1b,0.077916286,0.313970407,0.054523211
H19,Coro1b,0.2954681,9.62E-05,0.124316343
Neat1,Coro1b,-0.220091682,0.004036442,-0.130568054
Hottip,Coro1b,0.085289338,0.270225784,-0.018087346
Gas5,Coro1b,0.589201635,3.56E-17,0.275243132
Meg3,Coro1b,0.250958416,0.000998049,0.178532165
Pvt1,Coro1b,0.015889547,0.837537756,0.130783522
Kcnq1ot1,Coro1b,0.378758891,3.82E-07,0.336887388
Xist,Rnf5,0.335522877,8.22E-06,0.324577899
Malat1,Rnf5,0.218640289,0.004291982,0.050059217
Airn,Rnf5,-0.111568521,0.148699886,0.262778973
Hotair,Rnf5,0.041915046,0.588445962,0.054523211
H19,Rnf5,-0.042646856,0.581945612,0.124316343
Neat1,Rnf5,-0.197413698,0.010090845,-0.130568054
Hottip,Rnf5,0.123979321,0.108280158,-0.018087346
Gas5,Rnf5,0.232737979,0.002326293,0.275243132
Meg3,Rnf5,0.448792162,9.38E-10,0.178532165
Pvt1,Rnf5,0.238964792,0.001754348,0.130783522
Kcnq1ot1,Rnf5,0.332166314,1.02E-05,0.336887388
Xist,Src,0.358788573,1.67E-06,0.324577899
Malat1,Src,0.278928787,0.00024036,0.050059217
Airn,Src,-0.113755552,0.140850487,0.262778973
Hotair,Src,0.003952348,0.959326012,0.054523211
H19,Src,-0.113791493,0.140724182,0.124316343
Neat1,Src,-0.161241415,0.036232799,-0.130568054
Hottip,Src,0.061576654,0.426432907,-0.018087346
Gas5,Src,0.115791149,0.133832025,0.275243132
Meg3,Src,0.51207797,1.11E-12,0.178532165
Pvt1,Src,0.4045035,4.91E-08,0.130783522
Kcnq1ot1,Src,0.515815346,7.13E-13,0.336887388
Xist,Abi3,-0.03130454,0.68618498,0.324577899
Malat1,Abi3,-0.061798577,0.424764705,0.050059217
Airn,Abi3,0.331594279,1.06E-05,0.262778973
Hotair,Abi3,0.049845052,0.519849956,0.054523211
H19,Abi3,0.236419152,0.001970584,0.124316343
Neat1,Abi3,-0.017060925,0.825745012,-0.130568054
Hottip,Abi3,-0.015703029,0.839418926,-0.018087346
Gas5,Abi3,0.394868509,1.08E-07,0.275243132
Meg3,Abi3,-0.142268734,0.065013662,0.178532165
Pvt1,Abi3,-0.125743805,0.103310947,0.130783522
Kcnq1ot1,Abi3,0.013204653,0.864700367,0.336887388
Xist,Actn4,0.288768495,0.000140341,0.324577899
Malat1,Actn4,-0.291194442,0.00012253,0.050059217
Airn,Actn4,0.580400021,1.33E-16,0.262778973
Hotair,Actn4,0.050535712,0.514075102,0.054523211
H19,Actn4,0.4857648,2.16E-11,0.124316343
Neat1,Actn4,-0.330980796,1.11E-05,-0.130568054
Hottip,Actn4,0.170448452,0.026717292,-0.018087346
Gas5,Actn4,0.677288394,4.98E-24,0.275243132
Meg3,Actn4,-0.02905542,0.707663209,0.178532165
Pvt1,Actn4,-0.119239742,0.122557723,0.130783522
Kcnq1ot1,Actn4,0.239541297,0.001708484,0.336887388
Xist,Csk,0.398480635,8.06E-08,0.324577899
Malat1,Csk,-0.30067001,7.13E-05,0.050059217
Airn,Csk,0.284520489,0.000177469,0.262778973
Hotair,Csk,0.094771516,0.220331706,0.054523211
H19,Csk,0.449265619,8.96E-10,0.124316343
Neat1,Csk,-0.541006948,3.11E-14,-0.130568054
Hottip,Csk,-0.00660676,0.932061547,-0.018087346
Gas5,Csk,0.742504264,7.15E-31,0.275243132
Meg3,Csk,0.160617855,0.036969656,0.178532165
Pvt1,Csk,-0.033868951,0.661999628,0.130783522
Kcnq1ot1,Csk,0.276342918,0.000275964,0.336887388
Xist,Dnm2,0.634122397,2.15E-20,0.324577899
Malat1,Dnm2,0.133949104,0.082520045,0.050059217
Airn,Dnm2,0.311708222,3.70E-05,0.262778973
Hotair,Dnm2,-0.003655087,0.962382814,0.054523211
H19,Dnm2,0.195146805,0.011003943,0.124316343
Neat1,Dnm2,-0.194842399,0.011131938,-0.130568054
Hottip,Dnm2,0.150739855,0.050433679,-0.018087346
Gas5,Dnm2,0.447796664,1.03E-09,0.275243132
Meg3,Dnm2,0.273468317,0.000321258,0.178532165
Pvt1,Dnm2,-0.046847779,0.545289736,0.130783522
Kcnq1ot1,Dnm2,0.375776643,4.79E-07,0.336887388
Xist,Pvr,0.196667276,0.010383831,0.324577899
Malat1,Pvr,-0.023228865,0.764349149,0.050059217
Airn,Pvr,0.49885865,5.10E-12,0.262778973
Hotair,Pvr,-0.011973202,0.877213969,0.054523211
H19,Pvr,0.233033621,0.002295708,0.124316343
Neat1,Pvr,-0.165668398,0.03134993,-0.130568054
Hottip,Pvr,0.103373006,0.18107209,-0.018087346
Gas5,Pvr,0.389385149,1.67E-07,0.275243132
Meg3,Pvr,-0.084609222,0.274078226,0.178532165
Pvt1,Pvr,-0.058549154,0.44956587,0.130783522
Kcnq1ot1,Pvr,0.169956584,0.027165247,0.336887388
Xist,Plaur,0.146391896,0.057536199,0.324577899
Malat1,Plaur,-0.174616774,0.023168519,0.050059217
Airn,Plaur,0.473205986,8.19E-11,0.262778973
Hotair,Plaur,0.077953905,0.313736109,0.054523211
H19,Plaur,0.336397865,7.76E-06,0.124316343
Neat1,Plaur,-0.002746726,0.971726897,-0.130568054
Hottip,Plaur,0.145480829,0.059124346,-0.018087346
Gas5,Plaur,0.409152638,3.33E-08,0.275243132
Meg3,Plaur,-0.13997233,0.069511381,0.178532165
Pvt1,Plaur,-0.245133749,0.001317032,0.130783522
Kcnq1ot1,Plaur,0.012316159,0.873725762,0.336887388
Xist,Hras,-0.052853723,0.494937907,0.324577899
Malat1,Hras,0.152761199,0.047388658,0.050059217
Airn,Hras,-0.219542431,0.004131491,0.262778973
Hotair,Hras,0.084603465,0.274110994,0.054523211
H19,Hras,-0.077650685,0.315627865,0.124316343
Neat1,Hras,-0.175250831,0.022665931,-0.130568054
Hottip,Hras,-0.028897261,0.709182516,-0.018087346
Gas5,Hras,0.188894119,0.013909875,0.275243132
Meg3,Hras,0.247810834,0.001160345,0.178532165
Pvt1,Hras,0.470925332,1.04E-10,0.130783522
Kcnq1ot1,Hras,0.183137243,0.017157866,0.336887388
Xist,Sharpin,0.56584387,1.09E-15,0.324577899
Malat1,Sharpin,0.470259612,1.11E-10,0.050059217
Airn,Sharpin,0.183782775,0.016763515,0.262778973
Hotair,Sharpin,0.0787254,0.308956241,0.054523211
H19,Sharpin,-0.160452782,0.037166825,0.124316343
Neat1,Sharpin,0.132514363,0.085890795,-0.130568054
Hottip,Sharpin,0.015294635,0.843541031,-0.018087346
Gas5,Sharpin,0.184664702,0.016237509,0.275243132
Meg3,Sharpin,0.459576851,3.27E-10,0.178532165
Pvt1,Sharpin,0.374713196,5.19E-07,0.130783522
Kcnq1ot1,Sharpin,0.586131186,5.67E-17,0.336887388
Xist,Arpc2,0.275715599,0.00028531,0.324577899
Malat1,Arpc2,-0.110875133,0.151256367,0.050059217
Airn,Arpc2,0.089981197,0.244652796,0.262778973
Hotair,Arpc2,-0.006802176,0.930057093,0.054523211
H19,Arpc2,0.219125711,0.004204942,0.124316343
Neat1,Arpc2,-0.366452325,9.58E-07,-0.130568054
Hottip,Arpc2,0.087259798,0.259272798,-0.018087346
Gas5,Arpc2,0.370512299,7.10E-07,0.275243132
Meg3,Arpc2,0.247221374,0.001193302,0.178532165
Pvt1,Arpc2,0.182710949,0.017422686,0.130783522
Kcnq1ot1,Arpc2,0.263241672,0.000544328,0.336887388
Xist,Vasp,0.273135051,0.000326933,0.324577899
Malat1,Vasp,-0.326682088,1.46E-05,0.050059217
Airn,Vasp,0.544828758,1.89E-14,0.262778973
Hotair,Vasp,0.0588885,0.446938379,0.054523211
H19,Vasp,0.488385843,1.63E-11,0.124316343
Neat1,Vasp,-0.306356318,5.10E-05,-0.130568054
Hottip,Vasp,0.171371553,0.025893656,-0.018087346
Gas5,Vasp,0.692637393,1.78E-25,0.275243132
Meg3,Vasp,-0.04073399,0.599006277,0.178532165
Pvt1,Vasp,-0.185781908,0.015591856,0.130783522
Kcnq1ot1,Vasp,0.187657165,0.014558362,0.336887388
Xist,Ostf1,0.326005514,1.52E-05,0.324577899
Malat1,Ostf1,0.046789713,0.545788556,0.050059217
Airn,Ostf1,0.300831239,7.06E-05,0.262778973
Hotair,Ostf1,0.146229008,0.057817533,0.054523211
H19,Ostf1,-0.027465852,0.722984449,0.124316343
Neat1,Ostf1,0.292488176,0.000113918,-0.130568054
Hottip,Ostf1,0.050364483,0.515503719,-0.018087346
Gas5,Ostf1,-0.045615886,0.55592027,0.275243132
Meg3,Ostf1,-0.032699072,0.672991487,0.178532165
Pvt1,Ostf1,-0.086196449,0.265145075,0.130783522
Kcnq1ot1,Ostf1,0.142952077,0.063722171,0.336887388
Xist,Keap1,0.035719532,0.644759308,0.324577899
Malat1,Keap1,0.357746959,1.80E-06,0.050059217
Airn,Keap1,-0.110166364,0.153903713,0.262778973
Hotair,Keap1,0.119597898,0.121430299,0.054523211
H19,Keap1,-0.224195854,0.003386233,0.124316343
Neat1,Keap1,0.109089362,0.157993058,-0.130568054
Hottip,Keap1,-0.032030482,0.679304794,-0.018087346
Gas5,Keap1,0.017045463,0.825900434,0.275243132
Meg3,Keap1,0.497672229,5.82E-12,0.178532165
Pvt1,Keap1,0.44534884,1.30E-09,0.130783522
Kcnq1ot1,Keap1,0.308516279,4.49E-05,0.336887388
Xist,Hspb1,-0.013873639,0.857916218,0.324577899
Malat1,Hspb1,0.000595999,0.993863943,0.050059217
Airn,Hspb1,0.457305093,4.10E-10,0.262778973
Hotair,Hspb1,0.283614415,0.000186491,0.054523211
H19,Hspb1,0.260350217,0.000629485,0.124316343
Neat1,Hspb1,0.017977448,0.816544961,-0.130568054
Hottip,Hspb1,0.011951914,0.877430563,-0.018087346
Gas5,Hspb1,0.219684394,0.004106733,0.275243132
Meg3,Hspb1,-0.001226411,0.987373987,0.178532165
Pvt1,Hspb1,-0.206528121,0.007059014,0.130783522
Kcnq1ot1,Hspb1,0.106925553,0.166454655,0.336887388
Xist,Arf1,0.095698052,0.215833185,0.324577899
Malat1,Arf1,-0.415687579,1.91E-08,0.050059217
Airn,Arf1,0.264270129,0.000516698,0.262778973
Hotair,Arf1,0.070477628,0.362536655,0.054523211
H19,Arf1,0.322108288,1.95E-05,0.124316343
Neat1,Arf1,-0.518060777,5.45E-13,-0.130568054
Hottip,Arf1,0.067503372,0.383194126,-0.018087346
Gas5,Arf1,0.470649223,1.07E-10,0.275243132
Meg3,Arf1,0.022490245,0.771632653,0.178532165
Pvt1,Arf1,0.239145952,0.001739816,0.130783522
Kcnq1ot1,Arf1,0.186358417,0.015267523,0.336887388
Xist,Bcar1,0.264927512,0.000499722,0.324577899
Malat1,Bcar1,0.029074205,0.707482839,0.050059217
Airn,Bcar1,0.362087845,1.32E-06,0.262778973
Hotair,Bcar1,0.0615688,0.426492013,0.054523211
H19,Bcar1,0.269106369,0.000403305,0.124316343
Neat1,Bcar1,-0.269959975,0.000385863,-0.130568054
Hottip,Bcar1,-0.032552708,0.674371629,-0.018087346
Gas5,Bcar1,0.500040424,4.46E-12,0.275243132
Meg3,Bcar1,0.29297259,0.000110842,0.178532165
Pvt1,Bcar1,-0.028093341,0.716922768,0.130783522
Kcnq1ot1,Bcar1,0.341201214,5.63E-06,0.336887388
Xist,Slc16a3,0.458157624,3.77E-10,0.324577899
Malat1,Slc16a3,-0.277067781,0.000265518,0.050059217
Airn,Slc16a3,0.471177494,1.01E-10,0.262778973
Hotair,Slc16a3,0.04727989,0.541584693,0.054523211
H19,Slc16a3,0.463229915,2.27E-10,0.124316343
Neat1,Slc16a3,-0.095030503,0.219067612,-0.130568054
Hottip,Slc16a3,0.010799629,0.889167846,-0.018087346
Gas5,Slc16a3,0.489566196,1.43E-11,0.275243132
Meg3,Slc16a3,0.232366183,0.00236528,0.178532165
Pvt1,Slc16a3,-0.082630278,0.285498475,0.130783522
Kcnq1ot1,Slc16a3,0.257653471,0.000719813,0.336887388
Xist,Sdc1,-0.024920335,0.747748222,0.324577899
Malat1,Sdc1,-0.519527408,4.57E-13,0.050059217
Airn,Sdc1,0.334168198,8.98E-06,0.262778973
Hotair,Sdc1,0.015467738,0.841793302,0.054523211
H19,Sdc1,0.395105258,1.06E-07,0.124316343
Neat1,Sdc1,-0.262039004,0.000578366,-0.130568054
Hottip,Sdc1,0.118275268,0.125634048,-0.018087346
Gas5,Sdc1,0.590150885,3.08E-17,0.275243132
Meg3,Sdc1,-0.171263016,0.025989355,0.178532165
Pvt1,Sdc1,-0.183938462,0.016669595,0.130783522
Kcnq1ot1,Sdc1,-0.060336366,0.435825595,0.336887388
Xist,Cib1,0.103312186,0.181330309,0.324577899
Malat1,Cib1,-0.400341648,6.93E-08,0.050059217
Airn,Cib1,0.348128813,3.52E-06,0.262778973
Hotair,Cib1,0.104937534,0.174522322,0.054523211
H19,Cib1,0.340278017,5.99E-06,0.124316343
Neat1,Cib1,-0.027356185,0.724045637,-0.130568054
Hottip,Cib1,0.005913092,0.939180145,-0.018087346
Gas5,Cib1,0.475994968,6.12E-11,0.275243132
Meg3,Cib1,-0.105708979,0.171358006,0.178532165
Pvt1,Cib1,-0.141613499,0.066272051,0.130783522
Kcnq1ot1,Cib1,-0.107444638,0.164394622,0.336887388
Xist,Cfl1,0.411076095,2.83E-08,0.324577899
Malat1,Cfl1,-0.283837247,0.000184234,0.050059217
Airn,Cfl1,0.262603452,0.000562154,0.262778973
Hotair,Cfl1,0.084510201,0.274642209,0.054523211
H19,Cfl1,0.417565739,1.62E-08,0.124316343
Neat1,Cfl1,-0.557462842,3.48E-15,-0.130568054
Hottip,Cfl1,-0.060248709,0.436493866,-0.018087346
Gas5,Cfl1,0.729967614,2.11E-29,0.275243132
Meg3,Cfl1,0.238509708,0.001791342,0.178532165
Pvt1,Cfl1,0.150528309,0.050761546,0.130783522
Kcnq1ot1,Cfl1,0.414475597,2.12E-08,0.336887388
Xist,Pfn1,0.199081862,0.009462284,0.324577899
Malat1,Pfn1,-0.408177273,3.61E-08,0.050059217
Airn,Pfn1,0.504574566,2.66E-12,0.262778973
Hotair,Pfn1,0.072085775,0.35166096,0.054523211
H19,Pfn1,0.522977224,3.00E-13,0.124316343
Neat1,Pfn1,-0.389680026,1.63E-07,-0.130568054
Hottip,Pfn1,0.070894013,0.359700866,-0.018087346
Gas5,Pfn1,0.797939926,1.47E-38,0.275243132
Meg3,Pfn1,0.032566646,0.674240156,0.178532165
Pvt1,Pfn1,-0.090074512,0.244161863,0.130783522
Kcnq1ot1,Pfn1,0.237879856,0.001843716,0.336887388
