gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
FGB,3.492820253,-0.406351283,0.927481395,-0.438123379,0.661296847,0.826202137
LINC01841,10.75615842,-1.239328741,0.558318065,-2.219753969,0.026435473,0.097796449
LINC01842,31.70112168,0.055481702,0.443253733,0.125169171,0.900389623,0.955261635
NUDT17,165.1033977,0.243157801,0.196853261,1.235223639,0.216747284,0.434863553
LINC01116,90.61570459,2.699497371,0.389562632,6.929559331,4.22E-12,1.33E-10
GPRIN1,485.5543953,0.18389146,0.138351622,1.329160131,0.183795145,0.388872578
CCDC102A,428.3602439,-0.477003495,0.139448282,-3.42064806,0.000624721,0.004457514
TECR,820.055039,0.703508496,0.141842755,4.959777443,7.06E-07,1.01E-05
NEU4,14.26989757,-0.416487551,0.661105682,-0.629986343,0.52870352,0.73471064
SNORA104,547.2795236,0.245290473,0.3410402,0.71924211,0.471991758,0.690366016
PIGC,901.535954,-0.412606033,0.136700952,-3.018311328,0.002541876,0.014752885
PRXL2C,450.3859234,0.263956358,0.199188535,1.325158392,0.185118622,0.390721877
CLCNKA,2.944289439,2.702473565,1.661768976,1.626263099,0.103893698,0.265693777
CHRNA5,258.6912555,-0.180998831,0.348821108,-0.518887267,0.603839357,0.789958794
TMOD2,487.5320691,0.888799791,0.102504092,8.670871288,4.29E-18,2.43E-16
ACADS,279.2543571,0.078572925,0.328098775,0.239479481,0.810733805,0.910318877
SEC31A,2406.436645,0.847043903,0.114329192,7.408815585,1.27E-13,4.72E-12
CCDC30,69.16400204,0.045016018,0.291224572,0.154574931,0.877156434,0.94379696
ENO1,68471.66156,0.633337358,0.07269304,8.712489662,2.97E-18,1.73E-16
SMYD5,637.8227302,0.222548288,0.120893294,1.840865451,0.065641279,0.191938863
BCL10,703.1362826,-0.431166863,0.129725037,-3.323698126,0.000888323,0.006028479
DECR1,756.9306721,-0.438326098,0.137584201,-3.185875228,0.001443168,0.009117213
EXTL3,752.6845846,0.458461444,0.101225,4.52913255,5.92E-06,7.05E-05
SRPRA,721.1210048,0.050908491,0.155900914,0.326543893,0.744012886,0.877327588
GUCD1,1615.223733,0.255214187,0.092747793,2.751700925,0.005928664,0.02970266
PKD1L2,7.502088105,2.542566338,0.691358239,3.677639456,0.000235402,0.001905133
RGCC,9.960130796,0.104263702,0.768926073,0.135596523,0.892140254,0.951224678
MCTS1,738.9123683,0.166269211,0.153078048,1.086172794,0.277402551,0.504521205
BISPR,99.44679867,-3.677409595,0.276965564,-13.27749754,3.13E-40,8.47E-38
CHRD,5.186718739,-1.249808332,0.928644832,-1.345841047,0.178353785,0.381217367
PPP1R2,1053.76169,0.073727426,0.130007216,0.567102568,0.570644498,0.76510452
PTPN11,6195.627445,0.221788346,0.127575435,1.73848787,0.082124886,0.225914216
NOTCH2NLB,1160.91532,0.551051491,0.184612014,2.984916747,0.002836555,0.016117722
PRKCI,1860.323232,0.093914651,0.166489399,0.564087871,0.572694332,0.766411921
ZNF221,92.19298818,-0.009569564,0.344204535,-0.027801969,0.977820096,0.993396417
SNORA68,206.1579984,0.290764052,0.297305366,0.977997997,0.328075315,0.557984766
RCOR1,2234.239011,0.187613881,0.26663804,0.70362759,0.481664725,0.698782332
WWTR1,1805.620001,0.574114426,0.222976919,2.574770646,0.010030658,0.045706594
LOC102725254,6.329287889,-0.128396289,0.831395312,-0.154434704,0.877266992,0.943834832
SETD1A,479.8710762,0.177701333,0.212289415,0.837071098,0.402552605,0.629228364
RPL39L,381.1840056,0.184930878,0.141822349,1.303961462,0.192246722,0.400038091
EPN2,449.3534299,0.087477487,0.204107155,0.428586089,0.668224471,0.830029464
KDELR1,1659.163511,0.084352947,0.068793397,1.226177967,0.220131711,0.438884653
WFS1,421.7830824,0.306179978,0.169294179,1.80856767,0.070518195,0.202366148
AGA,131.8522834,0.256098536,0.351674114,0.728226862,0.466474725,0.685640639
REX1BD,687.6443892,-0.036118744,0.261750675,-0.137989117,0.890249019,0.950005381
HOMER3,506.6448117,0.354182101,0.14547564,2.434648853,0.014906247,0.063053634
FAM200B,537.2626515,-0.027518209,0.111401822,-0.247017583,0.804894617,0.908269523
HOMER3-AS1,8.940049266,0.231236768,0.469397724,0.49262439,0.622278011,0.801402478
DHFR2,116.677242,-0.302378753,0.264504732,-1.143188443,0.252960359,0.476659733
SHISA7,7.645983982,2.250995217,1.459551553,1.542251257,0.123012549,0.29894384
SHB,97.71781504,0.98093549,0.467747629,2.097146901,0.035980573,0.12386976
PMPCA,1664.596561,0.227808121,0.11557669,1.971055938,0.048717478,0.155260525
FAM122C,64.49845527,-0.592374868,0.212462475,-2.788138792,0.005301183,0.027109887
NAF1,181.7531704,0.156459358,0.22899714,0.683237169,0.494456989,0.708057265
ZNF101,445.8303456,-0.453068437,0.152104049,-2.978674403,0.002894982,0.016375102
LINC00663,27.58276643,-0.73917101,0.53884517,-1.371768833,0.170135412,0.369775887
XKR5,46.70819232,0.493747065,0.313966714,1.572609589,0.115809246,0.286025288
ZNF626,182.3367832,3.027925811,0.45818932,6.608460033,3.88E-11,1.07E-09
PDZD7,69.21498648,1.731338243,0.438857075,3.945107287,7.98E-05,0.0007336
ZNF714,572.1175249,-0.233540415,0.097777006,-2.388500383,0.016917291,0.06970312
SUCLG1,1460.676845,0.190849367,0.097839629,1.950634618,0.051100526,0.16062388
SCYL3,403.0418412,0.018685417,0.157714796,0.118475994,0.905690515,0.958065701
ZNF70,587.0153171,0.5013437,0.202657949,2.473841777,0.013366888,0.057844972
GYG1,1141.106028,0.098376142,0.102979506,0.955298253,0.339426891,0.570039498
SAMD14,23.24610971,0.146237425,1.024228663,0.142778102,0.886465432,0.948098375
TUBA1C,11967.28044,0.224636656,0.163257383,1.375966291,0.16883207,0.367751461
LYPLA2,1208.285445,0.267696883,0.096142314,2.784381536,0.005362991,0.027400065
PPP1R14C,35.59807031,-3.61549892,0.591629705,-6.111084166,9.90E-10,2.25E-08
IPO5P1,443.4550492,-0.142380277,0.158646079,-0.897471138,0.369467568,0.597559139
LINC01224,91.76743114,0.164399948,0.202405484,0.812230699,0.416659267,0.641611845
LOC101927151,292.750564,-0.232930427,0.13082684,-1.780448316,0.075002621,0.211921534
CRYBG3,3457.054498,0.093969408,0.194370659,0.483454696,0.62877292,0.805808914
SNX5,1720.35477,-0.228139051,0.102218629,-2.231873513,0.025623324,0.095692079
LOC400684,46.90011284,0.622020518,0.252045378,2.467890987,0.01359117,0.058615914
TSC22D1,6068.814131,0.275830122,0.108132143,2.550861514,0.010745701,0.048589515
ALKBH1,324.1155513,-0.176828231,0.156297255,-1.131358524,0.257904221,0.482890719
PCNX1,1885.793746,0.100552093,0.116694669,0.86166826,0.388870096,0.616456965
MTMR3,1048.775518,-0.466837938,0.128928612,-3.620902529,0.000293577,0.00232804
SNORA68B,3.167755809,0.759271005,0.828370374,0.916583969,0.359360688,0.588122446
FAM131A,416.0433537,0.032948237,0.191234404,0.172292413,0.863207649,0.935840374
SLC29A4,114.2081752,-0.831849713,0.233651896,-3.560209562,0.000370559,0.002848252
SNRPD2,3433.435645,-0.140586455,0.131119969,-1.072197138,0.283631495,0.511075056
NSFL1C,1126.85365,0.081241788,0.079245361,1.025192982,0.305272139,0.534651488
GPATCH1,257.7509691,-0.079833677,0.169513692,-0.470957099,0.637671371,0.810890796
CLDN23,126.1528057,-0.505418597,0.34468128,-1.466336081,0.142556751,0.329612599
DNAJC21,869.8834409,0.198240928,0.128691171,1.54043923,0.123453325,0.299486272
SPATA24,45.01393489,0.303256867,0.364484735,0.832015275,0.405400323,0.631362972
IHH,6.757530572,-0.572378376,1.006662511,-0.568590137,0.569634319,0.764601641
IGHMBP2,275.5520858,0.066680951,0.165779259,0.402227346,0.687516719,0.842213079
SCGB1B2P,33.82343173,-0.194167412,0.33014573,-0.588126377,0.55644747,0.754073288
RAB6A,2723.440227,0.298280128,0.224619632,1.327934366,0.18419979,0.389341331
NRXN2,6.303859302,-0.765360632,1.010071679,-0.757729028,0.448613218,0.669454615
ZNF30-AS1,8.849480375,-0.146452656,0.724281848,-0.202203957,0.83975728,0.925110761
ZSCAN9,302.7903015,-0.419893676,0.185039708,-2.269208484,0.023255651,0.088982357
GALNT4,26.75497282,-0.793216821,0.41285371,-1.921302393,0.054693596,0.168646533
IL15,31.34373804,0.054343599,0.3728311,0.145759296,0.88411141,0.947008947
CNGA4,3.670523256,1.031926506,0.983886857,1.048826395,0.294258027,0.523146495
MTF2,1024.829688,-0.410766877,0.09409355,-4.365515756,1.27E-05,0.000139844
APLF,168.1932193,-1.02613264,0.153060099,-6.704115868,2.03E-11,5.86E-10
OSBPL3,570.0410313,-0.329122071,0.157130562,-2.094577067,0.036208606,0.124421416
GLRX3,1710.252318,-0.051622809,0.146421612,-0.352562766,0.724416255,0.864803345
TIMM21,420.2239988,0.051022142,0.162796496,0.313410568,0.753968756,0.882640391
SQOR,559.8108887,-0.673866738,0.178095746,-3.783732933,0.000154494,0.00131137
TMEM147-AS1,136.95311,-0.004059265,0.261058433,-0.015549259,0.987593986,0.996800034
CD82,61.57250136,-0.060107389,0.237672167,-0.252900413,0.800345171,0.9061273
JUN,1460.178896,-0.930204398,0.370578516,-2.510141194,0.01206829,0.05337189
UPK1A-AS1,200.8009674,-1.042579009,0.500895491,-2.081430212,0.037394546,0.127436168
RHBDD3,554.3428805,0.080412285,0.129755197,0.61972304,0.535440144,0.74017912
TMEM184B,1396.340458,0.549935334,0.131675781,4.176434938,2.96E-05,0.00030174
SOX9,41.73419439,-5.033888449,0.585079653,-8.603766041,7.71E-18,4.25E-16
RBM15,1712.380538,-0.078499286,0.110364032,-0.711275989,0.476913228,0.694923491
WBP2,424.0745821,-0.157406477,0.187807274,-0.838127689,0.401958993,0.628924756
WBP1,88.45479692,-0.257798276,0.344457136,-0.748419031,0.454207447,0.674269669
ARHGAP19,569.0943736,-0.393913566,0.126440365,-3.115409901,0.001836895,0.011138702
PNMA6A,95.98277385,-1.27345533,0.210605377,-6.046642054,1.48E-09,3.26E-08
RRP1B,1913.784565,0.027754716,0.096817248,0.286671193,0.774364097,0.893347266
SWAP70,950.9641199,-1.299497187,0.193732783,-6.707678327,1.98E-11,5.74E-10
RASGEF1C,19.59283231,-0.220768309,0.341777063,-0.645942438,0.518316635,0.726723746
LOC105372383,6.782490452,-0.784882776,0.846453899,-0.927259922,0.353791597,0.583389097
AKAP8L,1020.665842,-0.142709733,0.102844039,-1.387632527,0.165248972,0.362831651
HLA-DRA,3.32280479,0,2.10157657,0,1,1
MEI1,3.392456925,-0.215209608,1.101259075,-0.195421416,0.845063052,0.92743017
ABLIM2,36.81139879,0.088350138,0.316270063,0.279350303,0.779976006,0.896736746
ZNF34,93.75389399,0.435005167,0.218643081,1.98956749,0.0466386,0.150112315
ZNF565,68.43670243,-0.262361081,0.222101239,-1.181267972,0.237496286,0.459768404
LINC00665,76.91205513,2.760640116,0.34208821,8.069965689,7.03E-16,3.26E-14
WASL,830.5384315,-0.128763857,0.178812888,-0.720103895,0.47146103,0.689883919
ANXA2,9890.428351,0.401115333,0.139843963,2.8683064,0.004126757,0.021960621
SULT2B1,4.60497823,1.192494454,0.963913712,1.237138179,0.216035788,0.434121551
SLC9A5,113.2574593,-0.370210051,0.191742938,-1.930762384,0.053512444,0.165869498
LOC728752,24.54275983,-0.019177275,0.329028706,-0.058284504,0.95352201,0.981721061
MSRB2,179.9423358,-0.12108074,0.193759879,-0.624900991,0.532036042,0.737581571
CNNM3,410.7523363,-0.917358171,0.137741752,-6.659986233,2.74E-11,7.68E-10
ZNF529-AS1,97.10811862,-0.236051235,0.253487188,-0.931215642,0.351742028,0.581414472
GLUD2,26.18073553,0.447990445,0.348427794,1.285748306,0.198530916,0.409149554
FRAT2,143.569836,0.229398886,0.273801094,0.837830423,0.40212595,0.629126391
ELL2,218.4747311,-0.719296934,0.312255839,-2.303549989,0.021247918,0.083247891
LINC01534,72.03433584,0.069632735,0.257647971,0.270263081,0.786957866,0.900168506
ZNF790,346.7026649,-0.485182797,0.166651825,-2.911356046,0.003598637,0.01965684
ZNF345,97.33499886,-0.84989091,0.287739039,-2.953686481,0.003140028,0.017570118
ANKRD22,10.76934633,1.47810576,0.856974486,1.724795527,0.084564328,0.230234642
LOC104968399,16.4905192,-0.10371685,0.453734952,-0.228584662,0.819191747,0.914346191
CPSF7,1445.431806,-0.026028986,0.093541003,-0.278262846,0.780810595,0.897087668
VLDLR,945.0727398,0.852717081,0.394928749,2.159166895,0.030837221,0.110276948
TMEM132A,943.7411517,0.254011421,0.157654387,1.611191581,0.107137972,0.271468787
LINC01410,57.43749359,-0.515897799,0.263351664,-1.9589692,0.050116394,0.158495615
LINC01391,21.10743273,-0.240057274,0.418310629,-0.573873234,0.566053587,0.761778813
ACTA2-AS1,46.83058574,1.19617124,0.486409307,2.459186579,0.013925223,0.059744631
ERRFI1,18387.14999,-0.843573834,0.092775004,-9.092684423,9.66E-20,6.76E-18
ZNF793-AS1,5.686022074,3.88540577,1.333680172,2.913296495,0.003576349,0.019554494
FRG2,89.93529585,0.811500814,0.683594668,1.187108168,0.235184957,0.456603799
ZNF571-AS1,2.867734043,1.10073184,0.958450862,1.148448902,0.250783296,0.47466599
STK38,1156.004207,0.466292384,0.154288725,3.022206485,0.002509393,0.014589988
FEZ1,5.729243703,-1.130163349,0.85067252,-1.328552789,0.183995557,0.389196902
ZNF573,204.3536276,-0.387994341,0.164792562,-2.354440862,0.018550595,0.074955659
NEMP2,227.3827958,-0.91545059,0.22439427,-4.079652264,4.51E-05,0.000439795
DPF1,83.87433084,-0.975152533,0.207469016,-4.70023213,2.60E-06,3.32E-05
DNM2,1657.033121,0.279708828,0.112206448,2.492805309,0.012673832,0.055432884
TUBB4B,7904.458198,0.031641051,0.125285589,0.252551403,0.800614888,0.906143131
TRIM66,102.9996746,-0.159950648,0.293529493,-0.544921895,0.585807237,0.776220434
ANXA5,6505.710863,0.172509286,0.131332571,1.313530113,0.189004381,0.395637354
SOCS4,1343.783424,-0.321066425,0.121984609,-2.632024058,0.008487785,0.039875209
GPR37,4.301475291,-0.502252789,1.686805215,-0.297753875,0.765891021,0.889161906
UBR5,4430.640224,-0.100789721,0.268640815,-0.375183944,0.70752367,0.85461616
CYGB,3.748127414,2.049129266,0.888782536,2.305546275,0.021135998,0.082907722
PAQR8,117.6861142,-0.137415327,0.241372124,-0.569309017,0.569146449,0.764197776
USP6,8.102343484,-0.890356731,0.648967615,-1.371958646,0.170076312,0.369698817
DDX60L,422.0410305,-0.163321019,0.20638918,-0.791325493,0.428754076,0.651712508
MSL1,2146.575429,-0.211676264,0.11640781,-1.81840259,0.069002623,0.199298011
MED17,1053.490087,-0.253260288,0.166888108,-1.517545438,0.129129031,0.308319359
GPR157,574.4509567,0.733387066,0.149262668,4.913399136,8.95E-07,1.26E-05
CFAP97,3798.675721,0.005627743,0.135142586,0.041643004,0.966783291,0.987956347
SLC35E2B,1502.927449,0.364498492,0.156392697,2.330661851,0.019771197,0.078900235
PTGER1,9.264073637,1.290801695,0.714712101,1.806044272,0.070911424,0.203282699
SSTR5,50.96281531,2.921161802,0.373358996,7.824002732,5.12E-15,2.20E-13
SUZ12,1692.729361,0.016672253,0.116496805,0.143113392,0.886200628,0.947943689
GALC,251.6066076,2.487242864,0.361863537,6.873427706,6.27E-12,1.93E-10
SNORD175,7.194306865,-0.103938484,0.612992284,-0.169559204,0.865356808,0.936940467
HMGCR,2308.127788,0.580287,0.10084759,5.754098808,8.71E-09,1.69E-07
LGALS17A,4.033493685,1.816820885,0.844214403,2.152084683,0.031390685,0.111820431
MIR6719,4.255892724,-0.163352794,0.914603525,-0.178605034,0.858247841,0.933465322
SNX21,587.9406458,-0.164796398,0.10508319,-1.568247006,0.116823498,0.287884387
SNX9,1075.692188,0.09183232,0.156636463,0.586276776,0.557689535,0.755106665
KIAA0319L,695.6562038,0.268449241,0.287382692,0.934117637,0.350243215,0.580214365
PPP1R14B,1683.321946,0.223110505,0.199549868,1.118068919,0.26353756,0.489719137
LAGE3,748.5635243,-0.014382969,0.119389035,-0.120471444,0.904109699,0.957006345
CLPP,625.1193087,0.028795656,0.146117317,0.197072165,0.843771065,0.927182707
MAT2A,6050.582239,0.403905109,0.121698373,3.318903116,0.000903718,0.006115367
KIAA1841,351.4477318,0.89312199,0.153385872,5.822713501,5.79E-09,1.15E-07
STAT5A,18.70472112,0.354701531,0.60952195,0.581933974,0.560611155,0.757106946
SOX12,937.4769396,-0.385012707,0.172944956,-2.226215296,0.025999764,0.096747939
SOCS2,251.2650035,-1.121383848,0.156862418,-7.14883696,8.75E-13,2.94E-11
TMEM11,539.5484005,-0.166549931,0.213846237,-0.778830307,0.436079682,0.657703085
GMPS,3883.435004,-0.138742161,0.14195301,-0.977380907,0.328380612,0.558446509
C22orf24,4.526459412,0.47967226,0.863923597,0.555225325,0.578740549,0.771339037
IGFBP4,2.829687944,1.926103967,1.152736627,1.670896822,0.094742059,0.249116418
NME3,606.6780102,-0.396299512,0.229837699,-1.724258092,0.084661261,0.230458642
TNK2,751.3973811,0.522166224,0.137553838,3.796086175,0.000146998,0.001256791
INHA,26.13058184,2.924938638,0.751689254,3.891153988,9.98E-05,0.000897591
ACOT11,278.8154835,0.245378594,0.274160493,0.895018067,0.37077743,0.598797574
CYP2T1P,41.6916754,-0.105484106,0.329046751,-0.32057483,0.748532614,0.879911253
NSDHL,303.2859639,0.54178278,0.170542714,3.176815744,0.001489016,0.009362408
LIMA1,671.1815624,-0.3308791,0.156338205,-2.11643148,0.034308127,0.119431326
SMARCD1,743.6608495,0.114207812,0.141402391,0.807679494,0.419275111,0.643223394
TSR3,461.7763378,0.13116883,0.12795107,1.02514837,0.305293185,0.534651488
IDH3B,1888.479595,0.198133312,0.099796796,1.98536746,0.047103604,0.151196526
ACSL3,3333.455856,0.621333902,0.127974064,4.85515488,1.20E-06,1.64E-05
ZDHHC9,737.6858438,1.189897496,0.231937774,5.130244526,2.89E-07,4.48E-06
RTEL1,23.35538674,0.900999917,0.33340307,2.702434378,0.006883377,0.033589253
ZNF416,267.5006306,0.006736812,0.290764646,0.023169295,0.981515231,0.994592503
CAP2,1496.299509,0.113069625,0.139615809,0.809862619,0.418019138,0.642370464
SLC35F6,507.2454448,0.534560255,0.100637443,5.311743192,1.09E-07,1.81E-06
RPL13A,27797.02722,-0.137388795,0.125625427,-1.093638424,0.27411359,0.501554563
THG1L,420.4744446,-0.212450706,0.181886798,-1.168038081,0.242791405,0.465572137
PHKA2,685.0174418,0.198522663,0.14207778,1.39728157,0.162328916,0.358708901
TRIM7,214.6905124,-0.850424678,0.300721389,-2.827948754,0.004684731,0.024369774
F12,374.3917264,0.388759203,0.242473,1.603309248,0.108866396,0.274249676
ZNF263,1156.300831,0.149060267,0.19660703,0.758163465,0.44835313,0.669187404
LOC101930071,43.31610916,-1.01253461,0.291270928,-3.476263893,0.000508452,0.003731055
LIPE-AS1,60.71745318,-0.454454972,0.323008579,-1.406943968,0.159444005,0.354372453
HEXD,218.1261328,0.327752052,0.276556119,1.18511951,0.235970198,0.457674951
MMACHC,268.3706591,-0.139920336,0.213211912,-0.656250087,0.511663227,0.721931595
FANCA,1416.896638,-0.107538562,0.152888058,-0.703381044,0.481818316,0.698839211
F8,164.1585918,0.653663445,0.205212382,3.185302168,0.001446029,0.009130548
PTCH1,190.594681,2.455357861,0.255565618,9.607543764,7.43E-22,6.39E-20
ZNF576,182.1458635,0.021100693,0.235431577,0.089625584,0.928584753,0.969181011
RMI2,230.9231328,-0.111116089,0.176879665,-0.628201602,0.529871881,0.735667664
TRMT61A,485.7506793,0.027029116,0.359312744,0.075224486,0.940036103,0.97497905
RWDD2B,520.3373408,0.522784552,0.123304649,4.239779736,2.24E-05,0.000234352
BPGM,124.9581747,-1.846766112,0.346026336,-5.337068086,9.45E-08,1.59E-06
LOC101928063,6.756072876,-1.28214868,0.608556897,-2.10686739,0.035129076,0.121622737
RIPOR1,353.1768947,0.828935057,0.352443238,2.351967542,0.018674404,0.075308548
LOC100379224,11.13961991,-1.188305287,0.802459771,-1.480828485,0.138652284,0.323391475
EPS15,1383.554163,0.294854463,0.148798315,1.981571255,0.047527247,0.152260486
RNF145,1608.309348,0.066826385,0.121745034,0.548904399,0.583071059,0.7747052
ZNF227,632.9106722,-0.682627827,0.243174393,-2.807153407,0.004998143,0.025783676
ZNF233,115.454607,-0.448471341,0.245775117,-1.824722319,0.068042943,0.197077563
PNPLA3,129.946569,0.773056288,0.18894034,4.091536456,4.29E-05,0.000419583
ACTN2,127.9628866,0.431490397,0.257691874,1.674443163,0.094043536,0.247752971
ARHGEF6,122.9743997,1.829571932,0.291285986,6.281015971,3.36E-10,8.18E-09
BTN3A1,174.9268147,-0.140710891,0.266824658,-0.5273534,0.597948198,0.785315125
APOC1P1,3.363173599,-1.462305623,0.916743983,-1.595107959,0.110688096,0.27731624
GEMIN7-AS1,4.507156957,0.385429007,0.733157437,0.525711106,0.599088946,0.786313168
MCCC2,1157.483915,0.33446942,0.119296959,2.80367096,0.005052444,0.026023158
CSAG3,4.750107594,2.671730724,1.508740121,1.770835604,0.076588043,0.215040167
COX16,119.3157025,0.213472603,0.244830172,0.87192114,0.3832514,0.61069011
ATN1,362.1444653,0.11639578,0.568521705,0.2047341,0.837779877,0.924226808
OSBP,802.1432556,0.202129178,0.142737863,1.416086622,0.156750144,0.350602422
BAIAP2L1,666.833872,-0.170249892,0.145944192,-1.166541058,0.243395758,0.466134624
KRT8,387.6043656,1.953793625,0.210502381,9.28157493,1.67E-20,1.31E-18
MORC2,715.5731723,-0.033453493,0.139548773,-0.239726169,0.810542546,0.910318877
EML2-AS1,16.94012028,2.09073151,0.607301391,3.442658855,0.000576025,0.004159557
CNPPD1,870.6943621,-0.603692909,0.138201076,-4.368221487,1.25E-05,0.000138493
DM1-AS,9.056243847,-1.259651747,0.838876968,-1.501592957,0.133202263,0.31502017
DNAJC7,1802.051889,-0.063581309,0.172455688,-0.368682006,0.712364762,0.857821521
SEMA3C,2015.830777,-0.57583374,0.297539115,-1.935321142,0.0529509,0.164592201
NOL4L,249.3341311,1.431580097,0.248863117,5.752479982,8.79E-09,1.70E-07
UPF2,1129.066857,-0.517863067,0.127981898,-4.046377456,5.20E-05,0.000498379
SURF6,878.5740799,0.029720294,0.117365253,0.253229069,0.800091205,0.906067909
PPIAL4C,3.325617018,0.003870153,1.034749744,0.003740183,0.997015773,1
LRP5L,271.3077196,0.36983209,0.196165362,1.885307817,0.059388291,0.178684116
PRDX4,2192.511112,0.693521512,0.15240531,4.550507549,5.35E-06,6.45E-05
ZNRD2,611.3586008,-0.110727645,0.160741411,-0.688855747,0.49091405,0.705390767
ARMC10,1252.669558,-0.390139021,0.136872931,-2.850373827,0.004366787,0.023022851
H4C3,3543.503226,-0.051891749,0.238622896,-0.217463411,0.827847218,0.918606768
CENPA,256.0978804,0.121711558,0.180826934,0.673083126,0.500894408,0.71288763
ZSCAN10,4.641766853,1.980551236,0.819356698,2.417202716,0.015640304,0.065546224
MIR3190,2.76463371,0.978872792,1.087331756,0.900252188,0.367986059,0.5963302
MIR3191,8.641204107,0.185971071,0.612128404,0.303810556,0.761272224,0.88643307
MYO6,880.7704128,0.059780007,0.216145514,0.276572972,0.78210802,0.897758802
NAPA-AS1,23.35999169,-0.935095566,0.451650382,-2.070396933,0.038415189,0.130101549
SNHG3,995.3432655,-0.317384725,0.17609497,-1.802349749,0.071490396,0.2044457
OGDH,973.7783624,0.50316718,0.135010904,3.726863264,0.000193878,0.001605966
CCDC61,44.57449459,-0.35774585,0.316524586,-1.130230843,0.258378967,0.483312991
SNORD23,42.84798494,-0.494098202,0.324227616,-1.523923865,0.127527731,0.306088791
NBPF11,1119.742487,0.094323581,0.132630679,0.711174682,0.476975996,0.694938217
SNAR-C4,3.255090638,0.166474262,0.899905624,0.1849908,0.853236251,0.931419618
SNAR-C3,3.867950553,-0.25163338,0.876388421,-0.287125404,0.774016301,0.893241532
PNMA2,57.72307514,-2.071390978,0.502916918,-4.118753823,3.81E-05,0.000377453
APOBEC3B,795.0915917,-0.441907808,0.103119025,-4.285414911,1.82E-05,0.000194881
COX11,973.7895607,-0.005946733,0.11792229,-0.050429252,0.959780326,0.984821185
WDYHV1,175.2487863,-0.058924825,0.166452431,-0.354003993,0.723335891,0.864250715
LTA4H,1478.743983,0.03751451,0.131160398,0.286020101,0.774862726,0.893526355
RUNDC1,758.1395013,0.109844032,0.155100929,0.708210021,0.478814844,0.696620927
DTL,1826.77176,-0.275587185,0.201114938,-1.370296944,0.170594227,0.370285865
CHD8,2029.962659,-0.305165245,0.122230638,-2.496634636,0.012537806,0.054991897
CARD8-AS1,17.0982014,0.468858369,0.404987584,1.157710477,0.246982207,0.470244369
EAF1,843.2580513,-0.001370444,0.130880679,-0.010470941,0.991645551,0.997944909
SLC25A20,187.8547949,0.116374749,0.226132644,0.51463047,0.606811269,0.791971885
PDX1,4.381068197,-0.046303617,0.849057171,-0.054535334,0.956508658,0.983480237
ZNF28,504.613434,-0.090748521,0.233196502,-0.389150439,0.697164864,0.84826283
VPS54,743.5638561,-0.019427207,0.12852495,-0.151155139,0.879853338,0.945201446
LOC105447645,18.58997373,0.710020194,0.47188033,1.504661563,0.13241111,0.314157816
MAMSTR,279.2597795,-0.626339243,0.283957535,-2.205749682,0.027401531,0.100447957
ZNF484,552.145024,-0.759914983,0.181753052,-4.181030123,2.90E-05,0.000296254
MARVELD1,982.6894459,0.264137938,0.205000274,1.288476024,0.19758031,0.407851981
MARK3,1627.338111,-0.193445158,0.196872648,-0.982590318,0.325809112,0.556307102
PPM1K,121.0500093,2.254274054,0.313754978,7.184823223,6.73E-13,2.28E-11
ZNF554,167.9680994,0.643439336,0.193111788,3.331952657,0.000862389,0.005883173
IDH3G,623.9786801,0.178640981,0.183356234,0.974283652,0.32991572,0.559904229
SLC33A1,761.1029035,0.647547007,0.109073394,5.936800765,2.91E-09,6.13E-08
DDX21,5945.480946,-0.029989389,0.168785026,-0.177678018,0.85897585,0.933589786
PI4K2A,441.1425859,0.451425487,0.150861408,2.992319194,0.002768666,0.015819034
UBE2T,837.6895693,0.208468144,0.191757077,1.087147069,0.276971819,0.504078945
MIR4324,2.74453092,0.178849762,0.911060277,0.196309472,0.844367948,0.927358589
PRRC1,1400.036794,-0.085182136,0.100405995,-0.848376984,0.396228056,0.622908064
SNORD32A,73.42236231,-0.258804308,0.25913744,-0.998714461,0.317933033,0.547490449
SNORD33,11.42882762,-0.104797483,0.48955568,-0.214066524,0.830495181,0.919922878
SNORD34,14.51085178,-0.077040271,0.425606516,-0.181012904,0.856357447,0.932670812
SNORD35A,112.2349027,-0.225614099,0.238219593,-0.94708456,0.343595692,0.574328439
SNORD35B,38.2690986,-0.082905075,0.305649387,-0.271242406,0.7862046,0.899842543
ZDHHC14,58.40539965,0.081141789,0.254538939,0.318779472,0.749893746,0.880416376
SAMD11,542.4414295,1.406469854,0.259245927,5.425234145,5.79E-08,1.02E-06
NOTCH2,3577.000031,0.171385249,0.118857724,1.441936155,0.149320386,0.339968867
PTGES2,1051.856384,-0.074566363,0.110372509,-0.675588182,0.499302147,0.711725307
ZSCAN23,67.09000379,0.032105404,0.275643662,0.116474306,0.907276648,0.959129324
GALNT16,26.64002242,-0.268487273,0.395287289,-0.679220608,0.496998092,0.710239803
SLC41A3,341.9462918,1.141707041,0.188084427,6.070183795,1.28E-09,2.84E-08
ARL2,200.5918913,0.632893099,0.160571522,3.941502774,8.10E-05,0.000743886
PTOV1-AS1,23.53952673,0.331100266,0.603844792,0.548320148,0.583472095,0.774929008
LZTS3,186.9046421,0.374639795,0.249863513,1.499377764,0.133775659,0.316011029
