gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
GPR37L1,35.37330643,0.310471196,0.835983903,0.37138418,0.710351407,0.856095905
HIF1A,6286.98469,1.635684619,0.076727357,21.31814107,7.71E-101,9.79E-98
AAMDC,128.2034575,0.419117566,0.307800218,1.361654545,0.173306933,0.374304905
STRADA,265.7195263,-0.495458504,0.150382031,-3.294665604,0.000985389,0.006592406
PNLIPRP2,6.719239256,1.190519004,0.961095043,1.238711002,0.215452543,0.433381763
KCTD21-AS1,34.0127727,-0.708300526,0.287191439,-2.466300979,0.013651657,0.058846052
WDR48,955.5134382,-0.410085324,0.098988092,-4.142774306,3.43E-05,0.000344617
FHDC1,41.2037297,1.326244989,0.60882032,2.178384895,0.029377394,0.105835504
THRA,535.1557768,0.370236542,0.157428682,2.35177312,0.018684167,0.075329528
THBS4,18.92517827,1.050396488,0.506398225,2.074249943,0.038056104,0.129104688
RAB30-DT,312.4417044,-0.243182111,0.221356927,-1.09859725,0.271943778,0.499329405
TFDP2,629.4412263,-0.499878469,0.159830143,-3.127560662,0.001762634,0.010759496
LOC100506282,115.6797354,-0.04991689,0.225639825,-0.221223758,0.824918211,0.917586878
PCF11-AS1,64.74442223,0.158139232,0.226332602,0.698702841,0.484737758,0.700464598
H4C2,1881.55588,0.343157713,0.210256283,1.632092552,0.102659991,0.263517906
H4C8,1777.051048,0.040737538,0.239930973,0.169788576,0.865176411,0.936929388
ECT2,2236.64182,-0.056388928,0.160714874,-0.350863155,0.725691014,0.865506096
B3GALNT2,1204.431849,0.18359965,0.15868338,1.157018778,0.247264688,0.470652008
PON2,829.9640119,-0.310706835,0.164045078,-1.894033264,0.058220595,0.176586078
NOLC1,4698.792945,0.209047675,0.15279463,1.368161137,0.171261643,0.371246696
NAA50,5467.51593,-0.175537558,0.158939574,-1.104429521,0.269406861,0.496770336
TMEM126B,419.0154994,0.062652599,0.254068618,0.246597158,0.805220004,0.908336929
OSBPL8,3679.142003,0.37534566,0.118635278,3.163862104,0.001556905,0.009693541
TSPAN33,97.86082981,-0.66331129,0.374137359,-1.772908463,0.076243876,0.214401829
HM13,1834.168087,0.229469004,0.135509826,1.693375394,0.090384035,0.241259196
PSMF1,1702.030054,0.151510161,0.091330089,1.658929311,0.097130037,0.253980364
RTN4RL1,63.40653075,0.656281409,0.363609919,1.804905129,0.071089529,0.203687223
ARHGEF1,185.1067686,0.071692563,0.166945543,0.429436818,0.667605364,0.829697194
RSPRY1,1510.703105,-0.283244543,0.087351439,-3.242585895,0.001184502,0.007721235
METTL3,931.7343834,0.047027134,0.11491569,0.409231622,0.68236969,0.83964411
AUTS2,6.885198253,-2.688447602,0.83294304,-3.227648797,0.001248121,0.008056453
MIR6755,5.165642567,0.047008653,0.762089095,0.061683933,0.950814535,0.9804941
ERI1,1116.688006,-0.082574658,0.161432639,-0.511511544,0.608992907,0.793574064
KCTD6,210.9649442,-0.19177681,0.249187593,-0.769608177,0.441532353,0.662780026
FOXN4,156.1055785,0.925008808,0.23977678,3.857791431,0.000114416,0.001011487
CCDC81,5.171315273,-0.370337159,0.732723847,-0.505425284,0.613260164,0.795715617
FTO,716.7321759,0.188744309,0.101917104,1.851939477,0.064034514,0.188797433
MRPS22,980.2996923,-0.3562561,0.155871698,-2.28557272,0.022279268,0.086306037
ZNF281,1649.959443,-0.410078805,0.163566756,-2.507103617,0.012172502,0.053703363
TTI1,708.0873149,-0.296627917,0.13984358,-2.121140761,0.033909959,0.118494753
SEC14L1,5179.281065,0.214031532,0.139882284,1.530083197,0.125996137,0.303471011
SWI5,205.8376837,0.042581883,0.140895434,0.3022233,0.762481844,0.887198866
DIP2A,641.5771836,0.236991381,0.149963977,1.58032206,0.11403313,0.282992676
LINC02762,9.443803514,-0.243979819,0.723683743,-0.337135968,0.736014404,0.871754333
PRIM2,1587.426438,1.081000712,0.117339783,9.212567852,3.18E-20,2.39E-18
RNF207,528.6913797,0.072275742,0.260335768,0.277625095,0.781300166,0.897298027
FBXO5,950.8332488,-0.190579294,0.165965896,-1.148303955,0.250843107,0.474673667
ZNF260,1108.562755,-0.664732101,0.124525013,-5.338141172,9.39E-08,1.58E-06
CHD3,3477.051491,0.856531711,0.158491075,5.40428988,6.51E-08,1.13E-06
ZNF865,93.78479388,-0.392566836,0.316211135,-1.241470628,0.214431942,0.43179164
RPN2,5985.854591,0.263884113,0.118553634,2.225862716,0.026023378,0.096762776
ZNF202,304.1895729,-0.091448883,0.16207998,-0.564220716,0.572603931,0.76641048
TBL2,733.340665,1.559252766,0.153628513,10.14950111,3.33E-24,3.42E-22
SYNGR4,3.658551368,-0.468256184,0.88896801,-0.526741322,0.598373236,0.785623489
NDFIP1,2830.055833,1.442466921,0.157425897,9.162831225,5.06E-20,3.68E-18
MAP7D3,908.2131902,-0.052793042,0.155482323,-0.339543688,0.734200192,0.870729377
DHX32,1272.922205,0.448853813,0.220720505,2.033584568,0.041993499,0.138480459
SCARNA9,743.0880211,-0.827719113,0.208302937,-3.973631494,7.08E-05,0.000656501
TAF1D,1509.577283,-0.285541018,0.1050931,-2.717029169,0.00658708,0.03240079
SNORA25,18.87120128,0.40328949,0.480476707,0.839352844,0.401271337,0.628027284
SNORA32,108.3093448,-0.051007533,0.277002071,-0.184141343,0.853902574,0.931807011
SNORD6,17.64790176,-0.300708209,0.3791368,-0.79313907,0.427696802,0.651124034
SNORA1,29.72819227,-0.117576856,0.342788904,-0.343000764,0.731597886,0.869165399
SNORA8,95.51399347,0.341372762,0.284525029,1.199798709,0.230217526,0.450916421
SNORD5,26.25333328,0.258556821,0.362975125,0.712326557,0.476262583,0.694425828
SNORA18,18.75746624,-0.033501934,0.371163171,-0.090262011,0.928079008,0.96892383
MIR1304,25.25416959,-0.171296348,0.383319138,-0.446876588,0.654964169,0.822339476
SNORA40,143.551726,-0.203215892,0.172278726,-1.179576239,0.238168798,0.460556334
TMEM249,43.61714127,0.410149602,0.349203573,1.174528651,0.240183343,0.462826465
UFM1,1556.133043,0.267777706,0.13297245,2.01378335,0.044032285,0.14379701
SRSF11,3095.927178,-0.072705561,0.091519193,-0.79442966,0.426945343,0.650366117
LSM14B,1194.994024,-0.190659743,0.115064098,-1.656987245,0.097522054,0.254642631
ZNF558,387.5596631,0.019615926,0.167617581,0.117027853,0.906837981,0.95884793
SRSF8,943.8448795,-0.445829387,0.156434628,-2.849940533,0.00437274,0.023046881
KPTN,115.6999342,0.373044715,0.197844797,1.885542207,0.059356672,0.178621516
LOC100129203,4.27813015,-1.429097566,0.889498726,-1.606632505,0.108135008,0.273115299
TESC,88.02066165,1.350416765,0.278777849,4.844060488,1.27E-06,1.73E-05
CERCAM,801.209106,0.638804929,0.201313798,3.173180065,0.00150779,0.009448282
MOK,191.8305593,-0.640484604,0.211187496,-3.03277711,0.002423145,0.01414329
ARHGEF10,2162.546054,1.156285295,0.257760752,4.485885792,7.26E-06,8.44E-05
RIMS3,174.127736,-0.274066026,0.349662464,-0.783801678,0.433156489,0.654908822
COX14,388.7285463,-0.09175609,0.171697517,-0.534405456,0.593061045,0.782067886
NSMCE2,255.1001285,0.176516677,0.134673192,1.310703889,0.189957824,0.397029399
RNU4ATAC,89.35834212,-0.761792187,0.565496784,-1.347120283,0.177941497,0.381026399
ACP1,2031.589625,-0.348147698,0.143846078,-2.420279388,0.015508586,0.065100592
LOH12CR2,42.19480222,-0.373621514,0.283037316,-1.320043308,0.186820559,0.392808299
TP53I3,581.9799848,-1.021653149,0.150371866,-6.794177487,1.09E-11,3.27E-10
TM7SF2,357.7960821,-0.805167732,0.186093567,-4.326682251,1.51E-05,0.000164389
WWOX,245.2953377,-0.39618005,0.178671582,-2.21736465,0.026598183,0.09835433
MEN1,553.9399929,0.350184358,0.137995843,2.537644247,0.011160137,0.050066034
BYSL,429.1053351,0.110746043,0.202670713,0.546433384,0.584768068,0.775776961
RPS6KB2,711.9083736,0.154301518,0.097815009,1.577483047,0.11468442,0.284324732
GLI2,78.8473722,-1.327380231,0.302563209,-4.387117112,1.15E-05,0.000127937
GINS3,330.9201695,-0.325418644,0.273035701,-1.191853824,0.233318567,0.454754427
TRAIP,302.1191959,-0.150177374,0.1457343,-1.030487494,0.30278122,0.531978405
SF3A1,1727.951905,-0.011068444,0.184283984,-0.060061889,0.952106343,0.981137412
LOC101928424,9.412087978,1.171803078,0.910785024,1.286585799,0.198238696,0.408700297
SLC37A1,129.9035101,-0.101447716,0.142671912,-0.711055978,0.477049548,0.694938217
CHD2,3959.936666,-0.037807762,0.138252828,-0.273468271,0.78449328,0.898942767
NIBAN2,2577.647317,0.887865606,0.232984696,3.810832297,0.0001385,0.0011929
SSUH2,12.25464635,1.116718384,0.566333249,1.9718397,0.048627909,0.155184659
EXOC7,2898.563827,0.010951078,0.087520678,0.125125612,0.900424107,0.955261635
TWNK,505.8482698,-0.050838017,0.336222518,-0.151203487,0.8798152,0.945201446
TUB,980.7780026,0.157566572,0.123403146,1.276844041,0.201657314,0.413757906
H2BC14,793.9709032,1.402594522,0.314896288,4.454147528,8.42E-06,9.65E-05
H2BC15,1117.914558,-0.323478916,0.320043544,-1.010734078,0.312143722,0.542108086
H2BC13,1169.064346,-0.237732094,0.277881852,-0.855515003,0.392266102,0.619568893
H2AC20,3228.163822,-0.298281268,0.230257837,-1.29542287,0.195174393,0.404300304
ETV5,1568.399287,-0.020924707,0.098761454,-0.211871195,0.832207524,0.920723635
MGAM2,3.418306286,0,2.285930724,0,1,1
MYOC,639.2510323,9.857557115,1.21134721,8.13768095,4.03E-16,1.91E-14
LMF2,752.6664218,0.495108246,0.149805795,3.305000625,0.000949762,0.00638769
ECH1,987.983798,-0.177622832,0.149711591,-1.186433397,0.235451189,0.456956315
ARFIP2,1384.114392,0.275997886,0.140031826,1.970965418,0.048727832,0.155263565
ZNF267,795.7881895,-0.333916067,0.150046935,-2.225410787,0.026053674,0.096781368
DPYSL2,2758.057188,0.252200255,0.135193683,1.865473665,0.06211504,0.184601697
ZNF770,4243.370631,-0.383051093,0.170577193,-2.245617288,0.024728532,0.09321449
DHX33,609.093858,0.071206199,0.2653288,0.268369657,0.788414794,0.900733792
RBM14,1419.756802,-0.040865734,0.126773513,-0.322352305,0.747185812,0.879624777
DNAJC22,309.5823652,0.980377588,0.303000643,3.235562729,0.001214032,0.007869228
ZBTB17,480.2113669,0.077172294,0.12633779,0.610840939,0.541304888,0.743963981
KBTBD3,79.93845906,-1.056457037,0.275697598,-3.831941385,0.000127136,0.001109368
PCDHB5,8.720669232,-0.911066304,0.650064865,-1.401500609,0.161064426,0.356869508
RAD52,333.5099403,-0.156877111,0.171865757,-0.91278864,0.361353714,0.589689849
NDC1,1830.768489,-0.095795684,0.138392517,-0.692202774,0.488809997,0.704034583
TMEM8B,73.87354508,0.129648261,0.2751984,0.471108338,0.637563371,0.810890796
CRYL1,124.6367484,0.110515978,0.288488657,0.383086044,0.701655967,0.850880537
WDR73,846.27737,-0.030119964,0.157541579,-0.191187392,0.848378781,0.929163078
ZNF623,1213.675048,-0.005839232,0.099785558,-0.058517811,0.953336176,0.981721061
RPS6KL1,231.125097,0.115427822,0.216111422,0.534112548,0.593263669,0.782183199
CREBZF,1938.414746,-0.028711804,0.093109831,-0.308364904,0.757804684,0.884086642
NT5C,502.6120781,0.035813931,0.203822094,0.175711721,0.860520427,0.934521789
HES4,106.889829,-1.611466335,0.547122956,-2.945345863,0.003225938,0.017965627
POLE2,357.0522327,-0.295182484,0.201488845,-1.465006578,0.142919123,0.330050665
C11orf65,17.54821312,-0.895415879,0.520079046,-1.721691896,0.085125346,0.231342624
DDX41,5238.240944,0.15626231,0.349982914,0.44648554,0.655246555,0.822568977
CFAP53,22.89699253,-0.841447665,0.474399835,-1.773709859,0.076111155,0.214174456
ABCD4,417.2946563,0.298608937,0.185456272,1.61013124,0.107369208,0.271852912
ANKRD24,93.08394836,-1.787599691,0.23796336,-7.512079561,5.82E-14,2.22E-12
NUAK2,9.901773237,-0.978810157,0.798799464,-1.225351543,0.220442796,0.43912588
ZNF431,431.1643587,-0.192746946,0.170730524,-1.128954226,0.258917144,0.483843436
MRPL16,743.8904192,0.091478577,0.145626987,0.628170499,0.529892254,0.735667664
NHP2,1313.248316,-0.166643924,0.17442183,-0.955407494,0.339371666,0.570036727
ARHGAP20,5.032805185,-3.371768467,1.447090067,-2.330033593,0.019804376,0.078997507
ASB1,852.2454143,-0.2552898,0.165211757,-1.545227797,0.122291173,0.297979879
GTPBP3,305.3951348,0.092991627,0.221391707,0.420032115,0.674461993,0.834389096
BEX2,241.5343128,-0.207293136,0.23906737,-0.867090881,0.385892217,0.613726905
CINP,316.3387645,-0.209282953,0.147151268,-1.422230036,0.154959482,0.347869309
SSBP4,2236.909054,-0.171832881,0.329035597,-0.522231889,0.601508886,0.788424359
CCDC130,341.3256609,0.269106376,0.133246774,2.019608941,0.043423967,0.14226043
PDRG1,509.1335944,0.073152108,0.217486761,0.336352003,0.736605439,0.872182159
CLPB,612.6927931,0.112700034,0.104324916,1.080279177,0.28001788,0.507052766
MRPS26,812.4511166,-0.166119964,0.129637489,-1.281419172,0.200046474,0.411707906
CSRNP2,949.9294583,0.278273839,0.16147666,1.723306879,0.084833044,0.23070007
TXNDC5,76.66451177,-0.687488964,0.263647452,-2.607607084,0.009117755,0.042210502
NDEL1,744.797681,0.064237914,0.129917909,0.494450034,0.620988386,0.800639483
RCC1L,1224.34632,1.213595043,0.096143328,12.62276923,1.58E-36,3.53E-34
NDUFA2,754.9166234,-0.182874158,0.173666429,-1.053019626,0.292331997,0.521123488
NCBP1,2030.171641,-0.056368751,0.168103994,-0.335320709,0.737383173,0.872812272
C11orf1,157.0458785,-0.753105021,0.227064565,-3.316699901,0.000910874,0.006156226
CCDC191,81.70129393,0.158238233,0.301081196,0.525566642,0.599189339,0.786325275
EEF2,41207.91525,-0.039703894,0.168642105,-0.235432866,0.81387278,0.912033453
NDUFA11,1057.098087,0.092190404,0.131620624,0.700425215,0.483661794,0.69971258
EDA,66.86869103,0.955859404,0.226883573,4.212995198,2.52E-05,0.000260817
LINC00473,5.838907261,-0.3053465,0.980366358,-0.311461626,0.755449711,0.883161337
TAOK2,1727.306337,-0.123925263,0.122913725,-1.008229657,0.313344224,0.543336121
JAK1,1960.688339,-0.176165884,0.106682215,-1.651314453,0.098674383,0.256960973
NKTR,2815.953626,0.240666009,0.090999051,2.644709008,0.00817612,0.038774948
LOC100132686,4.035092921,-0.024750488,0.937457735,-0.026401711,0.978936929,0.993646574
IKZF2,530.7750389,2.66106104,0.238837742,11.14171074,7.86E-29,1.20E-26
TNRC6C,381.2144145,-0.262500007,0.267973566,-0.979574258,0.327296317,0.55742719
PITPNC1,187.1920982,-0.526346321,0.362060845,-1.453751017,0.146015348,0.335123179
ZNF593,240.4667435,-0.085447883,0.232011024,-0.368292341,0.712655263,0.857991227
BIN1,1011.387628,-0.007763427,0.2235726,-0.03472441,0.972299496,0.991140649
RBL2,1355.046614,0.187680441,0.211965623,0.885428674,0.375925473,0.604062639
YTHDF1,1192.242113,0.001790125,0.181803575,0.009846478,0.992143774,0.997944909
OSGEP,358.9817144,0.250511964,0.154419593,1.622280946,0.104743207,0.267039402
BTBD2,1352.575186,-0.164944159,0.143405189,-1.15019659,0.250062911,0.47390307
PAIP1,1816.922263,-0.198412539,0.076228132,-2.602878143,0.009244481,0.042749252
RNF7,1477.513039,-0.456647046,0.1578611,-2.892714205,0.003819287,0.020657163
SGSM1,100.0262531,0.795142082,0.327533288,2.427667999,0.015196247,0.063984606
GPR179,68.28039739,-0.212496158,0.548984399,-0.387071397,0.698703352,0.849170837
DBX2,2.548772207,1.704397909,1.594649455,1.068822934,0.285149463,0.512859193
SNRPC,1434.476773,0.12493631,0.162352819,0.769535821,0.441575288,0.662784245
PI4KB,1901.182734,0.070007317,0.124003638,0.564558576,0.572374047,0.76621701
ZNF30,214.2188259,-0.158632536,0.237465917,-0.668022335,0.504119336,0.71525882
ST6GALNAC3,24.72291885,1.078985662,0.428585522,2.517550424,0.011817405,0.052514305
SNAP23,824.8486237,-0.336937058,0.141935153,-2.37388026,0.017602258,0.071897649
MINDY3,606.714817,0.279624783,0.114815018,2.435437358,0.0148738,0.062980114
PRRC2C,4940.399041,-0.028098898,0.237335022,-0.11839339,0.905755963,0.958073578
HSPA4L,1603.158154,-0.919180658,0.147189371,-6.244884741,4.24E-10,1.01E-08
NFIA,492.380905,0.64637272,0.204953509,3.153752887,0.001611855,0.009968035
FGF11,141.6890621,1.410693673,0.207676862,6.792733948,1.10E-11,3.29E-10
FOXO6,16.70072106,0.003253205,0.782685422,0.004156466,0.99668363,1
TBC1D7,29.61783958,-0.824947459,0.31024299,-2.659036577,0.007836445,0.037465241
DOP1B,382.875995,-0.314898096,0.269663775,-1.16774341,0.242910281,0.465582736
NPIPB12,412.1756429,0.289140799,0.37436678,0.772346305,0.439909347,0.661245118
CYP4X1,7.701384612,0.407574982,1.660071104,0.245516582,0.806056471,0.908850677
S100A14,27.14207794,2.161169548,0.609152904,3.547827702,0.000388422,0.002962123
SEPTIN7-AS1,20.27516257,-0.272130134,0.495842698,-0.548823518,0.583126569,0.7747052
HSH2D,89.29668185,3.721912185,0.365109347,10.19396578,2.11E-24,2.22E-22
ZC3H13,738.0504302,-0.277076852,0.097858312,-2.831408456,0.00463435,0.024176343
PBX3,313.7230985,-0.551947336,0.160714543,-3.434333486,0.000594013,0.004273478
TBC1D3,6.349514063,0.262604575,1.027187487,0.255653986,0.798218029,0.905523064
VANGL1,887.279309,0.230034893,0.080774089,2.847879743,0.004401155,0.023189244
BCLAF1,7220.851536,-0.13988086,0.104850387,-1.334099607,0.182171215,0.386426624
RPAIN,686.4131677,-0.375418322,0.128073982,-2.931261425,0.003375886,0.018656031
LOC100652768,41.84388314,0.007588153,0.276764666,0.027417348,0.978126862,0.993563374
GLIS3,16.90676606,0.338335399,0.516457217,0.65510828,0.512398041,0.72249937
RNF214,363.1585285,0.086881854,0.14239453,0.610148815,0.541763233,0.744131925
PTMA,31248.8585,-0.832418408,0.186119598,-4.472491968,7.73E-06,8.94E-05
SH3RF3,20.22072591,-0.93247429,0.447750133,-2.082577362,0.037289764,0.127210312
CTPS1,1438.135908,-0.426115851,0.131352082,-3.244073837,0.001178332,0.007684046
BACE1-AS,24.54502088,0.31808877,0.476573863,0.667449046,0.504485347,0.715510901
COMMD9,437.541681,0.10155015,0.264376009,0.384112575,0.700895011,0.850465276
DIO2,3.204686839,0.624834386,1.02327624,0.610621415,0.541450242,0.743963981
MRPL10,669.6320447,0.224235479,0.095226791,2.354752014,0.018535071,0.074929588
GRB14,5.775816399,-1.501590676,0.654560443,-2.294044335,0.021787952,0.084757207
CSDC2,12.29839532,4.488023567,1.262507513,3.554848997,0.000378196,0.0028982
KLHL20,640.4226017,-0.450414868,0.118194126,-3.810805861,0.000138515,0.0011929
RAET1L,3.293901327,1.587513608,1.188812112,1.335378057,0.181752643,0.38593523
PTPRS,2157.679293,-0.171696184,0.285526832,-0.601331172,0.547619432,0.748310537
DDX46,2760.70043,0.091211085,0.111654932,0.816901533,0.413984702,0.63954606
GPR162,145.6710383,-0.801934978,0.264358361,-3.033514712,0.002417229,0.014123733
SGO1,340.8050043,-0.283515378,0.177599382,-1.59637593,0.110404887,0.276900686
MYL6,22366.77099,-0.162392229,0.13088253,-1.240747938,0.214698879,0.432223776
TGS1,1261.046709,-0.482808593,0.136784194,-3.529710403,0.000416015,0.003146397
EVA1B,248.3587126,0.96830662,0.239142401,4.049079606,5.14E-05,0.000492946
SPR,918.9858201,0.228088371,0.517716518,0.440566145,0.659527116,0.825058233
CDKL2,4.071617837,0.144699503,1.3136827,0.110147985,0.912292013,0.961030457
STK35,1142.443736,0.161702698,0.147129086,1.099053233,0.271744847,0.499019609
ISM1,3.613026184,0.691588597,1.427823841,0.484365492,0.628126504,0.805542981
VEPH1,42.56346879,2.334705776,0.337222912,6.923330804,4.41E-12,1.38E-10
LOC101929089,20.39213943,0.335008386,0.400830214,0.835786262,0.403275156,0.629612385
TTC36,13.8664791,0.005348633,0.55444846,0.009646763,0.992303116,0.997953615
IFT46,252.9418362,-0.083353248,0.146311858,-0.569695779,0.568884053,0.763969658
SPATA7,143.6948268,0.102202029,0.211141194,0.484045901,0.628353294,0.805621519
EVA1C,3.096125758,-3.85329198,1.387153732,-2.777840618,0.005472145,0.027803413
PAXBP1,1646.424169,-0.242893739,0.100836966,-2.408776757,0.016006085,0.066630171
MIR4492,3.295830728,-0.887013107,1.203996872,-0.736723764,0.461290352,0.681294174
SCG3,3.292022657,1.635516073,1.289899734,1.267940469,0.204819211,0.418195763
CFAP20,1069.366232,0.257798536,0.208501804,1.236433121,0.216297611,0.43428221
TDP2,794.2501011,-0.489033465,0.151016628,-3.238275612,0.001202546,0.007820335
RNF126,599.2595676,-0.185153472,0.225682853,-0.820414442,0.411979885,0.637478571
MMP15,174.830689,0.739272959,0.390030847,1.89542177,0.058036547,0.176189612
EEF1A2,3944.994711,0.260336398,0.089081386,2.922455641,0.003472831,0.019051551
ZZEF1,1347.63713,0.352210585,0.166312106,2.11776877,0.034194655,0.119178337
TFPI,27.13110895,-0.742093121,0.301664826,-2.459992204,0.013894003,0.059672685
ZBTB18,816.4581664,-10.54197934,0.606643255,-17.37755963,1.22E-67,7.75E-65
FAM151B,46.91154644,-0.166528201,0.327307615,-0.508781933,0.610905084,0.794551257
KCTD1,152.7867108,-0.58918019,0.280452252,-2.100821742,0.035656617,0.122958524
ACVRL1,2.799865925,-0.454331392,0.940798971,-0.4829208,0.629151972,0.806107065
PHF21A,637.8641233,-0.220270505,0.247577072,-0.889704785,0.373624424,0.601576357
NCR3,2.959016191,-0.592526655,2.114424764,-0.280230664,0.779300542,0.896163072
GRK6,831.6724619,0.110107177,0.116210033,0.947484258,0.343392074,0.57410428
TSPAN17,1067.066495,0.217141003,0.113803258,1.908038554,0.056386233,0.172447288
SRGAP2,1068.886154,0.091999045,0.13351863,0.689035271,0.490801072,0.705390767
CATIP,4.184848546,0.837184354,1.164426816,0.718966914,0.472161306,0.690424739
NR5A2,4.612781015,-5.632699368,1.443186559,-3.90295997,9.50E-05,0.000859582
NAE1,3044.603549,-0.099160958,0.198712468,-0.499017297,0.617767199,0.798473646
RASSF3,441.5134728,0.790630531,0.16081535,4.916387231,8.82E-07,1.24E-05
TOLLIP,460.8320032,-0.179796147,0.185609569,-0.968679298,0.332705225,0.563045287
ARHGEF26,1856.92137,-0.140582214,0.094332206,-1.490288627,0.136148362,0.319760467
MOB3B,17.10386627,-2.522726229,0.428941536,-5.881282218,4.07E-09,8.31E-08
TACC3,1385.613786,0.232334121,0.160519649,1.447387424,0.147788446,0.338112126
PLPP1,307.1884181,1.249064721,0.128936927,9.687408775,3.41E-22,3.01E-20
DRD4,17.51213797,-0.702380889,0.455147886,-1.543192687,0.122784031,0.298696116
USP2-AS1,18.08444574,-0.26029864,0.387216563,-0.672230128,0.501437204,0.713257208
RDH16,6.35265547,-0.23826121,0.571405066,-0.41697427,0.676697228,0.835928054
LOC102724301,15.9037461,-0.402769925,0.482073388,-0.835495041,0.403439038,0.6297492
SBK1,115.5818385,0.2783213,0.256116178,1.086699413,0.277169673,0.504327899
FOCAD,1065.501454,-0.250741472,0.096451941,-2.599651916,0.009331836,0.043092892
PSIP1,3163.117871,0.14071436,0.165232961,0.851611926,0.394429518,0.62185614
PDGFRA,3.512918018,-0.413628344,1.357012193,-0.304808126,0.760512292,0.886030614
MRE11,637.8641814,-0.066025365,0.134757157,-0.489958128,0.624163529,0.802829245
TBCEL,753.490806,0.121027006,0.110450594,1.095756958,0.273185149,0.500718186
NBPF19,13736.10114,0.3482746,0.164049205,2.122988652,0.033754803,0.118125727
ATP5F1D,663.2034727,0.015683456,0.14039613,0.111708605,0.911054456,0.96060242
SPDYE16,3.866022221,1.243395101,0.93785787,1.32578202,0.18491191,0.390427356
LYRM4,292.6616912,-0.069382805,0.152642749,-0.454543731,0.649437524,0.818698696
MIR196A2,4.134117375,-0.582278699,0.748826084,-0.777588697,0.436811526,0.658506233
MIR744,4.635442691,-0.006579981,0.863997057,-0.007615745,0.993923574,0.998760773
MIR183,4.40527658,-0.975595848,0.896787445,-1.087878575,0.276648716,0.503823978
SEMA4B,418.8149101,0.607484349,0.303854602,1.999259994,0.04558023,0.147568453
FANCG,800.1167026,0.142818989,0.142226618,1.004164982,0.315299098,0.545134131
JHY,121.4842648,0.16169613,0.201252553,0.803448841,0.421715355,0.64570766
SPRY3,65.48697907,0.430561422,0.294459572,1.462208951,0.14368396,0.331337658
FAM120A,3637.95517,0.020036453,0.110544143,0.181252958,0.856169028,0.932670812
SNORD14E,58.55641669,-0.199480668,0.268855978,-0.741961068,0.458110924,0.678235748
SNORD14D,87.35895993,-0.564172886,0.226096388,-2.495275985,0.01258592,0.055158987
SNORD14C,51.78882586,-0.096772877,0.24080961,-0.401864678,0.687783619,0.842255749
TM9SF1,815.6009316,0.112396539,0.089234396,1.259565184,0.207826262,0.422715699
IKZF4,43.09114944,0.598766191,0.470156678,1.273546073,0.202824335,0.415264537
NR2C2,918.6166549,-0.004739181,0.163748639,-0.028941804,0.976911005,0.992839228
SEMA7A,81.60899327,1.615678258,0.312186795,5.175357452,2.27E-07,3.59E-06
FOXM1,1037.493885,0.175956076,0.186118469,0.945398253,0.344455594,0.575125594
VWA5A,270.1393316,0.349155997,0.279395688,1.249682841,0.211415428,0.427465579
DUSP19,168.5764738,-0.354904614,0.238173588,-1.49010903,0.13619557,0.319760467
TGFBR1,1393.848554,0.067218638,0.142363414,0.472162306,0.636810943,0.810575877
TCF15,51.61359804,1.819480771,0.339578972,5.358049005,8.41E-08,1.43E-06
MFHAS1,708.837921,0.451448007,0.141024244,3.201208487,0.001368525,0.008734657
GNA12,566.1019894,0.372902477,0.125471913,2.971999601,0.002958671,0.016696005
FNDC3A,1193.629713,0.021963551,0.173379317,0.126679185,0.899194321,0.954907828
LOC101929340,3.916640681,-0.49985377,0.914126403,-0.546810341,0.584509038,0.77574715
TMEM189,296.9477138,1.344123404,0.209145312,6.426744125,1.30E-10,3.35E-09
KLHL22,486.5985046,0.195002723,0.136706952,1.426428717,0.153744629,0.346224102
LOC100507283,18.29325012,-0.513195836,0.534810675,-0.959584131,0.337264559,0.5680571
EIF3B,5715.957191,0.172809177,0.082233756,2.101438448,0.035602496,0.122824149
CDC42BPB,1767.158455,0.28786307,0.201985453,1.425167333,0.154108837,0.346713398
CEP152,570.2868034,0.082270681,0.121772511,0.675609627,0.499288528,0.711725307
EXOSC3,1023.071449,-0.147537607,0.146843199,-1.004728913,0.315027402,0.544939012
METTL9,1182.412959,-0.140053914,0.11881902,-1.178716285,0.238511169,0.461002514
MEAF6,1109.235867,-0.273677868,0.120531552,-2.270591094,0.023171743,0.088784703
STT3A-AS1,3.587900764,-0.658226575,0.937230781,-0.702310027,0.482485841,0.699165084
TSPAN10,70.10924617,0.430066164,0.293270216,1.466450189,0.142525682,0.329586898
LSG1,1024.178978,-0.247036428,0.263709111,-0.936776234,0.348873673,0.578990789
LIG3,596.2226542,0.136790397,0.114479591,1.194888933,0.232130427,0.453176976
IGF1R,8.957632812,-0.87666071,0.692252864,-1.266387985,0.20537421,0.419069945
C17orf107,16.09018318,1.104450641,0.530310573,2.082648729,0.037283254,0.127210312
TNFSF9,85.61507629,-0.256826068,0.437190386,-0.587446742,0.556903709,0.754505862
UBR1,1043.953601,-0.069797852,0.103212914,-0.676251154,0.4988812,0.711366863
ZNF462,1221.348884,-0.394519739,0.20049661,-1.96771277,0.049101096,0.156151694
CACTIN,476.8483923,-0.071596264,0.120725681,-0.593049161,0.553148253,0.752096269
