"XIST_group","RNAss","sample_type"
"Low XIST",0.318075407935875,"Normal Tissue"
"Low XIST",0.369699847862381,"Normal Tissue"
"Low XIST",0.331903570707511,"Normal Tissue"
"Low XIST",0.353805725456677,"Normal Tissue"
"High XIST",0.145452942070308,"Normal Tissue"
"High XIST",0.167752831766281,"Normal Tissue"
"Low XIST",0.151932935469554,"Normal Tissue"
"High XIST",0.204780051268293,"Normal Tissue"
"Low XIST",0.523104848395985,"Normal Tissue"
"High XIST",0.394899585538192,"Normal Tissue"
"High XIST",0.297262737649852,"Normal Tissue"
"High XIST",0.145387909545302,"Normal Tissue"
"High XIST",0.0642154700531812,"Normal Tissue"
"Low XIST",0.389114554188751,"Normal Tissue"
"High XIST",0.154858583944382,"Normal Tissue"
"High XIST",0.164013495425387,"Normal Tissue"
"High XIST",0.0768229817087916,"Normal Tissue"
"High XIST",0.0643838520148216,"Normal Tissue"
"High XIST",0.0539567536953259,"Normal Tissue"
"Low XIST",0.308349977327491,"Normal Tissue"
"High XIST",0.122711622476041,"Normal Tissue"
"High XIST",0.128317055609755,"Normal Tissue"
"High XIST",0.163523882135557,"Normal Tissue"
"High XIST",0.201858319519544,"Normal Tissue"
"Low XIST",0.445832633100896,"Normal Tissue"
"High XIST",0.235094518667346,"Normal Tissue"
"High XIST",0.169099427987532,"Normal Tissue"
"Low XIST",0.146596736809291,"Normal Tissue"
"High XIST",0.159936317473776,"Normal Tissue"
"Low XIST",0.454580501158823,"Normal Tissue"
"Low XIST",0.455475795266231,"Normal Tissue"
"High XIST",0.487215025477213,"Normal Tissue"
"Low XIST",0.363439040393266,"Normal Tissue"
"Low XIST",0.368854067389269,"Normal Tissue"
"High XIST",0.0719548595455192,"Normal Tissue"
"High XIST",0.138657505744142,"Normal Tissue"
"Low XIST",0.420530780171021,"Normal Tissue"
"Low XIST",0.370070241431356,"Normal Tissue"
"High XIST",0.164196981477136,"Normal Tissue"
"High XIST",0.127233341803704,"Normal Tissue"
"High XIST",0.130701577596884,"Normal Tissue"
"Low XIST",0.520478336999019,"Normal Tissue"
"High XIST",0.383468946736473,"Normal Tissue"
"High XIST",0.257832687280726,"Normal Tissue"
"High XIST",0.167278039146771,"Normal Tissue"
"High XIST",0.17383042303229,"Normal Tissue"
"High XIST",0.115623596896216,"Normal Tissue"
"High XIST",0.331481140096835,"Normal Tissue"
"Low XIST",0.200878302711054,"Normal Tissue"
"Low XIST",0.306957213351847,"Normal Tissue"
"High XIST",0.124341378514698,"Normal Tissue"
"High XIST",0.290340473857802,"Normal Tissue"
"Low XIST",0.51582051545334,"Normal Tissue"
"High XIST",0.290023002742309,"Normal Tissue"
"High XIST",0.0777337306977653,"Normal Tissue"
"High XIST",0.290119361802365,"Normal Tissue"
"High XIST",0.165245896721685,"Normal Tissue"
"High XIST",0.0804150625203516,"Normal Tissue"
"Low XIST",0.396378134633912,"Normal Tissue"
"Low XIST",0.326821394630784,"Normal Tissue"
"Low XIST",0.318806899525456,"Normal Tissue"
"Low XIST",0.335236892000077,"Normal Tissue"
"Low XIST",0.226588544866216,"Normal Tissue"
"High XIST",0.1274088441441,"Normal Tissue"
"Low XIST",0.489923752877673,"Normal Tissue"
"High XIST",0.292381947840419,"Normal Tissue"
"High XIST",0.179040215001599,"Normal Tissue"
"High XIST",0.107895444658507,"Normal Tissue"
"High XIST",0.115205268376116,"Normal Tissue"
"Low XIST",0.216008969496756,"Normal Tissue"
"Low XIST",0.416764945693652,"Normal Tissue"
"Low XIST",0.540412904662103,"Normal Tissue"
"High XIST",0.188719371443548,"Normal Tissue"
"High XIST",0.295562224325372,"Normal Tissue"
"High XIST",0.403135901493686,"Normal Tissue"
"High XIST",0.352627012922492,"Normal Tissue"
"High XIST",0.175090993470451,"Normal Tissue"
"Low XIST",0.313125325466363,"Normal Tissue"
"High XIST",0.18397222993754,"Normal Tissue"
"High XIST",0.163461842858406,"Normal Tissue"
"High XIST",0.146526675339696,"Normal Tissue"
"Low XIST",0.572081160396144,"Normal Tissue"
"High XIST",0.0844509212528387,"Normal Tissue"
"High XIST",0.092592291034929,"Normal Tissue"
"High XIST",0.327670265923066,"Normal Tissue"
"High XIST",0.163166263318407,"Normal Tissue"
"High XIST",0.171700774381011,"Normal Tissue"
"High XIST",0.173259397113883,"Normal Tissue"
"High XIST",0.220244715131034,"Normal Tissue"
"High XIST",0.0862758651773431,"Normal Tissue"
"High XIST",0.153478646369955,"Normal Tissue"
"High XIST",0.124017511493083,"Normal Tissue"
"High XIST",0.157321319197947,"Normal Tissue"
"High XIST",0.333739113835571,"Normal Tissue"
"High XIST",0.105290536519136,"Normal Tissue"
"High XIST",0.231555961183027,"Normal Tissue"
"Low XIST",0.551489140157286,"Normal Tissue"
"High XIST",0.530832301719494,"Normal Tissue"
"Low XIST",0.509470723437798,"Normal Tissue"
"Low XIST",0.598039466464442,"Normal Tissue"
"Low XIST",0.379858172405598,"Normal Tissue"
"Low XIST",0.443821526675445,"Normal Tissue"
"Low XIST",0.50377512395581,"Normal Tissue"
"Low XIST",0.466532947490915,"Normal Tissue"
"Low XIST",0.481011880751769,"Normal Tissue"
"Low XIST",0.449094782741128,"Normal Tissue"
"Low XIST",0.413721372454309,"Normal Tissue"
"Low XIST",0.368158057186085,"Normal Tissue"
"High XIST",0.113080917371125,"Normal Tissue"
"High XIST",0.0847134901089901,"Normal Tissue"
"High XIST",0.125100351183124,"Normal Tissue"
"High XIST",0.102436145541898,"Normal Tissue"
"High XIST",0.232428866903861,"Normal Tissue"
"High XIST",0.0494569594195789,"Normal Tissue"
"High XIST",0.293401684500071,"Normal Tissue"
"High XIST",0.366502344744358,"Normal Tissue"
"High XIST",0.561330410463579,"Normal Tissue"
"Low XIST",0.513940428464532,"Normal Tissue"
"High XIST",0.116794231290929,"Normal Tissue"
"High XIST",0.162936212795024,"Normal Tissue"
"High XIST",0.228975863799184,"Normal Tissue"
"Low XIST",0.2557359177839,"Normal Tissue"
"Low XIST",0.410396623145083,"Normal Tissue"
"Low XIST",0.444648353873624,"Normal Tissue"
"Low XIST",0.471954552071229,"Normal Tissue"
"High XIST",0.132853477757259,"Normal Tissue"
"High XIST",0.228380717662908,"Normal Tissue"
"High XIST",0.117862776551934,"Normal Tissue"
"High XIST",0.167751548933401,"Normal Tissue"
"Low XIST",0.357533984143825,"Normal Tissue"
"High XIST",0.16627221239976,"Normal Tissue"
"Low XIST",0.528280311862751,"Normal Tissue"
"High XIST",0.157572993348102,"Normal Tissue"
"High XIST",0.205006690078551,"Normal Tissue"
"High XIST",0.0842811015487489,"Normal Tissue"
"High XIST",0.254332180333115,"Normal Tissue"
"High XIST",0.15885807287619,"Normal Tissue"
"High XIST",0.0959364536274074,"Normal Tissue"
"High XIST",0.137438906050381,"Normal Tissue"
"Low XIST",0.394768812134229,"Normal Tissue"
"High XIST",0.366772188466531,"Normal Tissue"
"High XIST",0.41923159693456,"Normal Tissue"
"Low XIST",0.457237431255366,"Normal Tissue"
"Low XIST",0.34724997223203,"Normal Tissue"
"Low XIST",0.29262688611048,"Normal Tissue"
"Low XIST",0.398524683781928,"Normal Tissue"
"High XIST",0.224566887883078,"Normal Tissue"
"Low XIST",0.300095661080611,"Normal Tissue"
"High XIST",0.105276283272776,"Normal Tissue"
"Low XIST",0.359988973601022,"Normal Tissue"
"Low XIST",0.456594972879841,"Normal Tissue"
"Low XIST",0.442989419360381,"Normal Tissue"
"Low XIST",0.430202667404083,"Normal Tissue"
"Low XIST",0.381787707397716,"Normal Tissue"
"Low XIST",0.334699760639016,"Normal Tissue"
"Low XIST",0.33436758788725,"Normal Tissue"
"Low XIST",0.34960607015946,"Normal Tissue"
"Low XIST",0.35701175916098,"Normal Tissue"
"High XIST",0.24136928210945,"Normal Tissue"
"High XIST",0.137121308552642,"Normal Tissue"
"High XIST",0.173059925230175,"Normal Tissue"
"Low XIST",0.303842679651194,"Normal Tissue"
"High XIST",0.141110260689349,"Normal Tissue"
"Low XIST",0.406738406153658,"Normal Tissue"
"High XIST",0.209122045272785,"Normal Tissue"
"High XIST",0.821317283536164,"Normal Tissue"
"Low XIST",0.542544990883861,"Normal Tissue"
"Low XIST",0.459034145414363,"Normal Tissue"
"Low XIST",0.336853931789725,"Normal Tissue"
"Low XIST",0.36919424403232,"Normal Tissue"
"Low XIST",0.35939455320005,"Normal Tissue"
"High XIST",0.248994331299766,"Normal Tissue"
"High XIST",0.0820825465724686,"Normal Tissue"
"Low XIST",0.382162463887404,"Normal Tissue"
"High XIST",0.159771992891557,"Normal Tissue"
"High XIST",0.0196267892853441,"Normal Tissue"
"Low XIST",0.0742325292571763,"Normal Tissue"
"Low XIST",0.0800441001095242,"Normal Tissue"
"Low XIST",0.28109730010434,"Normal Tissue"
"High XIST",0.177093562947374,"Normal Tissue"
"High XIST",0.0319092102932507,"Normal Tissue"
"Low XIST",0.443731131487855,"Normal Tissue"
"High XIST",0.962142133510736,"Normal Tissue"
"Low XIST",0.506684630190587,"Normal Tissue"
"High XIST",0.456766177823391,"Normal Tissue"
"Low XIST",0.471235245651218,"Normal Tissue"
"Low XIST",0.534066227526527,"Normal Tissue"
"Low XIST",0.436265392270293,"Normal Tissue"
"Low XIST",0.386691209942139,"Normal Tissue"
"Low XIST",0.437923752779802,"Normal Tissue"
"Low XIST",0.430767850462848,"Normal Tissue"
"Low XIST",0.370355919316642,"Normal Tissue"
"Low XIST",0.390398164817641,"Normal Tissue"
"Low XIST",0.342818917410684,"Normal Tissue"
"Low XIST",0.398715772051527,"Normal Tissue"
"High XIST",0.142378856160227,"Normal Tissue"
"High XIST",0.0831646963288201,"Normal Tissue"
"High XIST",0.192520264853973,"Normal Tissue"
"Low XIST",0.184644718362306,"Normal Tissue"
"High XIST",0.0897339188303745,"Normal Tissue"
"High XIST",0.0909828670848384,"Normal Tissue"
"High XIST",0.12860471233652,"Normal Tissue"
"Low XIST",0.209698790170485,"Normal Tissue"
"High XIST",0.179827404130761,"Normal Tissue"
"High XIST",0.105323980776035,"Normal Tissue"
"High XIST",0.372822362096286,"Normal Tissue"
"High XIST",0.918849887468552,"Normal Tissue"
"Low XIST",0.480236984611419,"Normal Tissue"
"High XIST",0.425377685246352,"Normal Tissue"
"Low XIST",0.553649220779008,"Normal Tissue"
"Low XIST",0.402497926629315,"Normal Tissue"
"Low XIST",0.350960006154673,"Normal Tissue"
"Low XIST",0.369782731511223,"Normal Tissue"
"Low XIST",0.416765316831758,"Normal Tissue"
"Low XIST",0.374256651215227,"Normal Tissue"
"High XIST",0.193785005509525,"Normal Tissue"
"High XIST",0.237073469258209,"Normal Tissue"
"Low XIST",0.373586101685505,"Normal Tissue"
"Low XIST",0.410197345805741,"Normal Tissue"
"High XIST",0.355940566796073,"Normal Tissue"
"High XIST",0.434792265653798,"Normal Tissue"
"Low XIST",0.383685986368867,"Normal Tissue"
"Low XIST",0.191494975630505,"Normal Tissue"
"Low XIST",0.42942530658619,"Normal Tissue"
"High XIST",0.295719097322489,"Normal Tissue"
"High XIST",0.23306758929736,"Normal Tissue"
"Low XIST",0.407056068157524,"Normal Tissue"
"Low XIST",0.355679673118899,"Normal Tissue"
"Low XIST",0.454413687716729,"Normal Tissue"
"High XIST",0.513602022386841,"Normal Tissue"
"High XIST",0.121253816658714,"Normal Tissue"
"Low XIST",0.449080039063664,"Normal Tissue"
"Low XIST",0.503825250527124,"Normal Tissue"
"High XIST",0.465654090788481,"Normal Tissue"
"Low XIST",0.532100042655958,"Normal Tissue"
"Low XIST",0.592031192016574,"Normal Tissue"
"Low XIST",0.489896376620154,"Normal Tissue"
"Low XIST",0.454978937164726,"Normal Tissue"
"Low XIST",0.498878874484524,"Normal Tissue"
"Low XIST",0.495354226035256,"Normal Tissue"
"Low XIST",0.362459305171849,"Normal Tissue"
"High XIST",0.0697129122288488,"Normal Tissue"
"High XIST",0.0154753885194177,"Normal Tissue"
"Low XIST",0.195499026083782,"Normal Tissue"
"Low XIST",0.452108014754131,"Normal Tissue"
"High XIST",0.173740699430586,"Normal Tissue"
"Low XIST",0.452585368398752,"Normal Tissue"
"Low XIST",0.398562555320243,"Normal Tissue"
"High XIST",0.204011062913033,"Normal Tissue"
"High XIST",0.151211269713794,"Normal Tissue"
"High XIST",0.36136320669269,"Normal Tissue"
"High XIST",0.247337016807605,"Normal Tissue"
"Low XIST",0.380184008145988,"Normal Tissue"
"High XIST",0.374919267910495,"Normal Tissue"
"Low XIST",0.537003511474336,"Normal Tissue"
"High XIST",0.0242252279945703,"Normal Tissue"
"Low XIST",0.35586999151995,"Normal Tissue"
"Low XIST",0.290656697727685,"Normal Tissue"
"Low XIST",0.379970141909507,"Normal Tissue"
"High XIST",0.0401233645072851,"Normal Tissue"
"High XIST",0.277292299857103,"Normal Tissue"
"High XIST",0.963097206311311,"Normal Tissue"
"Low XIST",0.515000701148209,"Normal Tissue"
"High XIST",0.464278008943472,"Normal Tissue"
"Low XIST",0.477899382614085,"Normal Tissue"
"High XIST",0.212250245628043,"Normal Tissue"
"High XIST",0.094306558042332,"Normal Tissue"
"Low XIST",0.277215598245078,"Normal Tissue"
"Low XIST",0.623095048959629,"Normal Tissue"
"High XIST",0.16961070607057,"Normal Tissue"
"High XIST",0.254122903320097,"Normal Tissue"
"Low XIST",0.343316682234412,"Normal Tissue"
"High XIST",0.149418130071972,"Normal Tissue"
"High XIST",0.976200139130775,"Normal Tissue"
"Low XIST",0.53443638867603,"Normal Tissue"
"High XIST",0.501874625999591,"Normal Tissue"
"High XIST",0.222813685263419,"Normal Tissue"
"High XIST",0.124772069402598,"Normal Tissue"
"Low XIST",0.402691812764901,"Normal Tissue"
"High XIST",0.113344080345244,"Normal Tissue"
"High XIST",0.170742007020001,"Normal Tissue"
"Low XIST",0.369026715407938,"Normal Tissue"
"Low XIST",0.357038059744714,"Normal Tissue"
"High XIST",0.172129216370895,"Normal Tissue"
"Low XIST",0.366047370017926,"Normal Tissue"
"High XIST",0.0861028573654602,"Normal Tissue"
"High XIST",0.860423986864379,"Normal Tissue"
"Low XIST",0.482981845495175,"Normal Tissue"
"High XIST",0.427844606063794,"Normal Tissue"
"Low XIST",0.479616887935017,"Normal Tissue"
"Low XIST",0.537702257590767,"Normal Tissue"
"Low XIST",0.416665335624658,"Normal Tissue"
"Low XIST",0.366326562678328,"Normal Tissue"
"Low XIST",0.463801126983524,"Normal Tissue"
"Low XIST",0.388408504837849,"Normal Tissue"
"Low XIST",0.383938391734982,"Normal Tissue"
"Low XIST",0.430516993021121,"Normal Tissue"
"Low XIST",0.34853829904457,"Normal Tissue"
"Low XIST",0.419804895458359,"Normal Tissue"
"High XIST",0.137119232219448,"Normal Tissue"
"High XIST",0.191625637609263,"Normal Tissue"
"High XIST",0.197569413069027,"Normal Tissue"
"Low XIST",0.177607614242353,"Normal Tissue"
"High XIST",0.139427555925802,"Normal Tissue"
"Low XIST",0.148857499417972,"Normal Tissue"
"High XIST",0.334516475183699,"Normal Tissue"
"Low XIST",0.514084930169453,"Normal Tissue"
"Low XIST",0.371536894577177,"Normal Tissue"
"Low XIST",0.398268298399773,"Normal Tissue"
"Low XIST",0.383141109316284,"Normal Tissue"
"Low XIST",0.41484918113017,"Normal Tissue"
"Low XIST",0.442879566436982,"Normal Tissue"
"Low XIST",0.43746882888176,"Normal Tissue"
"High XIST",0.0860968452762723,"Normal Tissue"
"High XIST",0.0830538693303351,"Normal Tissue"
"High XIST",0.174468064907941,"Normal Tissue"
"High XIST",0.137416934287366,"Normal Tissue"
"Low XIST",0.375909653295301,"Normal Tissue"
"High XIST",0.130007686727632,"Normal Tissue"
"High XIST",0.0986695690645628,"Normal Tissue"
"High XIST",0.0535782435162821,"Normal Tissue"
"Low XIST",0.208869531269341,"Normal Tissue"
"Low XIST",0.383863488312504,"Normal Tissue"
"High XIST",0.0643481996075143,"Normal Tissue"
"High XIST",0.0230108302994922,"Normal Tissue"
"High XIST",0.0480861433194149,"Normal Tissue"
"High XIST",0.316086570043674,"Normal Tissue"
"Low XIST",0.49739054769045,"Normal Tissue"
"High XIST",0.232109403684156,"Normal Tissue"
"High XIST",0.139936242085413,"Normal Tissue"
"High XIST",0.174625706188569,"Normal Tissue"
"High XIST",0.153672754218842,"Normal Tissue"
"High XIST",0.269063847363433,"Normal Tissue"
"High XIST",0.204628488763119,"Normal Tissue"
"High XIST",0.167044855344567,"Normal Tissue"
"High XIST",0.177702105659756,"Normal Tissue"
"High XIST",0.369384629763529,"Normal Tissue"
"High XIST",0.91522254678258,"Normal Tissue"
"Low XIST",0.494907218713684,"Normal Tissue"
"High XIST",0.0963038349632304,"Normal Tissue"
"High XIST",0.160192012697185,"Normal Tissue"
"High XIST",0.166798686404572,"Normal Tissue"
"Low XIST",0.407707033458141,"Normal Tissue"
"Low XIST",0.174745218229444,"Normal Tissue"
"Low XIST",0.535100897775795,"Normal Tissue"
"Low XIST",0.549349092248696,"Normal Tissue"
"Low XIST",0.29918708866929,"Normal Tissue"
"Low XIST",0.33306540519698,"Normal Tissue"
"Low XIST",0.304292342821847,"Normal Tissue"
"Low XIST",0.377268403279305,"Normal Tissue"
"High XIST",0.0612434383871918,"Normal Tissue"
"High XIST",0.295423885015966,"Normal Tissue"
"High XIST",0.134615330004555,"Normal Tissue"
"High XIST",0.119374134796154,"Normal Tissue"
"High XIST",0.0394754089762,"Normal Tissue"
"Low XIST",0.05813285449324,"Normal Tissue"
"Low XIST",0.376572590183883,"Normal Tissue"
"High XIST",0.0424980172182234,"Normal Tissue"
"Low XIST",0.477463372642351,"Normal Tissue"
"Low XIST",0.41339661284483,"Normal Tissue"
"Low XIST",0.36978413037989,"Normal Tissue"
"Low XIST",0.379753232827608,"Normal Tissue"
"Low XIST",0.400742691573303,"Normal Tissue"
"Low XIST",0.459777068477264,"Normal Tissue"
"Low XIST",0.348373856214824,"Normal Tissue"
"Low XIST",0.313010325434374,"Normal Tissue"
"Low XIST",0.0337805950648979,"Normal Tissue"
"Low XIST",0.00462076500220335,"Normal Tissue"
"High XIST",0.119757616921765,"Normal Tissue"
"High XIST",0.0448984449567088,"Normal Tissue"
"Low XIST",0.351376536433476,"Normal Tissue"
"Low XIST",0.537921568771846,"Normal Tissue"
"Low XIST",0.375479086115331,"Normal Tissue"
"High XIST",0.122891099423871,"Normal Tissue"
"High XIST",0.2122614512698,"Normal Tissue"
"High XIST",0.951373488954573,"Normal Tissue"
"Low XIST",0.35587534506647,"Normal Tissue"
"Low XIST",0.320581527466444,"Normal Tissue"
"Low XIST",0.33127064425955,"Normal Tissue"
"Low XIST",0.325310654918572,"Normal Tissue"
"High XIST",0.14540211820465,"Normal Tissue"
"High XIST",0.251038323733176,"Normal Tissue"
"High XIST",0.13292501880646,"Normal Tissue"
"High XIST",0.163548069309394,"Normal Tissue"
"Low XIST",0.44090196845308,"Normal Tissue"
"Low XIST",0.456161487004853,"Normal Tissue"
"Low XIST",0.385583422441011,"Normal Tissue"
"Low XIST",0.401824668471853,"Normal Tissue"
"Low XIST",0.333097661537394,"Normal Tissue"
"Low XIST",0.471287537295566,"Normal Tissue"
"Low XIST",0.377693254233984,"Normal Tissue"
"Low XIST",0.388246589706193,"Normal Tissue"
"High XIST",0.0539611528403354,"Normal Tissue"
"High XIST",0.0941551365694758,"Normal Tissue"
"High XIST",0.0643168362588152,"Normal Tissue"
"High XIST",0.0920821427462988,"Normal Tissue"
"High XIST",0.166379582788212,"Normal Tissue"
"High XIST",0.0508287168566478,"Normal Tissue"
"Low XIST",0.320997028063809,"Normal Tissue"
"Low XIST",0.319256889998343,"Normal Tissue"
"High XIST",0.133776238174196,"Normal Tissue"
"High XIST",0.0210847648095621,"Normal Tissue"
"High XIST",0.517580424140962,"Normal Tissue"
"High XIST",0.272276992022218,"Normal Tissue"
"Low XIST",0.521786497335547,"Normal Tissue"
"Low XIST",0.374653791503907,"Normal Tissue"
"Low XIST",0.343284951693983,"Normal Tissue"
"Low XIST",0.38319184548468,"Normal Tissue"
"High XIST",0.157800216423787,"Normal Tissue"
"High XIST",0.144331606317708,"Normal Tissue"
"High XIST",0.0937937369696687,"Normal Tissue"
"High XIST",0.202430665486698,"Normal Tissue"
"Low XIST",0.146066809641928,"Normal Tissue"
"Low XIST",0.213059407818891,"Normal Tissue"
"Low XIST",0.255370399301977,"Normal Tissue"
"Low XIST",0.357626027755174,"Normal Tissue"
"High XIST",0.953143954607166,"Normal Tissue"
"Low XIST",0.559749993957388,"Normal Tissue"
"High XIST",0.0646997461068641,"Normal Tissue"
"High XIST",0.179206445094537,"Normal Tissue"
"High XIST",0.120064110572661,"Normal Tissue"
"High XIST",0.15191664988129,"Normal Tissue"
"High XIST",0.936580502339317,"Normal Tissue"
"Low XIST",0.503053554140511,"Normal Tissue"
"Low XIST",0.484383572963287,"Normal Tissue"
"Low XIST",0.446277591906254,"Normal Tissue"
"Low XIST",0.490198115879893,"Normal Tissue"
"Low XIST",0.374250757076244,"Normal Tissue"
"Low XIST",0.420633946247985,"Normal Tissue"
"Low XIST",0.43329639080505,"Normal Tissue"
"High XIST",0.118828350947047,"Normal Tissue"
"High XIST",0.0966965180778658,"Normal Tissue"
"Low XIST",0.255737639777994,"Normal Tissue"
"Low XIST",0.48330471491054,"Normal Tissue"
"Low XIST",0.411792661385258,"Normal Tissue"
"High XIST",0.145107248533052,"Normal Tissue"
"Low XIST",0.542561526169787,"Normal Tissue"
"High XIST",0.0797143957505852,"Normal Tissue"
"High XIST",0.0408533545022521,"Normal Tissue"
"High XIST",0.132081881930381,"Normal Tissue"
"High XIST",0.917754498503442,"Normal Tissue"
"Low XIST",0.495950563174895,"Normal Tissue"
"High XIST",0.199169222847524,"Normal Tissue"
"Low XIST",0.126143176719092,"Normal Tissue"
"Low XIST",0.333664435513551,"Normal Tissue"
"High XIST",0.160131671331193,"Normal Tissue"
"High XIST",0.14173766570287,"Normal Tissue"
"High XIST",0.181177053105137,"Normal Tissue"
"Low XIST",0.445970413084417,"Normal Tissue"
"High XIST",0.905991052958252,"Normal Tissue"
"Low XIST",0.512748708757981,"Normal Tissue"
"High XIST",0.21008022693378,"Normal Tissue"
"Low XIST",0.232472926747285,"Normal Tissue"
"High XIST",0.141057086393108,"Normal Tissue"
"High XIST",0.0799209277203459,"Normal Tissue"
"High XIST",0.182444523117193,"Normal Tissue"
"High XIST",0.159677496979756,"Normal Tissue"
"High XIST",0.12395177170975,"Normal Tissue"
"High XIST",0.238687527215744,"Normal Tissue"
"High XIST",0.977582477371071,"Normal Tissue"
"Low XIST",0.509224742594153,"Normal Tissue"
"High XIST",0.142656621469855,"Normal Tissue"
"High XIST",0.148727819827103,"Normal Tissue"
"High XIST",0.249811672126662,"Normal Tissue"
"High XIST",0.222563031877486,"Normal Tissue"
"High XIST",0.298085653140576,"Normal Tissue"
"Low XIST",0.274896787442956,"Normal Tissue"
"High XIST",0.0907730442321642,"Normal Tissue"
"High XIST",0.233944975002563,"Normal Tissue"
"High XIST",0.368624860730994,"Normal Tissue"
"High XIST",0.139627851586271,"Normal Tissue"
"High XIST",0.150073630872998,"Normal Tissue"
"High XIST",0.15248552802993,"Normal Tissue"
"High XIST",0.107553453261939,"Normal Tissue"
"High XIST",0.186325656290487,"Normal Tissue"
"High XIST",0.236920136462645,"Normal Tissue"
"Low XIST",0.489189159853486,"Normal Tissue"
"Low XIST",0.458389979187499,"Normal Tissue"
"Low XIST",0.363492905353335,"Normal Tissue"
"Low XIST",0.491148481355928,"Normal Tissue"
"Low XIST",0.413951927401601,"Normal Tissue"
"Low XIST",0.402029569125536,"Normal Tissue"
"Low XIST",0.405428351457442,"Normal Tissue"
"High XIST",0.136598805839602,"Normal Tissue"
"High XIST",0.11774541442683,"Normal Tissue"
"High XIST",0.291936570828564,"Normal Tissue"
"High XIST",0.0744010504861705,"Normal Tissue"
"High XIST",0.075237860371181,"Normal Tissue"
"Low XIST",0.33018692046834,"Normal Tissue"
"High XIST",0.55592653437644,"Normal Tissue"
"High XIST",0.942051185202772,"Normal Tissue"
"Low XIST",0.499789176586345,"Normal Tissue"
"High XIST",0.121885173261913,"Normal Tissue"
"High XIST",0.173311093760335,"Normal Tissue"
"Low XIST",0.468408126842512,"Normal Tissue"
"High XIST",0.181232618323922,"Normal Tissue"
"High XIST",0.109144626043036,"Normal Tissue"
"High XIST",0.172328494698685,"Normal Tissue"
"Low XIST",0.19614535562226,"Normal Tissue"
"High XIST",0.188923824996887,"Normal Tissue"
"High XIST",1,"Normal Tissue"
"Low XIST",0.505949870466091,"Normal Tissue"
"High XIST",0.216159183865074,"Normal Tissue"
"High XIST",0.0988687630430316,"Normal Tissue"
"High XIST",0.207045221737445,"Normal Tissue"
"Low XIST",0.381792198306375,"Normal Tissue"
"High XIST",0.269904935193503,"Normal Tissue"
"High XIST",0.287838191370929,"Normal Tissue"
"High XIST",0.185322194034309,"Normal Tissue"
"High XIST",0.108619755556615,"Normal Tissue"
"High XIST",0.171094684424787,"Normal Tissue"
"Low XIST",0.421245824629847,"Normal Tissue"
"Low XIST",0.519319595828781,"Normal Tissue"
"High XIST",0.229493889730207,"Normal Tissue"
"Low XIST",0.28933536460526,"Normal Tissue"
"High XIST",0.124513217191161,"Normal Tissue"
"High XIST",0.142466488485361,"Normal Tissue"
"High XIST",0.202792813159049,"Normal Tissue"
"High XIST",0.179019765000599,"Normal Tissue"
"High XIST",0.158519658695225,"Normal Tissue"
"High XIST",0.189152105787661,"Normal Tissue"
"Low XIST",0.568024678550148,"Normal Tissue"
"Low XIST",0.560618130769041,"Normal Tissue"
"Low XIST",0.223006330012695,"Normal Tissue"
"High XIST",0.197962670454457,"Normal Tissue"
"High XIST",0.117585583078659,"Normal Tissue"
"High XIST",0.212023177467134,"Normal Tissue"
"High XIST",0.11203110797991,"Normal Tissue"
"Low XIST",0.395598097853475,"Normal Tissue"
"Low XIST",0.586063657639896,"Normal Tissue"
"High XIST",0.107509220884981,"Normal Tissue"
"High XIST",0.274823169127414,"Normal Tissue"
"High XIST",0.107573951251801,"Normal Tissue"
"High XIST",0.121548036100729,"Normal Tissue"
"High XIST",0.125613283154215,"Normal Tissue"
"Low XIST",0.520887269326613,"Normal Tissue"
"High XIST",0.152370546108653,"Normal Tissue"
"Low XIST",0.25583379729785,"Normal Tissue"
"High XIST",0.128785211565267,"Normal Tissue"
"High XIST",0.0746187085372496,"Normal Tissue"
"High XIST",0.251585447142463,"Normal Tissue"
"High XIST",0.209207220192845,"Normal Tissue"
"High XIST",0.200209367897541,"Normal Tissue"
"High XIST",0.104772608964202,"Normal Tissue"
"Low XIST",0.487675773926933,"Normal Tissue"
"High XIST",0.240721333511457,"Normal Tissue"
"High XIST",0.155063521151344,"Normal Tissue"
"Low XIST",0.19571378137754,"Normal Tissue"
"High XIST",0.235856184635983,"Normal Tissue"
"High XIST",0.161478680689611,"Normal Tissue"
"High XIST",0.0775223176815797,"Normal Tissue"
"Low XIST",0.563502889325804,"Normal Tissue"
"High XIST",0.209939756895956,"Normal Tissue"
"Low XIST",0.270840848394542,"Normal Tissue"
"Low XIST",0.403694944287113,"Normal Tissue"
"High XIST",0.408308749284393,"Normal Tissue"
"High XIST",0.113754951703166,"Normal Tissue"
"High XIST",0.0957220151791409,"Normal Tissue"
"High XIST",0.886300113367812,"Normal Tissue"
"Low XIST",0.525229280533518,"Normal Tissue"
"Low XIST",0.416274307813014,"Normal Tissue"
"Low XIST",0.341211341441019,"Normal Tissue"
"Low XIST",0.349155265943644,"Normal Tissue"
"Low XIST",0.370294360563965,"Normal Tissue"
"Low XIST",0.319454887999008,"Normal Tissue"
"High XIST",0.163087778754642,"Normal Tissue"
"Low XIST",0.0402383358287085,"Normal Tissue"
"High XIST",0.166551192217744,"Normal Tissue"
"Low XIST",0.442217760625909,"Normal Tissue"
