"XIST","RNAss","sample_type"
5.91387075332386,0.129850169907671,"Normal Tissue"
5.10521710609709,0.377538130508128,"Normal Tissue"
6.89240316975994,0.178239825291056,"Normal Tissue"
6.69906572936909,0.0733513853928236,"Normal Tissue"
5.54723387761439,0.0859187052367076,"Normal Tissue"
5.75678313304761,0.126448180599395,"Normal Tissue"
6.83921638799861,0.0776644081421158,"Normal Tissue"
6.24984350637652,0.320489466105331,"Normal Tissue"
5.75838313510535,0.180689752798607,"Normal Tissue"
5.42629830535944,0.245687109821805,"Normal Tissue"
6.37887571908322,0.260804602543917,"Normal Tissue"
3.41562347512092,0.438665912169098,"Normal Tissue"
7.35050608710019,0.90398198642004,"Normal Tissue"
2.04229412620617,0.494232052752091,"Normal Tissue"
5.92174574580772,0.427683061112563,"Normal Tissue"
4.87730254099799,0.198892852347602,"Normal Tissue"
5.6943509218695,0.219460995470952,"Normal Tissue"
5.46208504744155,0.308579918295417,"Normal Tissue"
5.6990796145877,0.111975093342549,"Normal Tissue"
5.04049795827222,0.34456299399764,"Normal Tissue"
5.20324031688829,0.227816239909709,"Normal Tissue"
4.6508219901012,0.385601188666282,"Normal Tissue"
4.48032975748114,0.262853118552782,"Normal Tissue"
4.68767661450825,0.288946099848274,"Normal Tissue"
5.73690247487742,0.371795513983019,"Normal Tissue"
5.44794279979627,0.120188816415618,"Normal Tissue"
6.16773926655221,0.153419969138743,"Normal Tissue"
4.92319673061291,0.355788862982275,"Normal Tissue"
6.04441597820863,0.200968636134631,"Normal Tissue"
5.57685465712973,0.376677348743515,"Normal Tissue"
6.03674508139095,0.17511734145714,"Normal Tissue"
4.96813684380229,0.41730275439209,"Normal Tissue"
6.27781741471756,0.162153390805442,"Normal Tissue"
4.60175593432825,0.3718664239863,"Normal Tissue"
4.93031156144962,0.203530540225783,"Normal Tissue"
1.48491148691083,0.40045892263677,"Normal Tissue"
4.7777353116322,0.11455097188155,"Normal Tissue"
5.39441124542997,0.42955282364572,"Normal Tissue"
3.32163952702144,0.463367561236587,"Normal Tissue"
6.39490851066681,0.243382925732104,"Normal Tissue"
7.8448689311327,0.181218622521807,"Normal Tissue"
6.6625046056504,0.0498448612159729,"Normal Tissue"
6.73742988691439,0.125209873183533,"Normal Tissue"
4.17879430187179,0.426396234718234,"Normal Tissue"
5.76741644787071,0.219320490578596,"Normal Tissue"
5.17875447207344,0.341449600887341,"Normal Tissue"
5.47932758280766,0.19524850291003,"Normal Tissue"
5.85177402293208,0.298553479003418,"Normal Tissue"
4.97915649604846,0.399155223423833,"Normal Tissue"
5.61090672024708,0.107214707614627,"Normal Tissue"
7.24888582798045,0.127550724773073,"Normal Tissue"
4.44234639504381,0.465073544020309,"Normal Tissue"
5.98529548747609,0.530333317094245,"Normal Tissue"
0.190298791626594,0.469783060147995,"Normal Tissue"
5.93713249252654,0.298935183788483,"Normal Tissue"
7.69140155817791,0.143664407862346,"Normal Tissue"
6.12145063122244,0.0596623275529277,"Normal Tissue"
5.56806251539176,0.0914869953432568,"Normal Tissue"
5.07942078114841,0.100378909260019,"Normal Tissue"
6.45780767307555,0.0747557638743366,"Normal Tissue"
7.43547024891529,0.0345220860476451,"Normal Tissue"
6.16452483837219,0.260693617464969,"Normal Tissue"
4.72033319465959,0.33453568318924,"Normal Tissue"
6.77611715128903,0.343695177830205,"Normal Tissue"
1.33227828305693,0.494339616991206,"Normal Tissue"
6.43814311761717,0.327091453209846,"Normal Tissue"
5.53328300458422,0.281203652246334,"Normal Tissue"
6.23976080839783,0.244442634291787,"Normal Tissue"
3.78041509486169,0.298286188858424,"Normal Tissue"
5.56410374991986,0.126747772103239,"Normal Tissue"
4.80482799402856,0.229544693911762,"Normal Tissue"
6.00339984942752,0.199482607042778,"Normal Tissue"
5.07728573215741,0.444326183566116,"Normal Tissue"
5.74902467571414,0.172675773753728,"Normal Tissue"
4.32775920974967,0.404703267075769,"Normal Tissue"
5.45946440678836,0.235666189441711,"Normal Tissue"
4.89632029309276,0.554568378758364,"Normal Tissue"
5.33774676663877,0.194813043402667,"Normal Tissue"
4.97778363382386,0.412841419786018,"Normal Tissue"
7.18587645389709,0.212066331326407,"Normal Tissue"
7.38198412778222,0.198770683247211,"Normal Tissue"
5.51383811281681,0.368138406662264,"Normal Tissue"
4.60531653431967,0.293382063931964,"Normal Tissue"
3.24473486807525,0.403869569733312,"Normal Tissue"
5.76715156793737,0.200261785831178,"Normal Tissue"
5.08962526240096,0.246667845718955,"Normal Tissue"
5.58258610902383,0.450751266208985,"Normal Tissue"
4.8435316751683,0.263712036200323,"Normal Tissue"
5.12932423621443,0.295235897011038,"Normal Tissue"
4.16277398244944,0.247870367806595,"Normal Tissue"
4.41825742508808,0.164299904744255,"Normal Tissue"
4.23656915189719,0.411913219631924,"Normal Tissue"
6.9841449901914,0.875086299538924,"Normal Tissue"
3.0962618530584,0.484774170394,"Normal Tissue"
7.01681942814579,0.187604449344677,"Normal Tissue"
5.81457605747432,0.119886602897759,"Normal Tissue"
5.65423502529769,0.294459313817041,"Normal Tissue"
5.16233090047396,0.216874578212305,"Normal Tissue"
5.82275563703103,0.147009571574256,"Normal Tissue"
4.53922086117324,0.330810479409522,"Normal Tissue"
5.79210049842089,0.203148850118873,"Normal Tissue"
5.64503871493917,0.464087034672464,"Normal Tissue"
6.96810227512257,0.146067999558596,"Normal Tissue"
5.7227665546338,0.33568880164377,"Normal Tissue"
5.12560977731164,0.236857733175051,"Normal Tissue"
6.25419718685335,0.238465612931733,"Normal Tissue"
7.2677324136674,0.23555955469955,"Normal Tissue"
6.00878715026549,0.400960633497073,"Normal Tissue"
6.27297496415796,0.22318932226136,"Normal Tissue"
7.98755394332017,0.155095538502544,"Normal Tissue"
6.97270414038402,0.0937727355250761,"Normal Tissue"
6.93900319663342,0.099551478797944,"Normal Tissue"
4.58922417293047,0.412630081126932,"Normal Tissue"
5.07728573215741,0.173032084976404,"Normal Tissue"
5.82911382100317,0.225459945362134,"Normal Tissue"
5.60765580821725,0.279738701290466,"Normal Tissue"
6.87898276749103,0.932538865600692,"Normal Tissue"
-1.16165326347877,0.487183493481105,"Normal Tissue"
6.51508478800068,0.336045794411216,"Normal Tissue"
2.93168305705981,0.499828845658571,"Normal Tissue"
4.58802497495536,0.574923143018327,"Normal Tissue"
1.64477921926295,0.342492313177016,"Normal Tissue"
1.56315813040281,0.338245597419587,"Normal Tissue"
3.8043633828794,0.359666789381211,"Normal Tissue"
5.98575087645444,0.154529237991855,"Normal Tissue"
6.67526550237103,0.14043946069385,"Normal Tissue"
4.62708148944112,0.24575892850067,"Normal Tissue"
3.44903306002676,0.179719099392573,"Normal Tissue"
4.40877978292586,0.115574052109848,"Normal Tissue"
6.37383958365651,0.0609723763832409,"Normal Tissue"
6.01080221288249,0.129589610468773,"Normal Tissue"
7.81442865568201,0.179351186865812,"Normal Tissue"
7.84800316823859,0.139896314926388,"Normal Tissue"
5.85177402293208,0.334692733294774,"Normal Tissue"
7.29371073704851,0.202616313102955,"Normal Tissue"
6.2428120739804,0.48748142232678,"Normal Tissue"
5.58348899730485,0.392771943163982,"Normal Tissue"
5.02595897968697,0.410507980341489,"Normal Tissue"
5.14122840555475,0.236011812851476,"Normal Tissue"
5.90883692043986,0.242589887445587,"Normal Tissue"
7.16592198552356,0.108034839466008,"Normal Tissue"
6.86914346086645,0.217176563568977,"Normal Tissue"
3.89927232261827,0.411270337390189,"Normal Tissue"
5.75704992331409,0.507458972846744,"Normal Tissue"
1.19156265070076,0.492047381019481,"Normal Tissue"
6.32140502312255,0.343191263187256,"Normal Tissue"
2.25156762060825,0.384388958974465,"Normal Tissue"
5.61473928657071,0.558554568910213,"Normal Tissue"
2.77441810410581,0.423616526119303,"Normal Tissue"
2.45759429185641,0.41638328708923,"Normal Tissue"
1.23204671335011,0.373748364186234,"Normal Tissue"
4.26910797309569,0.39464563673321,"Normal Tissue"
2.53281564410817,0.380001813462969,"Normal Tissue"
3.72148203327172,0.423558196958853,"Normal Tissue"
3.11353381959191,0.295366187565049,"Normal Tissue"
3.02485154834094,0.359028435806398,"Normal Tissue"
6.56926322244769,0.067830488519575,"Normal Tissue"
7.74618510054142,0.141583322493025,"Normal Tissue"
4.18911291734477,0.270543856012753,"Normal Tissue"
3.82486966289182,0.377017421952012,"Normal Tissue"
3.6207036979639,0.293839078967739,"Normal Tissue"
5.68540758695759,0.0966727519340603,"Normal Tissue"
6.6157546835089,0.109510797069819,"Normal Tissue"
5.13056026699676,0.0658644499068721,"Normal Tissue"
6.37296950484158,0.0530199789718846,"Normal Tissue"
5.58378983454026,0.0818459596335239,"Normal Tissue"
2.23756371831768,0.121846297429945,"Normal Tissue"
6.2820876139513,0.0705710880190579,"Normal Tissue"
5.74176358479768,0.042189191603517,"Normal Tissue"
4.49959080242694,0.386313566352143,"Normal Tissue"
4.83344673639893,0.303633261343655,"Normal Tissue"
7.35227300245432,0.0229956096393796,"Normal Tissue"
6.30999467595953,0.310300227389063,"Normal Tissue"
6.81507582970294,0.0669264326580353,"Normal Tissue"
5.47900415209275,0.194934730964973,"Normal Tissue"
4.86250098466502,0.337493298036028,"Normal Tissue"
6.98072225161856,0.0538420814571023,"Normal Tissue"
5.67047213886299,0.0739457779308704,"Normal Tissue"
6.21763787107193,0.158264861247119,"Normal Tissue"
6.11958443351367,0.521934629279974,"Normal Tissue"
3.33356685113426,0.36079517391024,"Normal Tissue"
7.59246451235255,0.843485548656044,"Normal Tissue"
1.11303366529989,0.521473613344126,"Normal Tissue"
6.58707990447444,0.289169756403728,"Normal Tissue"
4.94209219132708,0.264536824469236,"Normal Tissue"
4.2480034427634,0.277719241398613,"Normal Tissue"
6.11833895923518,0.205691068516162,"Normal Tissue"
4.42095392611305,0.345992980920103,"Normal Tissue"
5.94112979211994,0.117378191409836,"Normal Tissue"
4.27731530048989,0.2459407704814,"Normal Tissue"
5.70489962322191,0.168733024326734,"Normal Tissue"
5.03610765927267,0.381879466051631,"Normal Tissue"
4.74475312502976,0.43218899641258,"Normal Tissue"
5.19459928185394,0.241753374882833,"Normal Tissue"
5.10395916114653,0.173777950755628,"Normal Tissue"
4.88220283795777,0.498316102895749,"Normal Tissue"
5.53328300458422,0.417847180614053,"Normal Tissue"
5.19144421093541,0.254714007465328,"Normal Tissue"
7.18686696896226,0.160349941354698,"Normal Tissue"
5.43031873026703,0.40665344305138,"Normal Tissue"
7.28170752188807,0.187976512044994,"Normal Tissue"
