gene_name,bicor_gtex,p_gtex,bicor_tcga,p_tcga,z_gtex,z_tcga,se_diff,z_diff,p_diff,padj_diff,delta_bicor
MACF1,0.519554837,0,0.255241059,5.31E-70,0.575729802,0.261011158,0.019695029,15.97959796,1.77E-57,2.86E-57,0.264313778
MAGI1,0.486874638,0,0.246068294,4.89E-65,0.531955726,0.25122336,0.019695029,14.25397073,4.24E-46,6.26E-46,0.240806344
MAPK1,0.342309352,4.26E-159,0.136844846,7.31E-21,0.356706063,0.137708783,0.019695029,11.11941905,1.01E-28,1.32E-28,0.205464506
MAPK8,0.683566006,0,0.22254234,3.14E-53,0.835777388,0.226329334,0.019695029,30.94425784,3.04E-210,1.84E-209,0.461023666
MAPK8IP3,0.435380079,7.26E-267,0.364227002,9.57E-146,0.466516079,0.381750835,0.019695029,4.303890298,1.68E-05,1.80E-05,0.071153077
MARCKS,0.221659664,1.84E-65,-0.010535937,0.472774086,0.225400858,-0.010536327,0.019695029,11.97952972,4.55E-33,6.10E-33,0.232195601
MET,0.39327227,1.72E-212,0.02563584,0.080603325,0.415665135,0.025641458,0.019695029,19.80315329,2.80E-87,5.91E-87,0.36763643
MMP14,0.489898158,0,-0.152088455,1.92E-25,0.535926325,-0.153277651,0.019695029,34.99380369,2.80E-268,3.89E-267,0.641986613
MPP7,0.272723482,2.03E-99,0.045049493,0.00213783,0.279803799,0.045080005,0.019695029,11.91792071,9.55E-33,1.27E-32,0.227673989
MSN,0.418352978,1.79E-244,-0.027432517,0.061526578,0.445693915,-0.027439401,0.019695029,24.02298155,1.60E-127,4.24E-127,0.445785495
MYH10,0.497246151,0,0.070256625,1.64E-06,0.545641058,0.070372564,0.019695029,24.13139354,1.17E-128,3.18E-128,0.426989526
MYH9,0.524149565,0,-0.085814502,4.67E-09,0.582044139,-0.086026087,0.019695029,33.92075376,3.29E-252,3.67E-251,0.609964067
MYO6,0.338337508,3.04E-155,0.216816836,1.49E-50,0.352213931,0.220313491,0.019695029,6.697143737,2.13E-11,2.42E-11,0.121520672
MYO7A,0.312888605,7.91E-132,0.072185009,8.42E-07,0.323744302,0.07231078,0.019695029,12.7663444,2.53E-37,3.52E-37,0.240703596
MYOM1,0.200615566,1.03E-53,0.155874135,1.18E-26,0.203373851,0.157155275,0.019695029,2.34671275,0.01893985,0.019706884,0.044741431
NCK2,0.429674006,3.23E-259,-0.010588376,0.470573428,0.459496806,-0.010588772,0.019695029,23.86823496,6.55E-126,1.72E-125,0.440262382
NDEL1,0.333619653,9.68E-151,0.0263731,0.072262479,0.346895735,0.026379217,0.019695029,16.27398053,1.51E-59,2.48E-59,0.307246553
NEDD9,0.362342215,2.08E-179,0.141944945,2.43E-22,0.379579481,0.142909958,0.019695029,12.01671366,2.90E-33,3.91E-33,0.22039727
NEXN,0.301640199,3.00E-122,0.010941789,0.455938778,0.311322998,0.010942226,0.019695029,15.2516035,1.61E-52,2.51E-52,0.29069841
NF2,0.22488692,2.23E-67,-0.022283094,0.128855504,0.22879744,-0.022286783,0.019695029,12.74860901,3.17E-37,4.40E-37,0.247170014
NISCH,0.668483765,0,0.298329293,3.93E-96,0.807996893,0.307684671,0.019695029,25.40296961,2.34E-142,7.44E-142,0.370154472
NME1,0.107103157,2.91E-16,-0.290464211,5.23E-91,0.107515529,-0.299073174,0.019695029,20.64422979,1.10E-94,2.45E-94,0.397567368
NRP1,0.540659163,0,0.138941618,1.83E-21,0.605086566,0.139846198,0.019695029,23.62222317,2.28E-123,5.85E-123,0.401717545
NRP2,0.465162096,0.00E+00,0.062015294,2.34E-05,0.503878722,0.062094979,0.019695029,22.43123093,1.95E-111,4.66E-111,0.403146802
NUDT16L1,0.291023213,1.49E-113,-0.007848189,0.592781802,0.299683793,-0.00784835,0.019695029,15.61470887,5.78E-55,9.24E-55,0.298871402
NUMB,0.582467325,0,0.140559366,6.21E-22,0.666188851,0.14149617,0.019695029,26.64086872,2.28E-156,8.38E-156,0.441907959
OSTF1,0.179863447,2.36E-43,-0.017460603,0.234080732,0.181841567,-0.017462378,0.019695029,10.11950504,4.53E-24,5.64E-24,0.19732405
PABPC1,0.441336016,5.24E-275,-0.213651075,4.18E-49,0.47388878,-0.216993947,0.019695029,35.079041,1.41E-269,2.14E-268,0.654987091
PAK1,0.290465274,4.18E-113,0.022799577,0.120222871,0.299074335,0.022803529,0.019695029,14.02743846,1.06E-44,1.54E-44,0.267665697
PALLD,0.391492331,1.09E-211,0.091112997,4.92E-10,0.413561277,0.091366388,0.019695029,16.35919859,3.74E-60,6.18E-60,0.300379334
PARD3,0.443505311,5.17E-278,-0.120206803,2.02E-16,0.476586026,-0.120790858,0.019695029,30.33135345,4.43E-202,2.46E-201,0.563712114
PARVA,0.524834985,0,-0.051099328,0.000493335,0.582989666,-0.051143874,0.019695029,32.19764451,1.90E-227,1.51E-226,0.575934313
PARVB,0.142883785,7.96E-28,-0.17910221,8.60E-35,0.143868234,-0.181054991,0.019695029,16.4977277,3.81E-61,6.39E-61,0.321985995
PDE4D,0.321922282,6.53E-140,0.148885989,1.93E-24,0.33379016,0.150000977,0.019695029,9.331754932,1.04E-20,1.27E-20,0.173036293
PDPK1,0.500720273,0,0.228675495,3.51E-56,0.55026697,0.232791431,0.019695029,16.1195772,1.86E-58,3.04E-58,0.272044778
PDZD2,0.113811319,3.55E-18,0.092603102,2.55E-10,0.114306574,0.092869173,0.019695029,1.088467582,0.27638874,0.280589177,0.021208217
PEAK1,0.551462291,0,0.194915744,5.21E-41,0.620480211,0.197442008,0.019695029,21.47944054,2.42E-102,5.62E-102,0.356546547
PFN1,0.245392166,2.90E-80,-0.344662577,1.01E-129,0.250503781,-0.359374068,0.019695029,30.9660804,1.54E-210,9.55E-210,0.590054743
PIK3CA,0.628230533,0,0.118356274,5.79E-16,0.738487596,0.118913619,0.019695029,31.45839384,3.22E-217,2.29E-216,0.509874259
PIP5K1C,0.447233191,3.14E-283,0.058785218,6.09E-05,0.48123632,0.058853073,0.019695029,21.44618562,4.96E-102,1.14E-101,0.388447973
PKD1,0.472110714,9.26274272823169e-320,0.161853776,1.22E-28,0.512782967,0.163289757,0.019695029,17.74524987,1.88E-70,3.30E-70,0.310256938
PKP4,0.327223125,9.26E-145,0.224489311,3.71E-54,0.339715213,0.228378691,0.019695029,5.653026594,1.58E-08,1.75E-08,0.102733814
PLAUR,0.355857958,1.13E-172,-0.185181083,4.08E-37,0.372135224,-0.187342477,0.019695029,28.4070515,1.65E-177,7.27E-177,0.541039041
PLCG1,0.687480983,0,0.220026869,4.82E-52,0.843163416,0.223684345,0.019695029,31.45357507,3.75E-217,2.61E-216,0.467454114
PLD1,0.298263391,1.92E-119,-0.066716756,5.33E-06,0.307612332,-0.066816009,0.019695029,19.01131209,1.37E-80,2.69E-80,0.364980147
PLEC,0.462676368,1.51E-305,-0.099419514,1.11E-11,0.500711293,-0.099749033,0.019695029,30.48791284,3.77E-204,2.13E-203,0.562095882
PLEKHA7,0.367159773,1.62E-184,0.135390486,1.89E-20,0.385136362,0.136226968,0.019695029,12.63818375,1.30E-36,1.79E-36,0.231769287
PPFIA1,0.629241453,0,0.12824251,1.71E-18,0.740159393,0.128952561,0.019695029,31.03355844,1.90E-211,1.20E-210,0.500998943
PPM1F,0.442525991,1.18E-276,0.117111086,1.17E-15,0.475367567,0.117650928,0.019695029,18.16278819,1.02E-73,1.86E-73,0.325414905
PPM1M,0.499075338,0,0.114764557,4.28E-15,0.548074021,0.115272428,0.019695029,21.97516919,4.98E-107,1.17E-106,0.384310781
PPP2CA,0.276349303,3.92E-102,0.065553696,7.75E-06,0.283725181,0.06564784,0.019695029,11.07270985,1.70E-28,2.21E-28,0.210795607
PRKACA,0.206559518,6.68E-57,-0.031679696,0.030826992,0.209574842,-0.0316903,0.019695029,12.25005272,1.68E-34,2.29E-34,0.238239214
PRKCA,0.209273324,2.16E-58,0.013902518,0.343430757,0.212411267,0.013903414,0.019695029,10.07908411,6.84E-24,8.49E-24,0.195370806
PRKCD,0.223846027,9.34E-67,0.016299174,0.266675051,0.22770137,0.016300618,0.019695029,10.73371121,7.07E-27,9.12E-27,0.207546853
PRKD1,0.570421336,0,0.151658516,2.65E-25,0.648147176,0.152837561,0.019695029,25.1489661,1.45E-139,4.44E-139,0.41876282
PRNP,0.354137544,6.53E-171,0.027571421,0.060222244,0.370166734,0.027578411,0.019695029,17.39465954,9.06E-68,1.58E-67,0.326566123
PSEN1,0.328016388,1.71E-145,0.053388959,0.000271905,0.340603859,0.053439772,0.019695029,14.5805364,3.74E-48,5.62E-48,0.274627429
PTEN,0.475077295,0,0.119519234,2.99E-16,0.516607324,0.120093267,0.019695029,20.13269736,3.82E-90,8.33E-90,0.355558061
PTK2,0.501144838,0,0.025652621,0.080405135,0.550833762,0.02565825,0.019695029,26.66538413,1.19E-156,4.40E-156,0.475492217
PTK2B,0.051975834,7.51E-05,0.173228453,1.27E-32,0.052022714,0.174993088,0.019695029,-6.243726482,4.27E-10,4.82E-10,-0.121252619
PTPN1,0.463855902,2.67E-307,-0.051490307,0.000446349,0.502213149,-0.051535884,0.019695029,28.11618276,6.21E-174,2.66E-173,0.515346209
PTPN11,0.285020891,8.48E-109,0.192765361,3.94E-40,0.293138465,0.195207671,0.019695029,4.972361023,6.61E-07,7.24E-07,0.09225553
PTPN12,0.535973615,0,0.066101517,6.50E-06,0.59848916,0.066198045,0.019695029,27.02667345,7.18E-161,2.76E-160,0.469872098
PTPN14,0.489499002,0,-0.040765972,0.005451305,0.535401255,-0.040788577,0.019695029,29.25559713,3.81E-188,1.82E-187,0.530264974
PTPN2,0.573185086,0,-0.037774425,0.010024288,0.652253549,-0.037792407,0.019695029,35.03655459,6.25E-269,9.07E-268,0.610959511
PTPN6,0.209270395,2.22E-58,0.007676143,0.600915183,0.212408204,0.007676294,0.019695029,10.39510583,2.61E-25,3.29E-25,0.201594252
PTPRA,0.430608462,1.85E-260,0.129413941,8.30E-19,0.460643409,0.130143762,0.019695029,16.78086624,3.37E-63,5.74E-63,0.301194521
PTPRF,0.324475398,3.10E-142,-0.062101261,2.28E-05,0.336641078,-0.062181279,0.019695029,20.24989953,3.56E-91,7.82E-91,0.386576659
PTPRH,0.153657353,1.17E-31,-0.079088662,7.34E-08,0.154884092,-0.079254184,0.019695029,11.88819152,1.36E-32,1.81E-32,0.232746015
PTPRJ,0.207878562,1.27E-57,0.1451346,2.72E-23,0.210953067,0.146166717,0.019695029,3.28947728,0.001003737,0.001057565,0.062743962
PTPRK,0.488569596,0,0.054972847,0.000177639,0.534179711,0.055028324,0.019695029,24.32854446,9.78E-131,2.77E-130,0.433596749
PTPRM,0.512270175,0,0.27141004,2.96E-79,0.565802806,0.278385363,0.019695029,14.5934004,3.09E-48,4.68E-48,0.240860135
PTPRO,0.168445913,3.83E-38,0.063669398,1.42E-05,0.170066761,0.063755642,0.019695029,5.397865573,6.74E-08,7.46E-08,0.104776515
PTPRT,-0.045022477,0.000986605,0.102483813,2.06E-11,-0.045052935,0.102844885,0.019695029,-7.509398424,5.94E-14,6.89E-14,-0.14750629
PTPRU,0.49661211,0,-0.043517216,0.003009077,0.544799107,-0.043544717,0.019695029,29.87270677,4.45E-196,2.32E-195,0.540129326
PVR,0.55067984,0,-0.172177871,3.04E-32,0.619356518,-0.173910207,0.019695029,40.27751001,0,0,0.722857711
PXN,0.444689574,1.16E-279,-0.036941615,0.011796285,0.478061233,-0.036958433,0.019695029,26.14972886,9.93E-151,3.42E-150,0.481631189
RAC1,0.315406616,4.37E-134,-0.193270108,2.46E-40,0.326538024,-0.195731951,0.019695029,26.51785771,6.03E-155,2.14E-154,0.508676724
RACGAP1,0.174199426,9.84E-41,-0.216515037,2.06E-50,0.175994273,-0.219996827,0.019695029,20.10614461,6.52E-90,1.41E-89,0.390714463
RAP1A,0.391766573,5.22E-212,0.086342788,3.75E-09,0.4138852,0.086558317,0.019695029,16.61977165,5.01E-62,8.50E-62,0.305423785
RAPGEF1,0.286660741,4.38E-110,0.057301659,9.31E-05,0.294924221,0.057364499,0.019695029,12.06191282,1.68E-33,2.27E-33,0.229359082
RAPGEF2,0.567225556,0,0.328972971,1.11E-117,0.643422748,0.341676151,0.019695029,15.32095218,5.54E-53,8.73E-53,0.238252585
RASA1,0.730017296,0,0.309394107,1.28E-103,0.928764394,0.319875239,0.019695029,30.9158802,7.31E-210,4.36E-209,0.420623189
RAVER1,0.602529407,0,-0.137930557,3.58E-21,0.697108794,-0.138815382,0.019695029,42.44340937,0,0,0.740459964
RDX,0.474141309,6.91691904177745e-323,0.106590816,3.24E-13,0.515399204,0.106997271,0.019695029,20.73629513,1.63E-95,3.68E-95,0.367550493
RHOA,0.439099082,6.26E-272,-0.108578506,1.16E-13,0.471114143,-0.109008238,0.019695029,29.45526929,1.08E-190,5.37E-190,0.547677588
RHOU,0.277891059,2.77E-103,0.158559909,1.54E-27,0.285395186,0.159909119,0.019695029,6.37145892,1.87E-10,2.12E-10,0.11933115
RNF185,0.594568351,0,0.072281494,8.14E-07,0.684703026,0.072407771,0.019695029,31.08882233,3.41E-212,2.23E-211,0.522286857
RNF5,0.45993344,1.69E-301,-0.148549481,2.46E-24,0.497226867,-0.149656858,0.019695029,32.84502537,1.34E-236,1.18E-235,0.608482921
ROCK1,0.60981872,0,0.194213725,1.01E-40,0.708632702,0.196712369,0.019695029,25.99236259,6.04E-149,2.02E-148,0.415604995
SCRIB,0.448339355,8.63E-285,-0.174253495,5.36E-33,0.482619911,-0.176050035,0.019695029,33.44346173,3.20E-245,3.15E-244,0.62259285
SDC1,0.237487781,4.01E-75,-0.068623772,2.84E-06,0.242110044,-0.068731799,0.019695029,15.78275633,4.09E-56,6.57E-56,0.306111553
SDC4,0.258387808,4.39E-89,0.06832515,3.14E-06,0.264380104,0.06843177,0.019695029,9.949126503,2.54E-23,3.14E-23,0.190062658
SDCBP,0.298778613,7.20E-120,-0.076961811,1.50E-07,0.30817796,-0.077114305,0.019695029,19.56291946,3.20E-85,6.64E-85,0.375740424
SH2B1,0.664060451,0,0.292614428,2.16E-92,0.80004236,0.301423127,0.019695029,25.3170094,2.08E-141,6.48E-141,0.371446023
SH3BP1,0.202649343,8.60E-55,-0.168472336,6.35E-31,0.205493817,-0.170093955,0.019695029,19.07018132,4.47E-81,8.78E-81,0.371121679
SH3KBP1,0.138386675,3.46E-26,-0.056465585,0.000117723,0.139280375,-0.056525711,0.019695029,9.941903966,2.74E-23,3.36E-23,0.19485226
SHARPIN,0.475110625,0,-0.237765255,1.02E-60,0.51665037,-0.242404123,0.019695029,38.54041016,0,0,0.71287588
SHC1,0.561460507,0,-0.071869822,9.40E-07,0.634963507,-0.071993949,0.019695029,35.89522302,3.63E-282,7.13E-281,0.633330329
SHROOM3,0.393278961,6.16E-213,0.037812305,0.009949647,0.41567305,0.037830341,0.019695029,19.18467397,4.97E-82,9.82E-82,0.355466656
SIPA1L3,0.374828167,7.88E-193,-0.012627776,0.389495971,0.394028744,-0.012628447,0.019695029,20.64770723,1.02E-94,2.29E-94,0.387455943
SIRPA,-0.025461391,0.05254474,-0.037167133,0.011290915,-0.025466895,-0.037184261,0.019695029,0.594940287,0.551883386,0.555207985,0.011705742
SLC16A3,0.246056259,1.06E-80,-0.15350423,6.79E-26,0.251210549,-0.15472727,0.019695029,20.61118168,2.18E-94,4.82E-94,0.399560489
SLC3A2,0.419356433,9.30E-246,-0.130275624,4.86E-19,0.446910872,-0.131020222,0.019695029,29.34400842,2.85E-189,1.38E-188,0.549632057
SLC9A1,0.377813923,3.96E-196,-0.076560738,1.74E-07,0.397507101,-0.076710854,0.019695029,24.07805323,4.25E-128,1.13E-127,0.454374661
SMPX,0.059461686,2.91E-05,-0.208444363,2.51E-29,0.059531914,-0.211544496,0.019695029,13.76369697,4.21E-43,6.02E-43,0.267906049
SORBS1,0.14625071,4.36E-29,0.140634232,5.97E-22,0.147307032,0.141572546,0.019695029,0.291164114,0.770925807,0.770925807,0.005616478
SORBS2,0.318139409,1.64E-136,0.266469209,2.33E-76,0.329575629,0.273059291,0.019695029,2.869573731,0.004110255,0.004303527,0.0516702
SORBS3,0.586058486,0,0.085814117,4.67E-09,0.671641292,0.086025699,0.019695029,29.73418292,2.78E-194,1.43E-193,0.500244369
SOS1,0.692046812,0,0.102265508,2.81E-12,0.851873211,0.102624267,0.019695029,38.0425409,0,0,0.589781304
SPTBN1,0.396270281,2.66E-217,0.154688459,2.83E-26,0.419216631,0.155940304,0.019695029,13.36765378,9.34E-41,1.31E-40,0.241581822
SPTLC1,0.603177405,0,0.03838401,0.008881693,0.69812675,0.038402877,0.019695029,33.49697403,5.33E-246,5.40E-245,0.564793395
SRC,0.536392248,0,-0.060801665,3.37E-05,0.599076709,-0.060876756,0.019695029,33.50863143,3.61E-246,3.77E-245,0.597193913
SRCIN1,0.048455224,0.000225362,0.28365052,1.11E-86,0.0484932,0.291647559,0.019695029,-12.34597621,5.12E-35,7.01E-35,-0.235195296
SSH1,0.560859942,0,0.129904179,6.12E-19,0.634086896,0.130642383,0.019695029,25.56200932,4.04E-144,1.30E-143,0.430955763
SSX2IP,0.267370743,1.74E-95,0.003585699,0.806966059,0.274029983,0.003585714,0.019695029,13.7316005,6.57E-43,9.33E-43,0.263785044
STARD13,0.565085198,0,0.254842532,8.81E-70,0.640272693,0.260584904,0.019695029,19.2783565,8.16E-83,1.62E-82,0.310242666
STAT3,0.43927459,3.60E-272,0.019903522,0.174964092,0.471331594,0.019906151,0.019695029,22.92078091,2.88E-116,7.03E-116,0.419371068
SVIL,0.402708208,5.19E-225,0.102863203,2.09E-12,0.426877162,0.103228317,0.019695029,16.43302207,1.11E-60,1.84E-60,0.299845005
SYK,0.147180825,2.43E-29,0.026403256,0.07193695,0.148257609,0.026409394,0.019695029,6.186749709,6.14E-10,6.88E-10,0.120777569
SYNM,0.108206493,1.43E-16,0.145730178,1.79E-23,0.108631802,0.146775164,0.019695029,-1.936699973,0.052782029,0.054251689,-0.037523685
TES,0.384101663,3.45E-203,0.018879657,0.198221368,0.404862338,0.018881901,0.019695029,19.59786092,1.61E-85,3.37E-85,0.365222006
TESK1,0.450624277,4.95E-288,-0.086328141,3.78E-09,0.485483347,-0.08654356,0.019695029,29.04422781,1.82E-185,8.44E-185,0.536952418
TGFB1I1,0.516630753,0,-0.019733937,0.178668779,0.571732848,-0.019736499,0.019695029,30.0314028,3.82E-198,2.06E-197,0.53636469
THY1,0.234276298,5.33E-73,0.001046504,0.943149291,0.238709341,0.001046504,0.019695029,12.06714837,1.57E-33,2.14E-33,0.233229794
TIAM1,0.119034862,9.52E-20,0.153286154,7.97E-26,0.119601904,0.154503939,0.019695029,-1.772124078,0.076373963,0.078248171,-0.034251292
TJP1,0.485622688,0,0.189327416,9.50E-39,0.530316108,0.191639488,0.019695029,17.19604582,2.84E-66,4.92E-66,0.296295272
TJP2,0.461467184,9.28E-304,0.144569783,4.02E-23,0.499173848,0.145589795,0.019695029,17.95295932,4.55E-72,8.08E-72,0.316897401
TLN1,0.470654557,1.54689977450311e-317,-0.011872539,0.418479665,0.510910814,-0.011873097,0.019695029,26.54395241,3.02E-155,1.08E-154,0.482527096
TNS1,0.400503604,2.37E-222,0.139041913,1.71E-21,0.424248603,0.139948469,0.019695029,14.43512143,3.11E-47,4.62E-47,0.261461691
TRIO,0.654143408,0,0.100524455,6.54E-12,0.78250718,0.100865128,0.019695029,34.60985278,1.80E-262,2.31E-261,0.553618953
TRIOBP,0.572478895,0,0.039622466,0.006911814,0.651202456,0.039643221,0.019695029,31.05145148,1.09E-211,7.00E-211,0.532856429
TRIP6,0.632416265,0,-0.153472869,6.95E-26,0.745432712,-0.154695152,0.019695029,45.70330248,0,0,0.785889134
TRPC4,0.308733799,7.26E-123,0.176584589,1.66E-33,0.319145197,0.178455139,0.019695029,7.14342983,9.10E-13,1.05E-12,0.13214921
TRPM7,0.744186557,0,0.275471328,1.11E-81,0.959797564,0.282774861,0.019695029,34.3753089,5.90E-259,6.79E-258,0.468715229
TRPV4,0.296093207,2.67E-117,-0.154485227,3.29E-26,0.305231921,-0.155732096,0.019695029,23.40509469,3.79E-121,9.52E-121,0.450578434
TSPAN1,0.246906635,8.45E-81,0.081324242,2.87E-08,0.25211593,0.08150424,0.019695029,8.662677831,4.61E-18,5.46E-18,0.165582393
TUBA1B,0.3082029,8.20E-128,-0.305033034,1.25E-100,0.318558469,-0.31505966,0.019695029,32.17147488,4.42E-227,3.44E-226,0.613235934
VASP,0.319539405,9.17E-138,-0.130577123,4.03E-19,0.331134052,-0.131326939,0.019695029,23.48110241,6.36E-122,1.61E-121,0.450116528
VAV1,0.192099509,7.15E-49,-0.015347,0.295627616,0.194516214,-0.015348205,0.019695029,10.65570506,1.64E-26,2.10E-26,0.207446509
VAV2,0.52419834,0,0.106312039,3.73E-13,0.582111393,0.106715299,0.019695029,24.13787232,1.00E-128,2.74E-128,0.417886301
VAV3,0.052836425,5.69E-05,0.076321093,1.91E-07,0.052885675,0.076469801,0.019695029,-1.197465911,0.231125007,0.235352903,-0.023484668
VCL,0.443674425,3.01E-278,-0.037016151,0.01162708,0.476796569,-0.037033071,0.019695029,26.08930618,4.82E-150,1.63E-149,0.480690576
VEZT,0.676889216,0,0.258444431,8.77E-72,0.823350225,0.264440779,0.019695029,28.37819876,3.76E-177,1.63E-176,0.418444785
VIM,0.487530503,0,-1.18E-05,0.999360258,0.532815726,-1.18E-05,0.019695029,27.05390929,3.44E-161,1.33E-160,0.487542303
WASF2,0.495126553,0,-0.073907803,4.58E-07,0.542829168,-0.074042816,0.019695029,31.32120222,2.40E-215,1.64E-214,0.569034356
WASL,0.573186388,0,0.116020129,2.14E-15,0.652255488,0.116544944,0.019695029,27.20029232,6.44E-163,2.59E-162,0.457166259
WIPF2,0.379139287,1.33E-197,0.097110362,3.29E-11,0.399054058,0.097417365,0.019695029,15.31537193,6.04E-53,9.47E-53,0.282028925
ZFYVE21,0.489756831,0,0.150317916,6.92E-25,0.535740385,0.151465686,0.019695029,19.51125338,8.81E-85,1.81E-84,0.339438915
ZYX,0.377432756,1.05E-195,-0.226867387,2.66E-55,0.397062539,-0.230884385,0.019695029,31.88352383,4.52E-223,3.35E-222,0.604300143
