"gene","bicor","XIST_group","sample_type"
"SDCBP",-0.191363090422354,"Low XIST","Primary Tumor"
"MPP7",0.0339802779195012,"Low XIST","Primary Tumor"
"FLNA",-0.254418650556764,"Low XIST","Primary Tumor"
"MYH9",-0.19860489225867,"Low XIST","Primary Tumor"
"TJP2",0.115569092578472,"Low XIST","Primary Tumor"
"PXN",-0.180103173912002,"Low XIST","Primary Tumor"
"ZYX",-0.189718608726355,"Low XIST","Primary Tumor"
"VAV2",-0.101748211313857,"Low XIST","Primary Tumor"
"PTPN1",-0.103352740092757,"Low XIST","Primary Tumor"
"SYK",0.173005173613923,"Low XIST","Primary Tumor"
"LDB3",-0.31287848817548,"Low XIST","Primary Tumor"
"GRB7",0.202824443199205,"Low XIST","Primary Tumor"
"ITGA5",-0.419913132586251,"Low XIST","Primary Tumor"
"TRPV4",-0.166291321001723,"Low XIST","Primary Tumor"
"PIP5K1C",-0.312272355596032,"Low XIST","Primary Tumor"
"LYN",0.0295242064767518,"Low XIST","Primary Tumor"
"ADAM9",-0.149205575081625,"Low XIST","Primary Tumor"
"ITGAL",-0.142276367258385,"Low XIST","Primary Tumor"
"SLC3A2",0.00809862225131342,"Low XIST","Primary Tumor"
"ITGAE",0.133151766345681,"Low XIST","Primary Tumor"
"CIB2",0.0160635662838906,"Low XIST","Primary Tumor"
"CASP3",0.173402072683209,"Low XIST","Primary Tumor"
"PLD1",-0.0387511330198927,"Low XIST","Primary Tumor"
"RAVER1",0.154030835052796,"Low XIST","Primary Tumor"
"CAPZA1",0.184172347884184,"Low XIST","Primary Tumor"
"CDH2",-0.309968440631021,"Low XIST","Primary Tumor"
"ENG",-0.588399373775953,"Low XIST","Primary Tumor"
"VAV1",-0.0766231307589064,"Low XIST","Primary Tumor"
"RACGAP1",0.4390025233335,"Low XIST","Primary Tumor"
"SORBS3",-0.383061836788459,"Low XIST","Primary Tumor"
"ITGA8",-0.530652292485724,"Low XIST","Primary Tumor"
"ARF6",0.117772619788573,"Low XIST","Primary Tumor"
"SLC9A1",-0.064347153710902,"Low XIST","Primary Tumor"
"LIMS2",-0.429617282259833,"Low XIST","Primary Tumor"
"AKT1",-0.0455335633399999,"Low XIST","Primary Tumor"
"CDH10",-0.22148875222283,"Low XIST","Primary Tumor"
"HAX1",0.172598856549239,"Low XIST","Primary Tumor"
"RAP1A",-0.207474146760394,"Low XIST","Primary Tumor"
"CORO2A",0.265598112376749,"Low XIST","Primary Tumor"
"PARVB",-0.0677585109627053,"Low XIST","Primary Tumor"
"JUP",0.224078799508095,"Low XIST","Primary Tumor"
"CTNNA1",-0.18133079332611,"Low XIST","Primary Tumor"
"CDH9",-0.207938701056043,"Low XIST","Primary Tumor"
"SCRIB",0.332103516760314,"Low XIST","Primary Tumor"
"CTNNA2",-0.0775734281805176,"Low XIST","Primary Tumor"
"ACTR3",0.0517880307888799,"Low XIST","Primary Tumor"
"CASS4",-0.310276845276069,"Low XIST","Primary Tumor"
"ITGB2",-0.286102034087177,"Low XIST","Primary Tumor"
"FBLIM1",-0.0577222386423211,"Low XIST","Primary Tumor"
"SH3BP1",0.296909131582723,"Low XIST","Primary Tumor"
"NME1",0.426983489664665,"Low XIST","Primary Tumor"
"RHOA",-0.0940233419632022,"Low XIST","Primary Tumor"
"PDE4D",-0.292479769672379,"Low XIST","Primary Tumor"
"DIAPH1",0.0292670992160576,"Low XIST","Primary Tumor"
"CALR",0.0596358064779348,"Low XIST","Primary Tumor"
"FABP3",-0.354953907027946,"Low XIST","Primary Tumor"
"ITGA3",-0.278950293607116,"Low XIST","Primary Tumor"
"PLEC",-0.134736513350265,"Low XIST","Primary Tumor"
"PTPN6",0.0733660487961953,"Low XIST","Primary Tumor"
"SDC4",-0.145638948618926,"Low XIST","Primary Tumor"
"ILK",-0.413944625921577,"Low XIST","Primary Tumor"
"PTPRH",-0.0546327433025705,"Low XIST","Primary Tumor"
"FERMT3",-0.205634311357438,"Low XIST","Primary Tumor"
"PRKCA",-0.223461779947796,"Low XIST","Primary Tumor"
"PTK2B",-0.102976276339496,"Low XIST","Primary Tumor"
"LASP1",-0.141358148620115,"Low XIST","Primary Tumor"
"CDH19",-0.0384716002093982,"Low XIST","Primary Tumor"
"EZR",-0.0393152403269159,"Low XIST","Primary Tumor"
"TRPC4",-0.39119010679273,"Low XIST","Primary Tumor"
"CEACAM1",0.151656180110619,"Low XIST","Primary Tumor"
"GRB2",-0.0554225459532443,"Low XIST","Primary Tumor"
"HSPA2",-0.120153325207401,"Low XIST","Primary Tumor"
"CDC42",-0.0282402712179648,"Low XIST","Primary Tumor"
"TSPAN1",-0.0355709048497743,"Low XIST","Primary Tumor"
"TUBA1B",0.276502141051568,"Low XIST","Primary Tumor"
"LMO7",-0.110568901416229,"Low XIST","Primary Tumor"
"CDH15",-0.165580584362199,"Low XIST","Primary Tumor"
"CD151",-0.315222935040995,"Low XIST","Primary Tumor"
"ACTB",-0.0538182982454776,"Low XIST","Primary Tumor"
"KCNH2",-0.00246520639669315,"Low XIST","Primary Tumor"
"SMPX",-0.00368700644353668,"Low XIST","Primary Tumor"
"CAPN1",0.111350003607345,"Low XIST","Primary Tumor"
"CAPN2",-0.199253213178597,"Low XIST","Primary Tumor"
"PTPRO",-0.173321963565244,"Low XIST","Primary Tumor"
"ITGB7",-0.0248349914044424,"Low XIST","Primary Tumor"
"RAC1",0.055784791266199,"Low XIST","Primary Tumor"
"NUDT16L1",-0.0790991372737591,"Low XIST","Primary Tumor"
"CORO1B",0.00151009360328255,"Low XIST","Primary Tumor"
"RNF5",-0.0241820175437782,"Low XIST","Primary Tumor"
"SRC",0.0476150299786378,"Low XIST","Primary Tumor"
"ABI3",-0.336926177705581,"Low XIST","Primary Tumor"
"ACTN4",0.00115365961604135,"Low XIST","Primary Tumor"
"CSK",0.151947885546981,"Low XIST","Primary Tumor"
"DNM2",0.0141899546777488,"Low XIST","Primary Tumor"
"PVR",0.0470802336859875,"Low XIST","Primary Tumor"
"PLAUR",0.0218715476617293,"Low XIST","Primary Tumor"
"HRAS",0.0548598312599804,"Low XIST","Primary Tumor"
"SHARPIN",0.0824802854426458,"Low XIST","Primary Tumor"
"ARPC2",0.0160023675417354,"Low XIST","Primary Tumor"
"VASP",0.0137211599374226,"Low XIST","Primary Tumor"
"OSTF1",-0.0247349211831131,"Low XIST","Primary Tumor"
"KEAP1",0.0814061254135517,"Low XIST","Primary Tumor"
"HSPB1",-0.0876506717777291,"Low XIST","Primary Tumor"
"ARF1",0.0701981383092409,"Low XIST","Primary Tumor"
"BCAR1",-0.292480702659326,"Low XIST","Primary Tumor"
"SLC16A3",-0.14977909201184,"Low XIST","Primary Tumor"
"SDC1",-0.00376285621226995,"Low XIST","Primary Tumor"
"CIB1",-0.0577133259036337,"Low XIST","Primary Tumor"
"CFL1",0.213656825596564,"Low XIST","Primary Tumor"
"PFN1",0.220223739360238,"Low XIST","Primary Tumor"
"KRIT1",-0.150640805953387,"High XIST","Primary Tumor"
"RASA1",-0.348949307615857,"High XIST","Primary Tumor"
"MAPK8",-0.0317142507979887,"High XIST","Primary Tumor"
"NISCH",-0.294448822085004,"High XIST","Primary Tumor"
"MAGI1",-0.305038728707825,"High XIST","Primary Tumor"
"SOS1",-0.0941041974844218,"High XIST","Primary Tumor"
"PLCG1",-0.0563452673601374,"High XIST","Primary Tumor"
"IRS1",-0.241430154834295,"High XIST","Primary Tumor"
"TRPM7",-0.123654926605219,"High XIST","Primary Tumor"
"MAPK8IP3",-0.191035267975683,"High XIST","Primary Tumor"
"DOCK1",-0.292698389330999,"High XIST","Primary Tumor"
"FER",-0.257358957979025,"High XIST","Primary Tumor"
"CBLL1",0.0367502178684369,"High XIST","Primary Tumor"
"GIT2",-0.286564829239713,"High XIST","Primary Tumor"
"VEZT",-0.296133491910115,"High XIST","Primary Tumor"
"ANKRD28",-0.103026360235158,"High XIST","Primary Tumor"
"PTPRA",-0.210615630993736,"High XIST","Primary Tumor"
"DLG5",-0.0588423360054324,"High XIST","Primary Tumor"
"ABI2",-0.156732611746402,"High XIST","Primary Tumor"
"ARHGAP12",-0.153990974743042,"High XIST","Primary Tumor"
"PPFIA1",-0.0988280271249168,"High XIST","Primary Tumor"
"ARHGAP5",-0.155281525947956,"High XIST","Primary Tumor"
"PIK3CA",-0.0352719646289094,"High XIST","Primary Tumor"
"KTN1",-0.0949794675584997,"High XIST","Primary Tumor"
"ARHGEF7",-0.0584670268352847,"High XIST","Primary Tumor"
"ITGA9",-0.565580823077402,"High XIST","Primary Tumor"
"SORBS2",-0.432079171832653,"High XIST","Primary Tumor"
"ITGA10",-0.512251003961477,"High XIST","Primary Tumor"
"ROCK1",-0.23324757427225,"High XIST","Primary Tumor"
"PTPN14",-0.32544908984283,"High XIST","Primary Tumor"
"PTPN11",-0.0316985651843175,"High XIST","Primary Tumor"
"MACF1",-0.43423976470934,"High XIST","Primary Tumor"
"RAPGEF2",-0.350032694053373,"High XIST","Primary Tumor"
"DLG1",0.0128446859535797,"High XIST","Primary Tumor"
"PTEN",-0.00216308523471807,"High XIST","Primary Tumor"
"CBL",-0.123632592206002,"High XIST","Primary Tumor"
"PKP4",-0.235827474548252,"High XIST","Primary Tumor"
"CLIP1",-0.237938867981431,"High XIST","Primary Tumor"
"STARD13",-0.558557442054942,"High XIST","Primary Tumor"
"SH2B1",-0.210928451453251,"High XIST","Primary Tumor"
"ASAP3",-0.30862269532322,"High XIST","Primary Tumor"
"CSNK1E",-0.00827476701824047,"High XIST","Primary Tumor"
"TRIO",-0.0466719656518063,"High XIST","Primary Tumor"
"CDH20",-0.154573537071726,"High XIST","Primary Tumor"
"ARVCF",-0.297446092332087,"High XIST","Primary Tumor"
"ITGB3BP",0.334600325344141,"High XIST","Primary Tumor"
"ARHGAP21",-0.0515453543700982,"High XIST","Primary Tumor"
"ADAM12",-0.171501222640617,"High XIST","Primary Tumor"
"CDH4",-0.332343229530345,"High XIST","Primary Tumor"
"PTPRM",-0.662384420706517,"High XIST","Primary Tumor"
"PTPN2",0.233325991951998,"High XIST","Primary Tumor"
"SSH1",-0.318751730336735,"High XIST","Primary Tumor"
"ITGAV",-0.395192494063734,"High XIST","Primary Tumor"
"EPB41",0.0540181558252898,"High XIST","Primary Tumor"
"DYNC1H1",-0.0700353747341951,"High XIST","Primary Tumor"
"CTNNB1",-0.261298962344696,"High XIST","Primary Tumor"
"ARHGEF12",-0.393821019839437,"High XIST","Primary Tumor"
"ADAM10",-0.126202851004051,"High XIST","Primary Tumor"
"LAYN",-0.40707112227064,"High XIST","Primary Tumor"
"PKD1",-0.160079736255186,"High XIST","Primary Tumor"
"PTPRT",-0.0284388983996871,"High XIST","Primary Tumor"
"ARHGAP35",-0.156754268608002,"High XIST","Primary Tumor"
"ARHGEF6",-0.188905782190562,"High XIST","Primary Tumor"
"VIM",-0.683298676839539,"High XIST","Primary Tumor"
"SRCIN1",-0.13194635451988,"High XIST","Primary Tumor"
"ZFYVE21",-0.318123621598128,"High XIST","Primary Tumor"
"ELMO1",-0.30502482180776,"High XIST","Primary Tumor"
"ABL1",-0.271061142712466,"High XIST","Primary Tumor"
"CD47",0.0706347642013098,"High XIST","Primary Tumor"
"PDPK1",-0.105692389357746,"High XIST","Primary Tumor"
"PRNP",-0.27127530296282,"High XIST","Primary Tumor"
"PTPN12",-0.156235752887382,"High XIST","Primary Tumor"
"SVIL",-0.369639772619834,"High XIST","Primary Tumor"
"EGFR",-0.0959712211762031,"High XIST","Primary Tumor"
"ARHGAP26",0.101229902784275,"High XIST","Primary Tumor"
"PTK2",-0.059219923802887,"High XIST","Primary Tumor"
"HEG1",-0.584115036151653,"High XIST","Primary Tumor"
"CTNND2",-0.0918014602602884,"High XIST","Primary Tumor"
"ITGB3",-0.605262737589062,"High XIST","Primary Tumor"
"ITGB8",-0.0143335204761966,"High XIST","Primary Tumor"
"CRKL",0.153259058346056,"High XIST","Primary Tumor"
"INPPL1",-0.194140922116647,"High XIST","Primary Tumor"
"SYNM",-0.198656049029003,"High XIST","Primary Tumor"
"SPTLC1",-0.132919996263501,"High XIST","Primary Tumor"
"CSNK2A1",0.125095218811803,"High XIST","Primary Tumor"
"PALLD",-0.374745480774894,"High XIST","Primary Tumor"
"ITGA11",-0.317802929321285,"High XIST","Primary Tumor"
"WASF2",-0.131459999786445,"High XIST","Primary Tumor"
"ENAH",0.0591361535267878,"High XIST","Primary Tumor"
"PPM1F",-0.341319285872448,"High XIST","Primary Tumor"
"CYTH2",-0.264862339681647,"High XIST","Primary Tumor"
"CDH3",0.16215789808824,"High XIST","Primary Tumor"
"MAPK1",-0.125928999859385,"High XIST","Primary Tumor"
"CDH12",0.097280331060645,"High XIST","Primary Tumor"
"CDH8",-0.128579008000138,"High XIST","Primary Tumor"
"RNF185",-0.261811439217958,"High XIST","Primary Tumor"
"FLNB",-0.0838481426607576,"High XIST","Primary Tumor"
"ILKAP",0.0172820737443436,"High XIST","Primary Tumor"
"PPM1M",-0.424159260039156,"High XIST","Primary Tumor"
"CAV1",-0.559454507943603,"High XIST","Primary Tumor"
"LPP",-0.166261739683961,"High XIST","Primary Tumor"
"ITGA7",-0.448501262075459,"High XIST","Primary Tumor"
"FAT1",-0.0771246302207106,"High XIST","Primary Tumor"
"CTNND1",-0.114821453586125,"High XIST","Primary Tumor"
"CDH1",0.0255984959862699,"High XIST","Primary Tumor"
"FYN",-0.379674340560209,"High XIST","Primary Tumor"
"AJAP1",-0.410662525171014,"High XIST","Primary Tumor"
"SHC1",-0.322585936995519,"High XIST","Primary Tumor"
"CSRP1",-0.375653584111873,"High XIST","Primary Tumor"
"PRKD1",-0.40489412443413,"High XIST","Primary Tumor"
"LIMS1",-0.146664698246487,"High XIST","Primary Tumor"
"IQGAP1",-0.220590509512084,"High XIST","Primary Tumor"
"NRP1",-0.638626326770139,"High XIST","Primary Tumor"
"ITGB1BP1",0.0482290974754609,"High XIST","Primary Tumor"
"MYO6",-0.133376224703064,"High XIST","Primary Tumor"
"PARVA",-0.349492737443498,"High XIST","Primary Tumor"
"CRK",-0.210786867292532,"High XIST","Primary Tumor"
"CDH5",-0.675143206672218,"High XIST","Primary Tumor"
"PARD3",0.203871225161402,"High XIST","Primary Tumor"
"CDH24",0.208266682575071,"High XIST","Primary Tumor"
"GIT1",0.125746109209759,"High XIST","Primary Tumor"
"ANK3",-0.147891632210171,"High XIST","Primary Tumor"
"ARHGAP32",0.05947138830724,"High XIST","Primary Tumor"
"ARHGEF2",-0.189749381866149,"High XIST","Primary Tumor"
"RHOU",-0.270417383344118,"High XIST","Primary Tumor"
"PABPC1",0.387087288639505,"High XIST","Primary Tumor"
"ITGA2",-0.16033781300505,"High XIST","Primary Tumor"
"VCL",-0.346884317455998,"High XIST","Primary Tumor"
"ARHGAP24",-0.438235557465127,"High XIST","Primary Tumor"
"PEAK1",-0.305050615262867,"High XIST","Primary Tumor"
"NDEL1",-0.290472655269735,"High XIST","Primary Tumor"
"PDZD2",-0.114345165547326,"High XIST","Primary Tumor"
"DLC1",-0.712563630210457,"High XIST","Primary Tumor"
"PTPRK",0.0107664298424227,"High XIST","Primary Tumor"
"RAPGEF1",-0.174178538000184,"High XIST","Primary Tumor"
"ITGB1",-0.33402670618473,"High XIST","Primary Tumor"
"TESK1",-0.16462294527321,"High XIST","Primary Tumor"
"NEXN",-0.392388980660801,"High XIST","Primary Tumor"
"ABI1",0.099041667777745,"High XIST","Primary Tumor"
"TES",-0.151698767587631,"High XIST","Primary Tumor"
"FERMT2",-0.556950332456784,"High XIST","Primary Tumor"
"TNS1",-0.609612417081203,"High XIST","Primary Tumor"
"TJP1",-0.215056279381847,"High XIST","Primary Tumor"
"CDH22",-0.365269987322171,"High XIST","Primary Tumor"
"INPP5D",-0.129782970187936,"High XIST","Primary Tumor"
"CDH7",0.0196246278661577,"High XIST","Primary Tumor"
"SPTBN1",-0.30070224569282,"High XIST","Primary Tumor"
"CGNL1",-0.486997086171922,"High XIST","Primary Tumor"
"ITGAD",-0.100970937035651,"High XIST","Primary Tumor"
"PAK1",-0.0752602701216782,"High XIST","Primary Tumor"
"PTPRF",0.12573325128248,"High XIST","Primary Tumor"
"GAB1",-0.169745980220007,"High XIST","Primary Tumor"
"SORBS1",-0.272449129474631,"High XIST","Primary Tumor"
"LIN7A",-0.389947012139823,"High XIST","Primary Tumor"
"GNA12",-0.106391032329073,"High XIST","Primary Tumor"
"NF2",-0.06929694634194,"High XIST","Primary Tumor"
"ITGA4",-0.201500867124485,"High XIST","Primary Tumor"
"MYH10",-0.41501767403042,"High XIST","Primary Tumor"
"INSR",-0.540204888770288,"High XIST","Primary Tumor"
"VAV3",0.027785042331306,"High XIST","Primary Tumor"
"FHL2",0.0108516525029254,"High XIST","Primary Tumor"
"BCAR3",-0.238749855317807,"High XIST","Primary Tumor"
"NUMB",-0.26338300005634,"High XIST","Primary Tumor"
"MYOM1",-0.289108558597258,"High XIST","Primary Tumor"
"LRP1",-0.28840062211639,"High XIST","Primary Tumor"
"ASAP2",-0.165959402931263,"High XIST","Primary Tumor"
"CDH11",-0.363825040462183,"High XIST","Primary Tumor"
"TLN1",-0.430515289060078,"High XIST","Primary Tumor"
"LIMA1",-0.0968026243371825,"High XIST","Primary Tumor"
"SSX2IP",0.187447848690914,"High XIST","Primary Tumor"
"SH3KBP1",-0.0693475808519405,"High XIST","Primary Tumor"
"RDX",-0.176312305855494,"High XIST","Primary Tumor"
"MYO7A",-0.0830992348220371,"High XIST","Primary Tumor"
"SIPA1L3",-0.000474991367980303,"High XIST","Primary Tumor"
"ITGA6",0.0219205867959534,"High XIST","Primary Tumor"
"ADD1",-0.298870573441963,"High XIST","Primary Tumor"
"AGAP2",-0.0536425641189002,"High XIST","Primary Tumor"
"NRP2",-0.49284054687184,"High XIST","Primary Tumor"
"ITGAX",-0.274095490912531,"High XIST","Primary Tumor"
"ACTN1",-0.167881467076689,"High XIST","Primary Tumor"
"MET",-0.25322695626478,"High XIST","Primary Tumor"
"PRKACA",-0.305042856181723,"High XIST","Primary Tumor"
"ITGA1",-0.523816459736527,"High XIST","Primary Tumor"
"NEDD9",-0.413651211522575,"High XIST","Primary Tumor"
"DEF6",0.163103961950152,"High XIST","Primary Tumor"
"PTPRU",-0.183746989814705,"High XIST","Primary Tumor"
"EXOC3",-0.0754978129272212,"High XIST","Primary Tumor"
"STAT3",-0.217105911411076,"High XIST","Primary Tumor"
"NCK2",-0.237285418960027,"High XIST","Primary Tumor"
"PPP2CA",0.0742050890861643,"High XIST","Primary Tumor"
"ITGB6",-0.108063136731547,"High XIST","Primary Tumor"
"THY1",-0.419940191252158,"High XIST","Primary Tumor"
"MMP14",-0.209665608573051,"High XIST","Primary Tumor"
"ACP1",0.292787046069816,"High XIST","Primary Tumor"
"FSCN1",0.00386520449621955,"High XIST","Primary Tumor"
"DBN1",-0.0764897083577447,"High XIST","Primary Tumor"
"LIMK1",-0.186523408309068,"High XIST","Primary Tumor"
"WIPF2",-0.0493270083929775,"High XIST","Primary Tumor"
"SIRPA",-0.226434272713344,"High XIST","Primary Tumor"
"TGFB1I1",-0.62052811370027,"High XIST","Primary Tumor"
"MARCKS",0.13153980203986,"High XIST","Primary Tumor"
"PLEKHA7",-0.165979023906561,"High XIST","Primary Tumor"
"PTPRJ",-0.363621863307938,"High XIST","Primary Tumor"
"SHROOM3",-0.178585233963899,"High XIST","Primary Tumor"
"WASL",-0.209921526133442,"High XIST","Primary Tumor"
"CTTN",-0.301610237147652,"High XIST","Primary Tumor"
"ECT2",0.518646593907556,"High XIST","Primary Tumor"
"PSEN1",-0.0985762252279348,"High XIST","Primary Tumor"
"CASP8",0.00535135004347762,"High XIST","Primary Tumor"
"MSN",-0.482093452002824,"High XIST","Primary Tumor"
"ITGB4",0.139146923794832,"High XIST","Primary Tumor"
"PRKCD",-0.201805286715004,"High XIST","Primary Tumor"
"AKAP5",-0.0245999852740266,"High XIST","Primary Tumor"
"ITGAM",-0.333947171589718,"High XIST","Primary Tumor"
"CD2AP",0.00907417458621142,"High XIST","Primary Tumor"
"CDH6",-0.496752903491893,"High XIST","Primary Tumor"
"TRIP6",-0.177437865526857,"High XIST","Primary Tumor"
"CTNNA3",-0.13267211212069,"High XIST","Primary Tumor"
"TIAM1",-0.0768889256155787,"High XIST","Primary Tumor"
"LPXN",-0.188742669527792,"High XIST","Primary Tumor"
"FERMT1",0.340428599691987,"High XIST","Primary Tumor"
"TRIOBP",-0.331680547848868,"High XIST","Primary Tumor"
"CDH18",0.0339262118475961,"High XIST","Primary Tumor"
"ITGB5",-0.313495854061333,"High XIST","Primary Tumor"
"SDCBP",-0.156335862707291,"High XIST","Primary Tumor"
"MPP7",-0.110192428549097,"High XIST","Primary Tumor"
"FLNA",-0.272309695556638,"High XIST","Primary Tumor"
"MYH9",-0.185852539412696,"High XIST","Primary Tumor"
"TJP2",-0.0268712598198016,"High XIST","Primary Tumor"
"PXN",-0.306093055078884,"High XIST","Primary Tumor"
"ZYX",-0.200911742481597,"High XIST","Primary Tumor"
"VAV2",-0.0730979550377241,"High XIST","Primary Tumor"
"PTPN1",0.0438024053626575,"High XIST","Primary Tumor"
"SYK",0.0427279363489108,"High XIST","Primary Tumor"
"LDB3",-0.345894256616462,"High XIST","Primary Tumor"
"GRB7",0.0185560822646212,"High XIST","Primary Tumor"
"ITGA5",-0.398712799695958,"High XIST","Primary Tumor"
"TRPV4",-0.055916403941686,"High XIST","Primary Tumor"
"PIP5K1C",-0.418690656353818,"High XIST","Primary Tumor"
"LYN",-0.218854598021335,"High XIST","Primary Tumor"
"ADAM9",-0.153070367342552,"High XIST","Primary Tumor"
"ITGAL",-0.0835041420982721,"High XIST","Primary Tumor"
"SLC3A2",0.0716468532440092,"High XIST","Primary Tumor"
"ITGAE",0.32861950600997,"High XIST","Primary Tumor"
"CIB2",0.210409822033501,"High XIST","Primary Tumor"
"CASP3",0.318853580226696,"High XIST","Primary Tumor"
"PLD1",0.0394566971310738,"High XIST","Primary Tumor"
"RAVER1",0.0899239858382238,"High XIST","Primary Tumor"
"CAPZA1",0.124868939767742,"High XIST","Primary Tumor"
"CDH2",-0.295875307945261,"High XIST","Primary Tumor"
"ENG",-0.718878576468339,"High XIST","Primary Tumor"
"VAV1",-0.00411680382804738,"High XIST","Primary Tumor"
"RACGAP1",0.585391619962406,"High XIST","Primary Tumor"
"SORBS3",-0.406533962310161,"High XIST","Primary Tumor"
"ITGA8",-0.526658234558312,"High XIST","Primary Tumor"
"ARF6",0.12181530133778,"High XIST","Primary Tumor"
"SLC9A1",-0.0801830901845569,"High XIST","Primary Tumor"
"LIMS2",-0.407976336770468,"High XIST","Primary Tumor"
"AKT1",-0.151564258165778,"High XIST","Primary Tumor"
"CDH10",-0.0742756762930278,"High XIST","Primary Tumor"
"HAX1",0.150898549208959,"High XIST","Primary Tumor"
"RAP1A",-0.257382484196515,"High XIST","Primary Tumor"
"CORO2A",0.131381013574628,"High XIST","Primary Tumor"
"PARVB",-0.112178807622026,"High XIST","Primary Tumor"
"JUP",0.124857148472526,"High XIST","Primary Tumor"
"CTNNA1",-0.22115785805183,"High XIST","Primary Tumor"
"CDH9",-0.00533831658356029,"High XIST","Primary Tumor"
"SCRIB",0.353606337096043,"High XIST","Primary Tumor"
"CTNNA2",-0.0110791342071414,"High XIST","Primary Tumor"
"ACTR3",0.0919423383396732,"High XIST","Primary Tumor"
"CASS4",-0.269682624729843,"High XIST","Primary Tumor"
"ITGB2",-0.199617964347225,"High XIST","Primary Tumor"
"FBLIM1",-0.0745176183137893,"High XIST","Primary Tumor"
"SH3BP1",0.377649738658396,"High XIST","Primary Tumor"
"NME1",0.600023504184316,"High XIST","Primary Tumor"
"RHOA",-0.209893370811168,"High XIST","Primary Tumor"
"PDE4D",-0.200882749740155,"High XIST","Primary Tumor"
"DIAPH1",0.0443318597742837,"High XIST","Primary Tumor"
"CALR",0.0149059816665951,"High XIST","Primary Tumor"
"FABP3",-0.344801274515974,"High XIST","Primary Tumor"
"ITGA3",-0.369952759458404,"High XIST","Primary Tumor"
"PLEC",-0.109428032593745,"High XIST","Primary Tumor"
"PTPN6",0.0930848623770104,"High XIST","Primary Tumor"
"SDC4",-0.217951002703586,"High XIST","Primary Tumor"
"ILK",-0.535245459572409,"High XIST","Primary Tumor"
"PTPRH",0.170377666117869,"High XIST","Primary Tumor"
"FERMT3",-0.0866456023269956,"High XIST","Primary Tumor"
"PRKCA",0.00166115273706655,"High XIST","Primary Tumor"
"PTK2B",-0.18244293345723,"High XIST","Primary Tumor"
"LASP1",-0.124932732707485,"High XIST","Primary Tumor"
"CDH19",-0.165193587279251,"High XIST","Primary Tumor"
"EZR",-0.0919718472808345,"High XIST","Primary Tumor"
"TRPC4",-0.435564678172388,"High XIST","Primary Tumor"
"CEACAM1",0.125093672310027,"High XIST","Primary Tumor"
"GRB2",-0.012887168191342,"High XIST","Primary Tumor"
"HSPA2",0.120690612537877,"High XIST","Primary Tumor"
"CDC42",-0.0334497353667918,"High XIST","Primary Tumor"
"TSPAN1",-0.116608351205362,"High XIST","Primary Tumor"
"TUBA1B",0.373065474331417,"High XIST","Primary Tumor"
"LMO7",-0.213156689186461,"High XIST","Primary Tumor"
"CDH15",-0.145332541676602,"High XIST","Primary Tumor"
"CD151",-0.3796174438218,"High XIST","Primary Tumor"
"ACTB",0.1484638030201,"High XIST","Primary Tumor"
"KCNH2",0.189044746882253,"High XIST","Primary Tumor"
"SMPX",0.119223153386933,"High XIST","Primary Tumor"
"CAPN1",0.0896017270463395,"High XIST","Primary Tumor"
"CAPN2",-0.252744282948803,"High XIST","Primary Tumor"
"PTPRO",-0.131118358288594,"High XIST","Primary Tumor"
"ITGB7",-0.161050750493629,"High XIST","Primary Tumor"
"RAC1",0.199111461454895,"High XIST","Primary Tumor"
"NUDT16L1",-0.158500377969624,"High XIST","Primary Tumor"
"CORO1B",-0.0832994425445299,"High XIST","Primary Tumor"
"RNF5",0.0488799250040264,"High XIST","Primary Tumor"
"SRC",0.136571219577298,"High XIST","Primary Tumor"
"ABI3",-0.341244074196426,"High XIST","Primary Tumor"
"ACTN4",-0.123499099346812,"High XIST","Primary Tumor"
"CSK",0.326669123990072,"High XIST","Primary Tumor"
"DNM2",-0.0135114551707212,"High XIST","Primary Tumor"
"PVR",0.07878092992386,"High XIST","Primary Tumor"
"PLAUR",-0.0112572588434164,"High XIST","Primary Tumor"
"HRAS",0.266922479688823,"High XIST","Primary Tumor"
"SHARPIN",0.112289305185517,"High XIST","Primary Tumor"
"ARPC2",0.139808088248748,"High XIST","Primary Tumor"
"VASP",-0.0119043080216601,"High XIST","Primary Tumor"
"OSTF1",-0.0121083477886541,"High XIST","Primary Tumor"
"KEAP1",0.265407848398085,"High XIST","Primary Tumor"
"HSPB1",0.130093509472735,"High XIST","Primary Tumor"
"ARF1",-0.107817493750799,"High XIST","Primary Tumor"
"BCAR1",-0.230189622485798,"High XIST","Primary Tumor"
"SLC16A3",-0.0530330241558982,"High XIST","Primary Tumor"
"SDC1",0.0983970030509916,"High XIST","Primary Tumor"
"CIB1",0.0317114106620921,"High XIST","Primary Tumor"
"CFL1",0.356138246646219,"High XIST","Primary Tumor"
"PFN1",0.229672897878792,"High XIST","Primary Tumor"
"KRIT1",0.143675402971434,"Low XIST","Metastatic"
"RASA1",-0.0413330074927584,"Low XIST","Metastatic"
"MAPK8",0.118025317761298,"Low XIST","Metastatic"
"NISCH",0.0873134622986868,"Low XIST","Metastatic"
"MAGI1",-0.165037651315896,"Low XIST","Metastatic"
"SOS1",0.216453956781021,"Low XIST","Metastatic"
"PLCG1",0.223601208411904,"Low XIST","Metastatic"
"IRS1",0.0563448707069939,"Low XIST","Metastatic"
"TRPM7",0.187572978126749,"Low XIST","Metastatic"
