"RNAss","XIST","sample_type","bin_XIST"
0.0486912413986288,6.49778798181557,"Normal Tissue","High XIST"
0.048774872321177,6.75222675087395,"Normal Tissue","High XIST"
0.0491704163094827,6.30926715357758,"Normal Tissue",NA
0.04917260545599,5.50624013142269,"Normal Tissue",NA
0.0494569594195789,7.10853491105218,"Normal Tissue","High XIST"
0.0495893960053737,6.639680764707,"Normal Tissue","High XIST"
0.0496249148386661,6.74551971124025,"Normal Tissue","High XIST"
0.0496550242853511,5.96118341517456,"Normal Tissue",NA
0.0498448612159729,6.6625046056504,"Normal Tissue","High XIST"
0.0499157050089112,5.58228502065123,"Normal Tissue",NA
0.0508287168566478,7.78594935628293,"Normal Tissue","High XIST"
0.0510491788466532,6.12517580015763,"Normal Tissue",NA
0.05146698,7.3482,"Primary Tumor","High XIST"
0.0530199789718846,6.37296950484158,"Normal Tissue",NA
0.0531411462191653,5.72930804077657,"Normal Tissue",NA
0.0535782435162821,6.99888373381758,"Normal Tissue","High XIST"
0.0538420814571023,6.98072225161856,"Normal Tissue","High XIST"
0.0539537180717319,6.84173415906004,"Normal Tissue","High XIST"
0.0539567536953259,6.45862807607339,"Normal Tissue","High XIST"
0.0539611528403354,7.6886070041719,"Normal Tissue","High XIST"
0.0543446778781809,6.78660942972149,"Normal Tissue","High XIST"
0.055131555034035,6.25966794974895,"Normal Tissue",NA
0.0559875848778276,5.72057945138817,"Normal Tissue",NA
0.0561358224079079,6.96925411831546,"Normal Tissue","High XIST"
0.0561592334010865,5.93619033968518,"Normal Tissue",NA
0.0565332867744997,4.49191721468443,"Normal Tissue","Low XIST"
0.0566375749813104,6.08025259457882,"Normal Tissue",NA
0.0568955753767554,6.76687339165707,"Normal Tissue","High XIST"
0.0571992195152293,6.02460779932221,"Normal Tissue",NA
0.05796497708408,7.56682276314189,"Normal Tissue","High XIST"
0.058024123960829,5.55492646420218,"Normal Tissue",NA
0.05813285449324,3.57058436489177,"Normal Tissue","Low XIST"
0.0584357815280265,6.82528955217726,"Normal Tissue","High XIST"
0.0594210794811956,4.01533699141276,"Normal Tissue","Low XIST"
0.0595476660871518,7.06932623683099,"Normal Tissue","High XIST"
0.0596623275529277,6.12145063122244,"Normal Tissue",NA
0.0600920484231482,6.1602950031781,"Normal Tissue",NA
0.0602439811818306,5.31618195406381,"Normal Tissue",NA
0.0604638627230599,6.13711410748008,"Normal Tissue",NA
0.0605394044575404,2.94673086014031,"Normal Tissue","Low XIST"
0.060567898852118,6.34058007117523,"Normal Tissue",NA
0.0605967418008814,5.23958898284837,"Normal Tissue",NA
0.0607864002134188,6.57593248362842,"Normal Tissue","High XIST"
0.0609409232704142,6.82910113255982,"Normal Tissue","High XIST"
0.0609723763832409,6.37383958365651,"Normal Tissue",NA
0.0610854881925486,6.73201135849939,"Normal Tissue","High XIST"
