"adhesome_gene","XIST","tissue"
"DEF6",-0.376818265748397,"Skin"
"CD2AP",0.218970116829562,"Skin"
"MYO6",0.0408265310882906,"Skin"
"FYN",0.260188665539889,"Skin"
"MARCKS",0.447703892437714,"Skin"
"PTPRK",0.540023585603804,"Skin"
"EZR",-0.400807264038629,"Skin"
"GNA12",0.385040690450755,"Skin"
"ACTB",0.465621611994218,"Skin"
"FSCN1",0.379719838730292,"Skin"
"RAC1",-0.055329447184508,"Skin"
"ITGB8",-0.083995709348223,"Skin"
"ELMO1",-0.265564401984727,"Skin"
"EGFR",0.102906318726585,"Skin"
"LIMK1",0.416032479627156,"Skin"
"HSPB1",-0.388369076113345,"Skin"
"PTPN12",0.498833420385489,"Skin"
"KRIT1",0.696686765108899,"Skin"
"TRIP6",0.391778146422945,"Skin"
"CBLL1",0.286790602781054,"Skin"
"TES",0.0555389937259969,"Skin"
"CAV1",0.338596598628959,"Skin"
"MET",0.374065184184453,"Skin"
"WASL",0.451230836274689,"Skin"
"ZYX",0.365256514700263,"Skin"
"KCNH2",-0.138819241844713,"Skin"
"DLC1",0.469389088604486,"Skin"
"SORBS3",-0.193165096161138,"Skin"
"PTK2B",-0.312870686820605,"Skin"
"ADAM9",0.356372528224685,"Skin"
"LYN",0.118138819076032,"Skin"
"SDCBP",0.421238807408841,"Skin"
"PABPC1",0.418999000750416,"Skin"
"PTK2",0.518138852250271,"Skin"
"SCRIB",-0.26606370924832,"Skin"
"PLEC",0.451882218604256,"Skin"
"SHARPIN",0.00541762093814427,"Skin"
"TESK1",-0.0328975085640565,"Skin"
"TLN1",0.417275633488912,"Skin"
"TJP2",-0.130131038914812,"Skin"
"OSTF1",-0.252362415590251,"Skin"
"SYK",-0.29196040190341,"Skin"
"SPTLC1",0.567487792317172,"Skin"
"CORO2A",-0.349722606041555,"Skin"
"ENG",0.357968431874913,"Skin"
"ABL1",0.393458582392595,"Skin"
"RAPGEF1",0.492690207802269,"Skin"
"VAV2",0.558254531454111,"Skin"
"ITGA8",-0.169468242249392,"Skin"
"VIM",0.31804977253906,"Skin"
"ARHGAP21",0.556490150036929,"Skin"
"ABI1",-0.0231146964250238,"Skin"
"MPP7",-0.232220049588488,"Skin"
"SVIL",0.00913694746395466,"Skin"
"ARHGAP12",0.571044320154005,"Skin"
"ITGB1",0.374017388249668,"Skin"
"NRP1",0.393152842341301,"Skin"
"PARD3",-0.299206499328865,"Skin"
"MAPK8",0.413932603345332,"Skin"
"ANK3",-0.285577651637647,"Skin"
"CTNNA3",-0.0465021939075186,"Skin"
"VCL",0.483358571850537,"Skin"
"DLG5",0.135170485340777,"Skin"
"LDB3",-0.2024418554916,"Skin"
"PTEN",0.381792294730958,"Skin"
"SORBS1",-0.209186538570949,"Skin"
"ADAM12",0.293489375862687,"Skin"
"DOCK1",0.485941417634648,"Skin"
"HRAS",-0.449725590337192,"Skin"
"CD151",0.405787097874529,"Skin"
"ILK",0.454503549403536,"Skin"
"PARVA",0.350995225439947,"Skin"
"PLEKHA7",-0.174957416277174,"Skin"
"PTPRJ",0.474731062846325,"Skin"
"CTNND1",-0.0588484865108463,"Skin"
"LPXN",0.324307301053781,"Skin"
"SLC3A2",-0.0233943887374886,"Skin"
"FERMT3",-0.0630081626549283,"Skin"
"CAPN1",-0.232816459072178,"Skin"
"CFL1",0.281084789644786,"Skin"
"CORO1B",0.388980189610596,"Skin"
"PPFIA1",0.393547883169855,"Skin"
"CTTN",0.410552095544536,"Skin"
"INPPL1",0.577443120204049,"Skin"
"MYO7A",-0.116091031181239,"Skin"
"PAK1",0.511557434021112,"Skin"
"RDX",0.495816576587462,"Skin"
"LAYN",0.319430478007321,"Skin"
"CBL",0.615141381562188,"Skin"
"THY1",0.229747343500933,"Skin"
"ARHGEF12",0.335343257672855,"Skin"
"ARHGAP32",-0.144891455872087,"Skin"
"PTPN6",-0.301551031817484,"Skin"
"PTPRO",0.303841138013484,"Skin"
"TUBA1B",0.364300986771566,"Skin"
"RACGAP1",0.254002337217464,"Skin"
"LIMA1",0.596204307780308,"Skin"
"ITGB7",-0.208258646875864,"Skin"
"ITGA5",0.295217859330966,"Skin"
"ITGA7",-0.124692625281388,"Skin"
"LRP1",0.33089897973391,"Skin"
"AGAP2",-0.265769372632955,"Skin"
"LIN7A",0.347270737538212,"Skin"
"VEZT",0.605979877791762,"Skin"
"SSH1",0.33597296919931,"Skin"
"TRPV4",-0.165960937411434,"Skin"
"GIT2",0.592363377211201,"Skin"
"PTPN11",0.480838326418211,"Skin"
"PXN",0.490311319872761,"Skin"
"CLIP1",0.0637835508714492,"Skin"
"STARD13",0.53015304068345,"Skin"
"TRPC4",0.351125534921244,"Skin"
"LMO7",0.456003842685282,"Skin"
"ARHGEF7",-0.171516454524408,"Skin"
"MMP14",0.306992596619392,"Skin"
"CDH24",0.532186089940719,"Skin"
"PRKD1",0.218282614779305,"Skin"
"ARHGAP5",0.553089583141934,"Skin"
"ARF6",0.0654947069158088,"Skin"
"FERMT2",0.438295622498594,"Skin"
"KTN1",0.601424222367089,"Skin"
"AKAP5",0.147021910372671,"Skin"
"HSPA2",-0.228357473975616,"Skin"
"ACTN1",0.516601357803347,"Skin"
"PSEN1",-0.180542953889448,"Skin"
"NUMB",0.675753298506417,"Skin"
"DYNC1H1",0.449928021169159,"Skin"
"ZFYVE21",-0.288973912459773,"Skin"
"AKT1",0.529003963333793,"Skin"
"TJP1",0.339697435494291,"Skin"
"TRPM7",0.693057492770458,"Skin"
"CGNL1",-0.174936784195427,"Skin"
"ADAM10",0.479731242780259,"Skin"
"ITGA11",0.2248277419797,"Skin"
"CSK",-0.103231723835537,"Skin"
"PEAK1",0.498544093558228,"Skin"
"CIB2",-0.178450950234902,"Skin"
"CIB1",0.36357200742112,"Skin"
"IQGAP1",0.589791847060229,"Skin"
"SYNM",-0.1719678782746,"Skin"
"MAPK8IP3",0.108454431702571,"Skin"
"PKD1",0.341951664745918,"Skin"
"PDPK1",0.0405817396101918,"Skin"
"NUDT16L1",0.0229145695731848,"Skin"
"SH2B1",0.290563555992718,"Skin"
"ITGAL",-0.129896707441485,"Skin"
"ITGAM",-0.110301877775619,"Skin"
"ITGAX",-0.128427106389244,"Skin"
"ITGAD",-0.128584159447828,"Skin"
"TGFB1I1",0.395895373143853,"Skin"
"CDH8",-0.00702946193470903,"Skin"
"CDH11",0.400490846429045,"Skin"
"CDH5",-0.177767697191345,"Skin"
"CDH3",-0.254371660784878,"Skin"
"CDH1",-0.330325925374984,"Skin"
"BCAR1",0.455681953634312,"Skin"
"CDH15",0.209185508064828,"Skin"
"CRK",0.474928309718497,"Skin"
"ITGAE",0.526454871346721,"Skin"
"PFN1",0.266768941563742,"Skin"
"NDEL1",-0.269171149891508,"Skin"
"MYH10",0.415970408315801,"Skin"
"GIT1",-0.407751363051398,"Skin"
"SRCIN1",-0.268363050512615,"Skin"
"LASP1",0.301799801329582,"Skin"
"GRB7",-0.415936707544545,"Skin"
"WIPF2",0.0961096727230916,"Skin"
"JUP",-0.473922700563746,"Skin"
"STAT3",0.156880698529779,"Skin"
"ITGB3",0.419105413573896,"Skin"
"ABI3",-0.237005901913957,"Skin"
"ITGA3",0.0535865472915833,"Skin"
"NME1",0.264164104715496,"Skin"
"PRKCA",0.273686513000033,"Skin"
"GRB2",0.32722966306649,"Skin"
"ITGB4",-0.404664839026047,"Skin"
"SLC16A3",0.146553331147724,"Skin"
"MYOM1",-0.152342072320586,"Skin"
"PTPRM",0.414453899416812,"Skin"
"PTPN2",0.543422038595392,"Skin"
"ROCK1",0.596117868713121,"Skin"
"CDH2",0.180262966463378,"Skin"
"CDH20",0.138744452868796,"Skin"
"CDH7",-0.0016198307957565,"Skin"
"CDH19",-0.068705304571613,"Skin"
"PIP5K1C",0.450273437769414,"Skin"
"VAV1",-0.135355288815182,"Skin"
"INSR",-0.271978915062076,"Skin"
"RAVER1",0.417030784415936,"Skin"
"KEAP1",0.185527018822202,"Skin"
"DNM2",-0.345971386552856,"Skin"
"CALR",0.278684688952357,"Skin"
"PRKACA",0.368330182977076,"Skin"
"SIPA1L3",-0.0752313391526248,"Skin"
"ACTN4",0.187278570650274,"Skin"
"CEACAM1",-0.180195081484453,"Skin"
"PLAUR",0.229375557419016,"Skin"
"PVR",0.391235080451014,"Skin"
"VASP",0.342958260831225,"Skin"
"ARHGAP35",0.450956200721514,"Skin"
"CYTH2",-0.242600876938864,"Skin"
"PTPRH",0.211573981906334,"Skin"
"CSNK2A1",0.467706730459729,"Skin"
"SIRPA",0.120900580325036,"Skin"
"PTPRA",0.217125208943924,"Skin"
"PRNP",0.487339960769984,"Skin"
"FERMT1",-0.176432485455372,"Skin"
"SRC",0.352252252070688,"Skin"
"PLCG1",0.104917600770603,"Skin"
"PTPRT",0.10905507263237,"Skin"
"SDC4",-0.173030193992076,"Skin"
"CDH22",-0.00512245507340609,"Skin"
"PTPN1",0.222169118668116,"Skin"
"CASS4",0.238419427918212,"Skin"
"CDH4",0.127844871042675,"Skin"
"TIAM1",-0.341445286930011,"Skin"
"ITGB2",-0.13366563287222,"Skin"
"ARVCF",-0.261449504114167,"Skin"
"CRKL",0.100002318554445,"Skin"
"MAPK1",0.4983091532294,"Skin"
"PPM1F",0.427171559846759,"Skin"
"NF2",0.312870150930554,"Skin"
"RNF185",-0.0123747802641648,"Skin"
"MYH9",0.469456721762881,"Skin"
"SH3BP1",-0.359507633945313,"Skin"
"TRIOBP",0.547792644967411,"Skin"
"CSNK1E",0.0499312945671285,"Skin"
"PARVB",0.345720856989332,"Skin"
"SH3KBP1",0.405605300747112,"Skin"
"SMPX",0.0395352951594254,"Skin"
"MSN",0.446079583832781,"Skin"
"ARHGEF6",0.518184225583853,"Skin"
"FLNA",0.501136228231833,"Skin"
"AJAP1",0.251953106538905,"Salivary Gland"
"FBLIM1",0.401707599931685,"Salivary Gland"
"CDC42",-0.171759704262288,"Salivary Gland"
"ASAP3",0.397167344247004,"Salivary Gland"
"SLC9A1",0.392030219490773,"Salivary Gland"
"WASF2",0.167301477459677,"Salivary Gland"
"EPB41",0.275385230435074,"Salivary Gland"
"PTPRU",0.59991060838678,"Salivary Gland"
"FABP3",-0.00368704913611425,"Salivary Gland"
"MACF1",0.659057872979769,"Salivary Gland"
"PTPRF",0.406932382504741,"Salivary Gland"
"TSPAN1",0.211165854847627,"Salivary Gland"
"ITGB3BP",0.4417241358862,"Salivary Gland"
"NEXN",0.0985587178313092,"Salivary Gland"
"SSX2IP",-0.131455418216912,"Salivary Gland"
"BCAR3",0.539824135476533,"Salivary Gland"
"VAV3",0.0834594704540901,"Salivary Gland"
"RAP1A",-0.0364699347816571,"Salivary Gland"
"CAPZA1",-0.233666981645796,"Salivary Gland"
"ITGA10",0.425659872989056,"Salivary Gland"
"HAX1",0.213254257204197,"Salivary Gland"
"SHC1",0.539342638901816,"Salivary Gland"
"ARHGEF2",0.519757120613333,"Salivary Gland"
"CSRP1",0.311998383640666,"Salivary Gland"
"PTPN14",0.621073972384109,"Salivary Gland"
"CAPN2",0.411352599596761,"Salivary Gland"
"ENAH",0.451370348759257,"Salivary Gland"
"ARF1",0.0153703965354815,"Salivary Gland"
"RHOU",0.399017566844947,"Salivary Gland"
"ACP1",0.160714966174441,"Salivary Gland"
"ASAP2",0.339119951383364,"Salivary Gland"
"ITGB1BP1",0.117521746084359,"Salivary Gland"
"SDC1",-0.0272253055672356,"Salivary Gland"
"SOS1",0.607937700811534,"Salivary Gland"
"SPTBN1",0.60240884877075,"Salivary Gland"
"CTNNA2",0.243204773572869,"Salivary Gland"
"FHL2",0.462359798955745,"Salivary Gland"
"NCK2",-0.22800432910848,"Salivary Gland"
"LIMS1",0.147914688431248,"Salivary Gland"
"ACTR3",-0.343804225692775,"Salivary Gland"
"LIMS2",0.51879132630118,"Salivary Gland"
"PKP4",0.547639491510738,"Salivary Gland"
"ITGB6",0.0658322963650262,"Salivary Gland"
"ITGA6",0.307551493087233,"Salivary Gland"
"ITGA4",0.455883047140179,"Salivary Gland"
"ITGAV",0.321387630116388,"Salivary Gland"
"CASP8",0.0281342041461057,"Salivary Gland"
"ABI2",0.649413417996228,"Salivary Gland"
"NRP2",0.408039277465289,"Salivary Gland"
"TNS1",0.711480688439396,"Salivary Gland"
"ARPC2",-0.0965163325696381,"Salivary Gland"
"IRS1",0.548215747743878,"Salivary Gland"
"INPP5D",0.259294933405636,"Salivary Gland"
"ILKAP",0.40283721159389,"Salivary Gland"
"ANKRD28",0.372610615099957,"Salivary Gland"
"ITGA9",0.45248137088164,"Salivary Gland"
"CTNNB1",0.542104803200425,"Salivary Gland"
"RHOA",-0.167979606447565,"Salivary Gland"
"PPM1M",0.556311586001588,"Salivary Gland"
"NISCH",0.761702616721058,"Salivary Gland"
"PRKCD",0.0313852092463258,"Salivary Gland"
"FLNB",0.519381195549289,"Salivary Gland"
"MAGI1",0.369888242643065,"Salivary Gland"
"CD47",0.449564113868272,"Salivary Gland"
"ITGB5",0.297369730059565,"Salivary Gland"
"HEG1",0.053669104531855,"Salivary Gland"
"PLD1",-0.276850820983712,"Salivary Gland"
"ECT2",-0.0186219541079823,"Salivary Gland"
"PIK3CA",0.371897786527912,"Salivary Gland"
"LPP",0.645800734816601,"Salivary Gland"
"DLG1",-0.0336978989495858,"Salivary Gland"
"ADD1",0.530734226129809,"Salivary Gland"
"SHROOM3",0.301981589684781,"Salivary Gland"
"ARHGAP24",0.493112359846479,"Salivary Gland"
"GAB1",0.15529465549507,"Salivary Gland"
"RAPGEF2",0.490927079283179,"Salivary Gland"
"PALLD",0.199471791045948,"Salivary Gland"
"CASP3",-0.00551707929728004,"Salivary Gland"
"SORBS2",0.561920028533836,"Salivary Gland"
"FAT1",0.484802197313607,"Salivary Gland"
"EXOC3",0.444633264290071,"Salivary Gland"
"CTNND2",0.339792375985568,"Salivary Gland"
"TRIO",0.54025614337234,"Salivary Gland"
"CDH18",0.157674003656144,"Salivary Gland"
"CDH12",-0.0620157503179669,"Salivary Gland"
"CDH10",0.311992998719551,"Salivary Gland"
"CDH9",-0.0973405626044317,"Salivary Gland"
"CDH6",0.129087644120422,"Salivary Gland"
"PDZD2",0.113844574873697,"Salivary Gland"
"ITGA1",0.630486965074138,"Salivary Gland"
"ITGA2",0.233020656501077,"Salivary Gland"
"PDE4D",0.257492104771706,"Salivary Gland"
"RASA1",0.523166530772436,"Salivary Gland"
"FER",0.349981281652547,"Salivary Gland"
"PPP2CA",-0.328575975629173,"Salivary Gland"
"CTNNA1",-0.204386993905913,"Salivary Gland"
"DIAPH1",-0.132780965777793,"Salivary Gland"
"ARHGAP26",0.471196790974158,"Salivary Gland"
"DBN1",0.42362389733253,"Salivary Gland"
"NEDD9",0.326366548206229,"Salivary Gland"
"RNF5",0.284524489968773,"Salivary Gland"
"DEF6",0.0742478525357004,"Salivary Gland"
"CD2AP",0.160419982545568,"Salivary Gland"
"MYO6",0.140016926753439,"Salivary Gland"
"FYN",0.159535872314776,"Salivary Gland"
"MARCKS",-0.158073657484044,"Salivary Gland"
"PTPRK",0.402769353854775,"Salivary Gland"
"EZR",-0.27481100263093,"Salivary Gland"
"GNA12",0.377237645266764,"Salivary Gland"
"ACTB",-0.132634604818608,"Salivary Gland"
"FSCN1",0.0528000670829892,"Salivary Gland"
"RAC1",-0.348309840605339,"Salivary Gland"
"ITGB8",0.412295272994,"Salivary Gland"
"ELMO1",0.436007254250833,"Salivary Gland"
"EGFR",0.312223031298409,"Salivary Gland"
"LIMK1",0.449721511934014,"Salivary Gland"
"HSPB1",-0.106229200644703,"Salivary Gland"
"PTPN12",0.0296739498693466,"Salivary Gland"
"KRIT1",0.550876733731611,"Salivary Gland"
"TRIP6",0.17242306789338,"Salivary Gland"
"CBLL1",0.332818932109055,"Salivary Gland"
"TES",0.267875825925074,"Salivary Gland"
"CAV1",0.161998998187926,"Salivary Gland"
"MET",0.53621163008802,"Salivary Gland"
"WASL",-0.13485468050218,"Salivary Gland"
"ZYX",0.30468838360822,"Salivary Gland"
"KCNH2",0.341925883996915,"Salivary Gland"
"DLC1",0.452492095880264,"Salivary Gland"
"SORBS3",0.40632669155496,"Salivary Gland"
"PTK2B",0.545030390443578,"Salivary Gland"
"ADAM9",0.214402743242529,"Salivary Gland"
"LYN",0.27422938414681,"Salivary Gland"
"SDCBP",0.273820126920992,"Salivary Gland"
"PABPC1",-0.35740069557696,"Salivary Gland"
"PTK2",0.428236504116883,"Salivary Gland"
"SCRIB",-0.139064739731508,"Salivary Gland"
"PLEC",0.507982681558451,"Salivary Gland"
"SHARPIN",0.31893054434208,"Salivary Gland"
"TESK1",0.455500429203663,"Salivary Gland"
"TLN1",0.671605358878328,"Salivary Gland"
"TJP2",-0.218033904979976,"Salivary Gland"
"OSTF1",-0.176793634917443,"Salivary Gland"
"SYK",-0.0540090243970061,"Salivary Gland"
"SPTLC1",-0.224118407524211,"Salivary Gland"
"CORO2A",0.0417698071146114,"Salivary Gland"
"ENG",0.398980061812927,"Salivary Gland"
"ABL1",0.420899714622389,"Salivary Gland"
"RAPGEF1",0.587226152947186,"Salivary Gland"
"VAV2",0.552310466811363,"Salivary Gland"
"ITGA8",0.248519173372958,"Salivary Gland"
"VIM",0.198875283935683,"Salivary Gland"
"ARHGAP21",0.58028905732883,"Salivary Gland"
"ABI1",-0.26801032229915,"Salivary Gland"
"MPP7",-0.340695797239839,"Salivary Gland"
"SVIL",0.129155152443444,"Salivary Gland"
"ARHGAP12",0.480119322289599,"Salivary Gland"
"ITGB1",0.249488697751381,"Salivary Gland"
"NRP1",0.448145000715588,"Salivary Gland"
"PARD3",-0.148359151261257,"Salivary Gland"
"MAPK8",0.43614999125362,"Salivary Gland"
"ANK3",0.335030473326049,"Salivary Gland"
"CTNNA3",-0.0310746643746501,"Salivary Gland"
"VCL",0.450898583957484,"Salivary Gland"
"DLG5",0.676667065711725,"Salivary Gland"
"LDB3",-0.0599802334984311,"Salivary Gland"
"PTEN",0.116459800029162,"Salivary Gland"
"SORBS1",0.540337253128747,"Salivary Gland"
"ADAM12",0.42561682923192,"Salivary Gland"
"DOCK1",0.588423158677007,"Salivary Gland"
"HRAS",-0.200513033516962,"Salivary Gland"
"CD151",0.50547192450663,"Salivary Gland"
"ILK",0.497825700443532,"Salivary Gland"
"PARVA",0.410896957982443,"Salivary Gland"
"PLEKHA7",0.233091038670336,"Salivary Gland"
"PTPRJ",0.408624831384315,"Salivary Gland"
"CTNND1",0.0167405730122371,"Salivary Gland"
"LPXN",0.379074912228225,"Salivary Gland"
"SLC3A2",0.0951496080505485,"Salivary Gland"
"FERMT3",0.381757687820332,"Salivary Gland"
"CAPN1",-0.246743631196215,"Salivary Gland"
"CFL1",-0.162615287845762,"Salivary Gland"
"CORO1B",0.242964739789348,"Salivary Gland"
"PPFIA1",0.365599766631033,"Salivary Gland"
"CTTN",0.191468980852099,"Salivary Gland"
"INPPL1",0.706707734018144,"Salivary Gland"
"MYO7A",0.364728190142886,"Salivary Gland"
"PAK1",0.355413969502459,"Salivary Gland"
"RDX",0.325889822559092,"Salivary Gland"
"LAYN",0.307490964763484,"Salivary Gland"
"CBL",0.545798544211019,"Salivary Gland"
"THY1",0.168599670758257,"Salivary Gland"
"ARHGEF12",0.321376991095401,"Salivary Gland"
"ARHGAP32",-0.0700226670986182,"Salivary Gland"
"PTPN6",0.426455197543679,"Salivary Gland"
"PTPRO",0.413249603089868,"Salivary Gland"
"TUBA1B",-0.0234535890290585,"Salivary Gland"
"RACGAP1",-0.127056267640725,"Salivary Gland"
"LIMA1",0.582404880077766,"Salivary Gland"
"ITGB7",-0.100729308093329,"Salivary Gland"
"ITGA5",0.270236334073081,"Salivary Gland"
"ITGA7",0.356008987845724,"Salivary Gland"
"LRP1",0.408265040051145,"Salivary Gland"
"AGAP2",0.635917250783492,"Salivary Gland"
"LIN7A",0.42467415627415,"Salivary Gland"
"VEZT",0.153884450871431,"Salivary Gland"
"SSH1",0.508987204213666,"Salivary Gland"
"TRPV4",0.448620247673181,"Salivary Gland"
"GIT2",0.688123551532177,"Salivary Gland"
"PTPN11",0.193547453289287,"Salivary Gland"
"PXN",0.710203008476319,"Salivary Gland"
"CLIP1",-0.0929317559868814,"Salivary Gland"
"STARD13",0.552551052586337,"Salivary Gland"
"TRPC4",0.305018084523925,"Salivary Gland"
"LMO7",-0.00673296656901988,"Salivary Gland"
"ARHGEF7",0.669782393318794,"Salivary Gland"
"MMP14",0.294703701023524,"Salivary Gland"
"CDH24",0.526434078457061,"Salivary Gland"
"PRKD1",0.407222102791356,"Salivary Gland"
"ARHGAP5",0.286945257943615,"Salivary Gland"
"ARF6",-0.114957379342543,"Salivary Gland"
"FERMT2",0.476084588361699,"Salivary Gland"
"KTN1",0.180899096850164,"Salivary Gland"
"AKAP5",0.477690612990121,"Salivary Gland"
"HSPA2",-0.275653035906464,"Salivary Gland"
"ACTN1",0.471826440165914,"Salivary Gland"
"PSEN1",0.0831477309068964,"Salivary Gland"
"NUMB",0.562367239507284,"Salivary Gland"
"DYNC1H1",0.48814209607513,"Salivary Gland"
"ZFYVE21",0.142749690354634,"Salivary Gland"
"AKT1",0.4285376535694,"Salivary Gland"
"TJP1",-0.302549534578233,"Salivary Gland"
"TRPM7",0.409671058538926,"Salivary Gland"
"CGNL1",0.176246343225869,"Salivary Gland"
"ADAM10",0.136584410208189,"Salivary Gland"
"ITGA11",0.0340372953252888,"Salivary Gland"
"CSK",-0.242993992560433,"Salivary Gland"
"PEAK1",0.678135451811377,"Salivary Gland"
"CIB2",0.474829364450122,"Salivary Gland"
"CIB1",0.357561886534816,"Salivary Gland"
"IQGAP1",0.0840257127280416,"Salivary Gland"
"SYNM",0.369697799814384,"Salivary Gland"
"MAPK8IP3",0.680806761204495,"Salivary Gland"
"PKD1",0.765038974625666,"Salivary Gland"
"PDPK1",0.418907354354188,"Salivary Gland"
"NUDT16L1",0.27613434231918,"Salivary Gland"
"SH2B1",0.736798146322043,"Salivary Gland"
"ITGAL",0.43728702552028,"Salivary Gland"
"ITGAM",0.424433588347875,"Salivary Gland"
"ITGAX",0.495710177568839,"Salivary Gland"
"ITGAD",0.417568218000024,"Salivary Gland"
"TGFB1I1",0.484781080209028,"Salivary Gland"
"CDH8",0.189183710218502,"Salivary Gland"
"CDH11",0.441161514704987,"Salivary Gland"
"CDH5",0.505730791701867,"Salivary Gland"
"CDH3",0.412897118267036,"Salivary Gland"
"CDH1",-0.194998774112112,"Salivary Gland"
"BCAR1",0.45617933623992,"Salivary Gland"
"CDH15",-0.0393632862792984,"Salivary Gland"
"CRK",0.0240799956282626,"Salivary Gland"
"ITGAE",-0.00871672650745082,"Salivary Gland"
"PFN1",-0.0231139308220329,"Salivary Gland"
"NDEL1",-0.166433072962684,"Salivary Gland"
"MYH10",0.5938815188462,"Salivary Gland"
"GIT1",0.231862897615488,"Salivary Gland"
"SRCIN1",0.582772060522757,"Salivary Gland"
"LASP1",0.36309572046901,"Salivary Gland"
"GRB7",-0.113477731457835,"Salivary Gland"
"WIPF2",0.0994787388080052,"Salivary Gland"
"JUP",-0.0267953918762575,"Salivary Gland"
"STAT3",0.351402425686508,"Salivary Gland"
"ITGB3",0.480808009017626,"Salivary Gland"
"ABI3",0.437861851095107,"Salivary Gland"
"ITGA3",0.494278563216848,"Salivary Gland"
"NME1",-0.256250096564966,"Salivary Gland"
"PRKCA",0.496708586948039,"Salivary Gland"
"GRB2",0.266102476888441,"Salivary Gland"
"ITGB4",0.470395805925976,"Salivary Gland"
"SLC16A3",0.181601244799443,"Salivary Gland"
"MYOM1",-0.00465782541637397,"Salivary Gland"
"PTPRM",0.544878301904272,"Salivary Gland"
"PTPN2",0.363553925175745,"Salivary Gland"
"ROCK1",0.419202812638785,"Salivary Gland"
"CDH2",0.19089588168302,"Salivary Gland"
"CDH20",-0.0565400605308887,"Salivary Gland"
"CDH7",0.123819285689791,"Salivary Gland"
"CDH19",0.432960051793384,"Salivary Gland"
"PIP5K1C",0.520257139884514,"Salivary Gland"
"VAV1",0.478382401062978,"Salivary Gland"
"INSR",0.479214288750342,"Salivary Gland"
"RAVER1",0.461744343599598,"Salivary Gland"
"KEAP1",0.00287352042890118,"Salivary Gland"
"DNM2",0.232833945080351,"Salivary Gland"
"CALR",-0.0872423945728114,"Salivary Gland"
"PRKACA",0.306888785567003,"Salivary Gland"
"SIPA1L3",0.457822912743461,"Salivary Gland"
"ACTN4",-0.0455181906013396,"Salivary Gland"
"CEACAM1",0.0714256800190758,"Salivary Gland"
"PLAUR",0.307658838773488,"Salivary Gland"
"PVR",0.451911582439539,"Salivary Gland"
"VASP",0.224629169124365,"Salivary Gland"
"ARHGAP35",0.330154792679883,"Salivary Gland"
"CYTH2",0.426361229203845,"Salivary Gland"
"PTPRH",0.27372241165749,"Salivary Gland"
"CSNK2A1",0.159702515452218,"Salivary Gland"
"SIRPA",0.415069738977204,"Salivary Gland"
"PTPRA",0.30866880948924,"Salivary Gland"
"PRNP",0.0564537173644641,"Salivary Gland"
"FERMT1",-0.181956836360998,"Salivary Gland"
"SRC",0.0913239777831807,"Salivary Gland"
"PLCG1",0.72992146219504,"Salivary Gland"
"PTPRT",0.538369901883032,"Salivary Gland"
"SDC4",0.226626538355936,"Salivary Gland"
"CDH22",0.200367349794476,"Salivary Gland"
"PTPN1",0.226914316624707,"Salivary Gland"
"CASS4",0.353079365062585,"Salivary Gland"
"CDH4",0.51235474522795,"Salivary Gland"
"TIAM1",0.233059976290456,"Salivary Gland"
"ITGB2",0.396534872191663,"Salivary Gland"
"ARVCF",0.487647076594435,"Salivary Gland"
"CRKL",-0.0146557872919677,"Salivary Gland"
"MAPK1",0.0306270501191339,"Salivary Gland"
"PPM1F",0.481798221007581,"Salivary Gland"
"NF2",0.295822464401225,"Salivary Gland"
"RNF185",-0.0532370400737387,"Salivary Gland"
"MYH9",0.609291357325496,"Salivary Gland"
"SH3BP1",0.0689237645315825,"Salivary Gland"
"TRIOBP",0.0830748127409243,"Salivary Gland"
"CSNK1E",0.502392015333654,"Salivary Gland"
"PARVB",0.122359597840541,"Salivary Gland"
"SH3KBP1",0.37270412559791,"Salivary Gland"
"SMPX",-0.0354328944916269,"Salivary Gland"
"MSN",0.364814276663225,"Salivary Gland"
"ARHGEF6",0.597686645292512,"Salivary Gland"
"FLNA",0.647084593420843,"Salivary Gland"
"AJAP1",0.329925801437642,"Brain"
"FBLIM1",0.17146681634943,"Brain"
"CDC42",0.514794599839546,"Brain"
"ASAP3",0.133394440945661,"Brain"
"SLC9A1",0.456493448601397,"Brain"
"WASF2",0.293311357681594,"Brain"
"EPB41",0.392780022631273,"Brain"
"PTPRU",0.526552037737627,"Brain"
"FABP3",0.235517778746255,"Brain"
"MACF1",0.639701857327685,"Brain"
"PTPRF",0.510121316398864,"Brain"
"TSPAN1",0.322959863248764,"Brain"
"ITGB3BP",0.515177066062294,"Brain"
"NEXN",0.30747771225892,"Brain"
"SSX2IP",0.480951934559746,"Brain"
"BCAR3",0.260706755617704,"Brain"
"VAV3",0.392876670570422,"Brain"
"RAP1A",0.419589302649085,"Brain"
"CAPZA1",0.46766379642746,"Brain"
"ITGA10",0.476985520268792,"Brain"
"HAX1",0.462268636032855,"Brain"
"SHC1",0.45281052619855,"Brain"
"ARHGEF2",0.586378299319641,"Brain"
"CSRP1",0.0589739576702294,"Brain"
"PTPN14",0.27718265066673,"Brain"
"CAPN2",0.563414983857324,"Brain"
"ENAH",0.266573386612706,"Brain"
"ARF1",0.521161078940364,"Brain"
"RHOU",0.00623893124536934,"Brain"
"ACP1",0.503482070640127,"Brain"
"ASAP2",0.602470206453572,"Brain"
"ITGB1BP1",0.468826105653095,"Brain"
"SDC1",0.310017233098066,"Brain"
"SOS1",0.681977093564212,"Brain"
